,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.77244261 0.24678657],31,36,"[0.7654263958891195, 0.25415247990010725]",73,51
1,[0.11612789 0.52238346],27,68,"[0.1494535588270222, 0.5672599786403218]",-1,-1
2,[0.50225817 0.73442517],65,20,"[0.48771237257197714, 0.707285857887927]",73,-1
3,[0.53546894 0.55309531],44,1,"[0.5323422960874027, 0.5399030829303642]",73,98
4,[0.3978573  0.24088901],62,34,"[0.39406727258191565, 0.2600815578274275]",-1,-1
5,[0.38964882 0.85144833],59,48,"[0.40719602497478524, 0.8201083011876534]",-1,-1
6,[0.47926432 0.39736105],25,12,"[0.4907143088767872, 0.4147273859021818]",73,-1
7,[0.41041143 0.5798005 ],79,25,"[0.37108652642987694, 0.5747531022318405]",73,67
8,[0.75918002 0.71615136],52,8,"[0.7261498838952047, 0.720687541804387]",-1,-1
9,[0.49609796 0.77978897],65,24,"[0.4855505724551363, 0.7858548553757585]",73,94
10,[0.33516952 0.76051178],54,28,"[0.3311648973772882, 0.7432372245127602]",73,79
11,[0.5397747  0.57827769],68,1,"[0.5323422960874027, 0.5399030829303642]",73,98
12,[0.42744875 0.61335791],57,19,"[0.43634518720170984, 0.6202565382666153]",73,68
13,[0.23112561 0.67438748],66,35,"[0.2522640778851336, 0.6259644253139349]",-1,-1
14,[0.65478567 0.81091899],92,73,"[0.670174765502832, 0.8505069824306363]",-1,-1
15,[0.31038046 0.72041193],87,28,"[0.3311648973772882, 0.7432372245127602]",73,74
16,[0.38728873 0.50929105],57,18,"[0.40766664000081854, 0.4640600102183913]",-1,-1
17,[0.38486438 0.31120359],82,43,"[0.34805860114227977, 0.32317471462430897]",73,25
18,[0.36478275 0.75077235],99,38,"[0.3871281091683008, 0.767164106388039]",73,-1
19,[0.36246839 0.67441137],81,16,"[0.3528054416735249, 0.6608653493675223]",73,66
20,[0.72508607 0.10129129],70,66,"[0.7031942687642849, 0.13903427961047357]",-1,-1
21,[0.60131741 0.72214092],2,22,"[0.5615693766993367, 0.7296447499026105]",73,-1
22,[0.81633662 0.41713153],43,64,"[0.8420611630721296, 0.3816825354572579]",-1,-1
23,[0.64432795 0.45731108],48,2,"[0.6204368558640062, 0.47306629640398096]",73,-1
24,[0.62295608 0.81547652],17,40,"[0.5742711033394375, 0.8122079565035492]",-1,-1
25,[0.73710081 0.65116132],95,7,"[0.7111492500443649, 0.6540871294104068]",73,97
26,[0.38792007 0.75955145],87,38,"[0.3871281091683008, 0.767164106388039]",73,-1
27,[0.58228765 0.32944951],41,0,"[0.6081392414500437, 0.3566929013105787]",73,108
28,[0.2338147  0.45822214],6,37,"[0.22818551982546523, 0.4641324465130348]",73,-1
29,[0.45475527 0.54011762],46,4,"[0.45423341337683903, 0.5256726312893126]",73,106
30,[0.79509775 0.84830472],92,56,"[0.7856849968882292, 0.8014524061857244]",-1,-1
31,[0.67164192 0.23360948],75,29,"[0.6840755903999397, 0.2237140245019892]",73,45
32,[0.63081689 0.43978642],7,2,"[0.6204368558640062, 0.47306629640398096]",-1,-1
33,[0.13256314 0.48115184],97,61,"[0.15072821939008954, 0.4738919919220445]",4,-1
34,[0.22750633 0.79770832],0,53,"[0.25190455294092357, 0.7995916133894946]",-1,-1
35,[0.42060049 0.53920953],68,4,"[0.45423341337683903, 0.5256726312893126]",73,96
36,[0.48853768 0.43573396],19,12,"[0.4907143088767872, 0.4147273859021818]",73,-1
37,[0.62332148 0.60130619],76,6,"[0.6233164812127169, 0.5653015149382496]",73,-1
38,[0.61883697 0.46890622],91,2,"[0.6204368558640062, 0.47306629640398096]",73,108
39,[0.37104545 0.27347534],62,34,"[0.39406727258191565, 0.2600815578274275]",-1,-1
40,[0.48483381 0.56777375],44,4,"[0.45423341337683903, 0.5256726312893126]",73,-1
41,[0.3928522  0.61964218],19,19,"[0.43634518720170984, 0.6202565382666153]",73,-1
42,[0.87330376 0.25774284],10,54,"[0.8441402152771822, 0.27943386327023473]",-1,-1
43,[0.59703653 0.48708685],39,2,"[0.6204368558640062, 0.47306629640398096]",73,108
44,[0.74673504 0.42725656],89,50,"[0.7645607631650059, 0.4403656698953203]",47,-1
45,[0.49272813 0.30935983],28,9,"[0.5204513842713174, 0.3278961070606687]",73,-1
46,[0.56007629 0.86085002],65,69,"[0.5396101818980119, 0.8585088756955944]",18,-1
47,[0.31896894 0.48111949],22,14,"[0.3193750717076244, 0.4860405532948144]",73,43
48,[0.53060955 0.66387126],69,11,"[0.523002278953439, 0.6487544363688378]",73,-1
49,[0.30340949 0.83747858],59,46,"[0.31982550294148093, 0.8079324799945997]",73,-1
50,[0.57485135 0.16868578],85,75,"[0.5992160845502842, 0.16448265280107766]",-1,-1
51,[0.67390719 0.55739863],68,31,"[0.6947534694089742, 0.5843924962988052]",73,-1
52,[0.47646729 0.38160659],78,12,"[0.4907143088767872, 0.4147273859021818]",-1,-1
53,[0.72575153 0.67578463],86,7,"[0.7111492500443649, 0.6540871294104068]",73,97
54,[0.12861808 0.35026934],80,95,"[0.10009761628854158, 0.3550744266187599]",-1,-1
55,[0.26767716 0.70310716],99,27,"[0.2843776343416754, 0.6909780540250546]",-1,-1
56,[0.42415188 0.72049501],74,23,"[0.41853977569506906, 0.7117381773552206]",73,78
57,[0.38435721 0.49193259],97,18,"[0.40766664000081854, 0.4640600102183913]",73,-1
58,[0.40984181 0.48919547],57,18,"[0.40766664000081854, 0.4640600102183913]",73,39
59,[0.59818531 0.35743618],4,0,"[0.6081392414500437, 0.3566929013105787]",73,108
60,[0.43830048 0.5686343 ],44,4,"[0.45423341337683903, 0.5256726312893126]",73,-1
61,[0.70412387 0.49536647],89,33,"[0.7099480121750387, 0.5023997800956643]",73,17
62,[0.86019751 0.73329825],90,77,"[0.8699333016737327, 0.7543259843035803]",-1,-1
63,[0.63209153 0.31013537],70,0,"[0.6081392414500437, 0.3566929013105787]",73,86
64,[0.33102588 0.46550956],57,14,"[0.3193750717076244, 0.4860405532948144]",73,-1
65,[0.46198783 0.51621847],19,4,"[0.45423341337683903, 0.5256726312893126]",73,106
66,[0.72259598 0.39628656],1,5,"[0.6962693259173368, 0.39374036559980624]",73,-1
67,[0.39142579 0.54938307],19,25,"[0.37108652642987694, 0.5747531022318405]",-1,-1
68,[0.71153606 0.68034457],90,7,"[0.7111492500443649, 0.6540871294104068]",73,97
69,[0.76619346 0.70085854],40,47,"[0.801663413191774, 0.7116143479745204]",73,97
70,[0.46991132 0.53985589],57,4,"[0.45423341337683903, 0.5256726312893126]",73,-1
71,[0.56696223 0.23437373],64,21,"[0.5962408408098417, 0.2566236906275545]",-1,-1
72,[0.45044598 0.66317815],60,19,"[0.43634518720170984, 0.6202565382666153]",-1,-1
73,[0.35148758 0.77117553],67,28,"[0.3311648973772882, 0.7432372245127602]",73,-1
74,[0.53264213 0.691572  ],60,11,"[0.523002278953439, 0.6487544363688378]",73,-1
75,[0.51095081 0.31017673],15,9,"[0.5204513842713174, 0.3278961070606687]",73,-1
76,[0.26515133 0.65303408],16,35,"[0.2522640778851336, 0.6259644253139349]",73,-1
77,[0.73048833 0.53899755],40,33,"[0.7099480121750387, 0.5023997800956643]",39,-1
78,[0.60692226 0.24787423],30,21,"[0.5962408408098417, 0.2566236906275545]",73,-1
79,[0.70545465 0.48565219],1,33,"[0.7099480121750387, 0.5023997800956643]",-1,17
