,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.18050702 0.82578386],148,60,"[0.18088531028097374, 0.8394387772278792]",1,0
1,[0.35162286 0.69404877],15,27,"[0.32807677218563897, 0.6788933424155545]",1,0
2,[0.62563327 0.34382234],64,5,"[0.6156827522230183, 0.366351162705805]",1,0
3,[0.64044418 0.29704755],29,2,"[0.6353240672323834, 0.27452593267616027]",1,0
4,[0.4526089  0.44544616],118,12,"[0.4548050541920361, 0.4405779117893594]",1,0
5,[0.62541162 0.17625399],89,33,"[0.638884298487285, 0.19758548078508512]",1,0
6,[0.66875385 0.22030922],172,33,"[0.638884298487285, 0.19758548078508512]",1,0
7,[0.71107919 0.46957637],57,22,"[0.7045638438976076, 0.4700616435836219]",1,0
8,[0.40226804 0.24431845],39,1,"[0.3957989229781835, 0.2561358541202422]",1,0
9,[0.34652441 0.41984938],20,28,"[0.33593481645618223, 0.45197250054698274]",1,0
10,[0.77833822 0.35765263],105,59,"[0.7758025835863963, 0.3682955324322065]",1,0
11,[0.57054724 0.83094254],174,72,"[0.5800832768151375, 0.8695692484287617]",-1,0
12,[0.21791745 0.81855972],165,60,"[0.18088531028097374, 0.8394387772278792]",1,0
13,[0.82152055 0.50560062],190,21,"[0.7792414569690446, 0.5165718546175604]",1,0
14,[0.5285391  0.52855846],97,10,"[0.5236871681914929, 0.5478140832836143]",1,0
15,[0.19634113 0.72997156],107,38,"[0.18586691778910477, 0.6965730354960964]",1,0
16,[0.75143398 0.73651994],159,3,"[0.7293968718213429, 0.6792040643520502]",1,0
17,[0.43372132 0.59362628],18,15,"[0.4463519808239086, 0.5942633590659885]",1,0
18,[0.28937073 0.73407545],180,30,"[0.2748051082688394, 0.7217767926744634]",1,0
19,[0.24226793 0.80026996],137,56,"[0.2690912917453971, 0.7766841762071289]",1,0
20,[0.25652639 0.45509977],76,37,"[0.25308673576912133, 0.48330921120049847]",1,0
21,[0.18166301 0.81269044],197,60,"[0.18088531028097374, 0.8394387772278792]",1,0
22,[0.54591464 0.57057582],144,10,"[0.5236871681914929, 0.5478140832836143]",1,0
23,[0.70234587 0.550428  ],143,4,"[0.7047242650241282, 0.577985305432393]",1,0
24,[0.54319579 0.13885557],48,29,"[0.5236322506454295, 0.13102805371005088]",1,0
25,[0.56757365 0.32136958],123,0,"[0.5243335865425262, 0.35063042507845854]",1,0
26,[0.3292533  0.58748385],124,19,"[0.357062995977971, 0.5794682860818159]",1,0
27,[0.7073951  0.79558713],81,46,"[0.7116038744243057, 0.7867565862575274]",1,0
28,[0.34005658 0.3910219 ],98,18,"[0.29395049871043205, 0.3838506231931761]",1,0
29,[0.29737766 0.22671999],23,25,"[0.2925654594731375, 0.20456683440845275]",1,0
30,[0.36659098 0.37640302],24,17,"[0.4084440153798916, 0.3749848394793591]",1,0
31,[0.13100255 0.62584342],107,-1,-1,-1,0
32,[0.69394641 0.508406  ],60,22,"[0.7045638438976076, 0.4700616435836219]",1,0
33,[0.44840748 0.90688678],125,63,"[0.42597593184770294, 0.8676177231154623]",-1,0
34,[0.36848972 0.16416403],101,39,"[0.3652866330438361, 0.16333265934149274]",1,0
35,[0.41219382 0.5133723 ],189,35,"[0.41140957566184894, 0.5168082532541416]",1,0
36,[0.67206864 0.61105994],59,4,"[0.7047242650241282, 0.577985305432393]",1,0
37,[0.54233822 0.16304739],84,29,"[0.5236322506454295, 0.13102805371005088]",1,0
38,[0.48293496 0.48935432],67,12,"[0.4548050541920361, 0.4405779117893594]",1,0
39,[0.36787411 0.37542764],168,17,"[0.4084440153798916, 0.3749848394793591]",1,0
40,[0.63868085 0.87769354],81,58,"[0.6633047894278478, 0.8427002238830013]",-1,0
41,[0.35439466 0.14933292],160,39,"[0.3652866330438361, 0.16333265934149274]",1,0
42,[0.47410902 0.80907245],104,31,"[0.452378664581421, 0.7897998708459424]",1,0
43,[0.24404468 0.50339122],52,37,"[0.25308673576912133, 0.48330921120049847]",1,0
44,[0.19488909 0.30407546],153,42,"[0.14566525990593499, 0.30506382482350086]",1,0
45,[0.72679206 0.21715824],33,13,"[0.7266942978360883, 0.21587974119497919]",1,0
46,[0.68548733 0.57836444],92,4,"[0.7047242650241282, 0.577985305432393]",1,0
