,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.1845218  0.34334624],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
1,[0.52671903 0.58073878],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
2,[0.39090898 0.72308734],0,-1,-1,2,1
3,[0.53722811 0.54496136],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
4,[0.17779008 0.30132282],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
5,[0.52837325 0.48755262],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
6,[0.56389373 0.54780451],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
7,[0.37979464 0.81581539],0,-1,-1,2,1
8,[0.1494132  0.16673511],3,-1,-1,0,0
9,[0.75527431 0.64081655],1,-1,-1,1,-1
10,[0.23486302 0.78401764],0,-1,-1,2,1
11,[0.08398276 0.35838955],3,-1,-1,0,0
12,[0.17964643 0.27516559],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
13,[0.11289799 0.25702083],3,-1,-1,0,0
14,[0.50140075 0.482546  ],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
15,[0.40401204 0.77765203],0,-1,-1,2,1
16,[0.10952253 0.35874623],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
17,[0.50021038 0.66869414],2,-1,-1,-1,-1
18,[0.14915107 0.34699959],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
19,[0.37166613 0.80239791],0,0,"[0.3289317545574805, 0.76670585870992]",2,1
20,[0.88419026 0.62551152],1,3,"[0.8384568811406442, 0.6190993197760501]",1,4
21,[0.14233015 0.32406666],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
22,[0.12274553 0.43975936],3,-1,-1,0,0
23,[0.41085848 0.73512888],0,-1,-1,2,1
24,[0.46545314 0.73628511],0,-1,-1,2,1
25,[0.06390857 0.40658229],3,-1,-1,0,0
26,[0.6133607 0.3323088],2,-1,-1,-1,-1
27,[0.77682599 0.63964978],1,3,"[0.8384568811406442, 0.6190993197760501]",1,-1
28,[0.52391289 0.5195892 ],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
29,[0.66121461 0.45105326],2,-1,-1,-1,2
30,[0.36873146 0.72350719],0,0,"[0.3289317545574805, 0.76670585870992]",2,1
31,[0.17836395 0.42286113],3,-1,-1,0,0
32,[0.66701107 0.55227991],2,-1,-1,3,2
33,[0.60110701 0.53512238],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
34,[0.52939889 0.57487562],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
35,[0.92910182 0.67063449],1,-1,-1,1,-1
36,[0.47827038 0.51148296],2,-1,-1,4,2
37,[0.85383431 0.59371505],1,3,"[0.8384568811406442, 0.6190993197760501]",1,3
38,[0.10963914 0.36428486],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
39,[0.28943592 0.88245503],0,-1,-1,2,1
40,[0.84828079 0.68102055],1,3,"[0.8384568811406442, 0.6190993197760501]",1,-1
41,[0.65619018 0.59942879],2,-1,-1,-1,2
42,[0.85953078 0.69617278],1,-1,-1,1,-1
43,[0.88786507 0.66777087],1,3,"[0.8384568811406442, 0.6190993197760501]",1,-1
44,[0.35507697 0.77592145],0,0,"[0.3289317545574805, 0.76670585870992]",2,1
45,[0.52666899 0.55316221],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
46,[0.51202692 0.46221382],2,-1,-1,4,2
47,[0.57583101 0.53022256],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
48,[0.09376389 0.23967075],3,-1,-1,0,0
49,[0.21306945 0.31096162],3,2,"[0.1522450590486413, 0.3372950131074116]",0,0
50,[0.23952837 0.3658127 ],3,-1,-1,0,0
51,[0.52383532 0.51084385],2,1,"[0.5538927683882139, 0.5279984445488445]",4,2
52,[0.20463666 0.42356704],3,-1,-1,0,0
