,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.3274167  0.29285882],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
1,[0.42901971 0.29628028],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
2,[0.39558166 0.28400186],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
3,[0.37926021 0.1588318 ],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
4,[0.36305494 0.26628463],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
5,[0.43703154 0.33287539],0,-1,-1,3,-1
6,[0.41097055 0.23781163],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
7,[0.36674899 0.30918214],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
8,[0.3644025  0.12560099],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
9,[0.32387301 0.34258704],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
10,[0.38593696 0.22029133],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
11,[0.43129083 0.31344507],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
12,[0.36796845 0.30999755],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
13,[0.47360491 0.26402822],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
14,[0.4263704 0.3322545],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
15,[0.41033485 0.28227394],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
16,[0.3096148  0.16321933],0,9,"[0.2603329335637394, 0.19100972521369944]",3,-1
17,[0.27294544 0.26059906],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
18,[0.36624836 0.32393732],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
19,[0.41877858 0.30756574],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
20,[0.26662989 0.27568866],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
21,[0.41215396 0.24591195],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
22,[0.25948427 0.24676144],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
23,[0.44167648 0.37031668],0,-1,-1,3,-1
24,[0.46692373 0.27778574],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
25,[0.32917076 0.4182666 ],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
26,[0.44678877 0.25347416],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
27,[0.36050063 0.26185015],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
28,[0.45856815 0.2832672 ],0,-1,-1,3,-1
29,[0.43260376 0.27937623],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
30,[0.45667472 0.34457595],0,-1,-1,3,-1
31,[0.39623514 0.39242376],0,-1,-1,3,-1
32,[0.34103069 0.25925102],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
33,[0.35546058 0.20006734],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
34,[0.40565942 0.26820342],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
35,[0.33516344 0.25760255],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
36,[0.41903022 0.30719061],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
37,[0.3587248  0.19246937],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
38,[0.30215942 0.30699317],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
39,[0.36803245 0.30202037],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
40,[0.29420198 0.2248673 ],0,9,"[0.2603329335637394, 0.19100972521369944]",3,-1
41,[0.38758154 0.37094519],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
42,[0.42335957 0.25309023],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
43,[0.27539268 0.40044764],0,-1,-1,-1,-1
44,[0.39938432 0.36438307],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
45,[0.28169286 0.26711862],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
46,[0.43096466 0.26842223],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
47,[0.37379993 0.22070425],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
48,[0.34198147 0.30974738],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
49,[0.30614698 0.32222211],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
50,[0.29082164 0.25924987],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
51,[0.35454449 0.22163417],0,-1,-1,3,-1
52,[0.39986222 0.22465829],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
53,[0.29812066 0.31201705],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
54,[0.38952465 0.38054809],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
55,[0.30267465 0.25158564],0,7,"[0.2649054935079536, 0.2735320249094928]",3,10
56,[0.51003985 0.23191769],0,8,"[0.4619994334055102, 0.2121090627663617]",-1,-1
57,[0.43948649 0.27280667],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
58,[0.31036093 0.27924776],0,7,"[0.2649054935079536, 0.2735320249094928]",3,11
59,[0.34891564 0.18997575],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
60,[0.29465403 0.21201284],0,9,"[0.2603329335637394, 0.19100972521369944]",3,-1
61,[0.44218222 0.2195928 ],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
62,[0.37778707 0.36021861],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
63,[0.35646211 0.36268165],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
64,[0.32971879 0.24210988],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
65,[0.30321524 0.23479893],0,7,"[0.2649054935079536, 0.2735320249094928]",3,10
66,[0.28898478 0.29651437],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
67,[0.31696133 0.32112061],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
68,[0.41310038 0.3009195 ],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
69,[0.35117093 0.26282818],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
70,[0.33562005 0.28194537],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
71,[0.29937937 0.25568831],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
72,[0.34026263 0.30957508],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
73,[0.46393326 0.35820515],0,-1,-1,3,-1
74,[0.24192367 0.38761138],0,-1,-1,-1,-1
75,[0.37327685 0.22144308],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
76,[0.36296711 0.24245792],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
77,[0.33556985 0.30150042],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
78,[0.45993876 0.29083116],0,-1,-1,3,-1
79,[0.3942005  0.28882993],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
80,[0.40637685 0.25122517],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
81,[0.2988254  0.27856722],0,7,"[0.2649054935079536, 0.2735320249094928]",3,11
82,[0.34936235 0.21767059],0,-1,-1,3,-1
83,[0.30430719 0.23869812],0,7,"[0.2649054935079536, 0.2735320249094928]",3,10
84,[0.41421437 0.27665546],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
85,[0.35486909 0.2584757 ],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
86,[0.43616861 0.2074804 ],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
87,[0.30364249 0.34180458],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
88,[0.34423975 0.2797921 ],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
89,[0.29436339 0.2358474 ],0,7,"[0.2649054935079536, 0.2735320249094928]",3,10
90,[0.42334077 0.28290462],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
91,[0.35725206 0.32024709],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
92,[0.32546895 0.3066607 ],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
93,[0.39300077 0.24821537],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
94,[0.4050269  0.33835207],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
95,[0.27704107 0.2066712 ],0,9,"[0.2603329335637394, 0.19100972521369944]",3,-1
96,[0.40528588 0.31711238],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
97,[0.32227631 0.21581103],0,9,"[0.2603329335637394, 0.19100972521369944]",3,-1
98,[0.28061016 0.23155268],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
99,[0.30019267 0.27899602],0,7,"[0.2649054935079536, 0.2735320249094928]",3,-1
100,[0.41294209 0.30520234],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
101,[0.36231344 0.26174579],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
102,[0.36748468 0.22158825],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
103,[0.28403806 0.28228217],0,7,"[0.2649054935079536, 0.2735320249094928]",3,11
104,[0.43727625 0.25351077],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
105,[0.39338273 0.19485002],0,5,"[0.39492579383797577, 0.15393038143473062]",3,-1
106,[0.30263401 0.34209848],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
107,[0.40835356 0.23510277],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
108,[0.35432815 0.29346274],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
109,[0.3768481 0.2911306],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
110,[0.31416925 0.34602508],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
111,[0.42251866 0.32970751],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
112,[0.38585102 0.30108252],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
113,[0.35236041 0.32545386],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
114,[0.42868899 0.22034781],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
115,[0.34108365 0.26536724],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
116,[0.36550102 0.25198678],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
117,[0.47457474 0.23883116],0,8,"[0.4619994334055102, 0.2121090627663617]",3,-1
118,[0.37210509 0.27845268],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
119,[0.30844457 0.35977764],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
120,[0.33563976 0.37426645],0,3,"[0.33450105205478414, 0.3497844886782434]",3,-1
121,[0.35137904 0.26535001],0,2,"[0.3784381146643523, 0.28925318141754736]",3,11
122,[0.40514084 0.28054808],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
123,[0.44709112 0.30210925],0,2,"[0.3784381146643523, 0.28925318141754736]",3,-1
