,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.52800041 0.29677037],1,-1,-1,1,-1
1,[0.46331503 0.33401782],1,3,"[0.4553066940074973, 0.34463838192948454]",1,5
2,[0.43440191 0.30690976],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
3,[0.16562183 0.79715203],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
4,[0.16639878 0.85699619],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
5,[0.28330621 0.41566241],0,-1,-1,1,-1
6,[0.49571102 0.35548679],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
7,[0.33561483 0.47337207],0,0,"[0.34382768960543725, 0.47856419277831]",1,3
8,[0.39274277 0.48458613],0,0,"[0.34382768960543725, 0.47856419277831]",1,-1
9,[0.78999621 0.32673339],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
10,[0.79858368 0.25850215],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
11,[0.15100243 0.75174953],3,-1,-1,0,0
12,[0.77290763 0.27759681],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
13,[0.46990883 0.36094575],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
14,[0.71755563 0.37673917],2,-1,-1,2,-1
15,[0.24598917 0.51550052],0,-1,-1,1,-1
16,[0.41553352 0.36270712],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
17,[0.28387991 0.55073337],0,-1,-1,1,-1
18,[0.16591968 0.85701813],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
19,[0.74877773 0.23422832],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
20,[0.5111144  0.41745321],1,-1,-1,1,-1
21,[0.44756859 0.43436946],0,-1,-1,1,-1
22,[0.43283902 0.29790756],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
23,[0.52869566 0.2911156 ],1,-1,-1,1,-1
24,[0.38043248 0.28209406],1,-1,-1,1,-1
25,[0.50090505 0.28663335],1,-1,-1,1,-1
26,[0.12183345 0.76377092],3,-1,-1,0,0
27,[0.77753069 0.28575612],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
28,[0.21212187 0.86182413],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
29,[0.75352609 0.26242079],2,2,"[0.7685923024646901, 0.2967885955592298]",2,2
30,[0.42289116 0.43955558],1,-1,-1,1,-1
31,[0.15151774 0.86408804],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
32,[0.73708228 0.41672555],2,-1,-1,2,-1
33,[0.47504059 0.35701635],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
34,[0.69421731 0.33919852],2,-1,-1,2,-1
35,[0.43467379 0.35264959],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
36,[0.34691893 0.34306314],1,-1,-1,1,-1
37,[0.19039004 0.88008722],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
38,[0.26394462 0.82168946],3,-1,-1,0,0
39,[0.37402722 0.45187179],0,0,"[0.34382768960543725, 0.47856419277831]",1,3
40,[0.50106231 0.41255258],1,-1,-1,1,-1
41,[0.52353127 0.36784466],1,-1,-1,1,-1
42,[0.40648018 0.32870848],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
43,[0.27556384 0.91354261],3,-1,-1,0,0
44,[0.32052217 0.55883516],0,-1,-1,1,-1
45,[0.48927681 0.32919703],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
46,[0.77264134 0.26282319],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
47,[0.14057489 0.78653485],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
48,[0.16845714 0.79072038],3,1,"[0.18381936801089857, 0.8269096636574442]",0,0
49,[0.76148564 0.31511804],2,2,"[0.7685923024646901, 0.2967885955592298]",2,-1
50,[0.49118356 0.29577509],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
51,[0.22173991 0.93760179],3,-1,-1,0,0
52,[0.11108952 0.87954611],3,-1,-1,0,0
53,[0.48745994 0.37223045],1,3,"[0.4553066940074973, 0.34463838192948454]",1,-1
