,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.13515779 0.83140391],3,-1,-1,1,0
1,[0.33483688 0.56300681],0,0,"[0.3389298046057475, 0.5101993974669006]",2,3
2,[0.10611993 0.8784413 ],3,-1,-1,-1,-1
3,[0.10885062 0.42770813],2,-1,-1,2,-1
4,[0.46088533 0.39148619],1,2,"[0.4452514650533655, 0.35518554247356315]",2,1
5,[0.36211939 0.61997539],0,-1,-1,2,-1
6,[0.35992228 0.66872901],0,-1,-1,2,-1
7,[0.41513787 0.1592941 ],1,-1,-1,-1,-1
8,[0.36111617 0.54675519],0,0,"[0.3389298046057475, 0.5101993974669006]",2,-1
9,[0.25505994 0.61841013],0,-1,-1,2,-1
10,[0.10801273 0.82098653],3,-1,-1,1,-1
11,[0.47495305 0.43411842],1,-1,-1,2,1
12,[0.18243618 0.57482611],2,3,"[0.18984220082472666, 0.5075920257256791]",2,-1
13,[0.21669481 0.83479389],3,1,"[0.21528439796251547, 0.8396971143335581]",1,0
14,[0.37886261 0.44723143],1,-1,-1,2,-1
15,[0.10937955 0.63008434],2,-1,-1,-1,-1
16,[0.14084807 0.36763043],2,-1,-1,-1,-1
17,[0.22228185 0.79062186],3,1,"[0.21528439796251547, 0.8396971143335581]",1,0
18,[0.33260765 0.62034134],0,-1,-1,2,-1
19,[0.47879756 0.42368034],1,-1,-1,2,1
20,[0.26071254 0.57813274],0,-1,-1,2,-1
21,[0.27739192 0.77513517],3,-1,-1,1,0
22,[0.4661497  0.37654652],1,2,"[0.4452514650533655, 0.35518554247356315]",2,1
23,[0.34448361 0.28251182],1,-1,-1,-1,-1
24,[0.30694131 0.38907001],1,-1,-1,-1,-1
25,[0.15269118 0.43939942],2,-1,-1,2,-1
26,[0.43990532 0.43621429],1,-1,-1,2,1
27,[0.40426868 0.3321792 ],1,2,"[0.4452514650533655, 0.35518554247356315]",2,1
28,[0.42785785 0.35639548],1,2,"[0.4452514650533655, 0.35518554247356315]",2,1
29,[0.16878087 0.56221987],2,3,"[0.18984220082472666, 0.5075920257256791]",2,-1
30,[0.4864908  0.31627904],1,2,"[0.4452514650533655, 0.35518554247356315]",2,-1
