,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.47176807 0.42329081],23,28,"[0.459910801963976, 0.41067637327013207]",-1,-1
1,[0.31289419 0.66709766],35,2,"[0.3213022094912928, 0.6636008648943166]",-1,-1
2,[0.48149212 0.46993142],23,30,"[0.5029995446520638, 0.5019358793704558]",-1,-1
3,[0.28438907 0.28000304],17,5,"[0.2608024335415935, 0.25979397435889745]",1354,-1
4,[0.72539434 0.55117675],44,9,"[0.6821059501338459, 0.5305710711403995]",-1,-1
5,[0.31241152 0.18953015],27,25,"[0.3155611316940103, 0.19690489049725798]",1172,-1
6,[0.35781957 0.27241138],22,41,"[0.34941755537525604, 0.26064473017909745]",-1,-1
7,[0.28305793 0.31120541],22,8,"[0.26816510895859685, 0.3464351744664012]",-1,-1
8,[0.6034605  0.56033828],21,40,"[0.5825081385828305, 0.5719883571951486]",-1,-1
9,[0.81786073 0.40561539],49,27,"[0.83442398361227, 0.3771286215007214]",-1,-1
10,[0.79877412 0.46878606],36,4,"[0.8112052730344744, 0.4816579729394557]",-1,-1
11,[0.75265603 0.85376079],26,-1,-1,-1,-1
12,[0.85087849 0.39771786],34,27,"[0.83442398361227, 0.3771286215007214]",556,-1
13,[0.69792945 0.34644697],1,44,"[0.683886360826708, 0.35296970997785837]",835,-1
14,[0.7702241 0.5417455],25,7,"[0.7781870740552459, 0.5446649740370906]",1798,-1
15,[0.16337911 0.21891692],41,17,"[0.1998279303942636, 0.23313352809009133]",-1,-1
16,[0.75782898 0.74897144],26,39,"[0.7448114070740028, 0.7610065507259418]",654,16
17,[0.76523449 0.81943715],26,39,"[0.7448114070740028, 0.7610065507259418]",-1,-1
18,[0.7313354  0.46205446],40,0,"[0.7372748398278265, 0.47857910959150574]",-1,-1
19,[0.17281245 0.42457498],48,37,"[0.19556023896137661, 0.44447851421289813]",398,-1
20,[0.27035665 0.17068025],11,13,"[0.24146945098789144, 0.15984229260336094]",-1,-1
21,[0.76209804 0.60204581],10,11,"[0.7441763102843112, 0.6072896886281235]",1616,-1
22,[0.81402013 0.21889702],30,19,"[0.8341472839521586, 0.2423313682579751]",873,-1
23,[0.41082532 0.76068082],39,16,"[0.4156247536723926, 0.7852441051149286]",-1,-1
24,[0.80061711 0.27920737],30,15,"[0.808613389657918, 0.311048210572434]",-1,72
25,[0.73587616 0.71659047],26,22,"[0.7572062086414909, 0.6837056312695267]",963,-1
26,[0.53186887 0.20130155],43,35,"[0.496742665561889, 0.23559082691132224]",157,-1
27,[0.21832714 0.54960465],16,12,"[0.2398006239080815, 0.5222972171259147]",1334,-1
28,[0.20879173 0.8062995 ],5,20,"[0.17666480536254445, 0.7829700222495775]",-1,-1
29,[0.77191036 0.22575364],8,23,"[0.7510587043336354, 0.20611663405819813]",1522,45
30,[0.71423858 0.41739373],1,21,"[0.715375651966685, 0.41948174754612666]",-1,67
31,[0.23308471 0.55510141],16,12,"[0.2398006239080815, 0.5222972171259147]",-1,-1
32,[0.54721073 0.82728539],0,6,"[0.5298821476501071, 0.8152238656331618]",518,-1
33,[0.54239671 0.3545826 ],23,34,"[0.539110065631679, 0.41548349475213536]",-1,-1
34,[0.50927812 0.51793612],42,30,"[0.5029995446520638, 0.5019358793704558]",-1,-1
35,[0.67896812 0.31331014],1,44,"[0.683886360826708, 0.35296970997785837]",245,-1
36,[0.84803487 0.48004154],14,4,"[0.8112052730344744, 0.4816579729394557]",659,-1
37,[0.28049266 0.57042994],19,3,"[0.29186517832575143, 0.5872754946404416]",-1,46
38,[0.50576129 0.85482275],0,43,"[0.45991557038346764, 0.8492976875801724]",-1,-1
39,[0.53933497 0.82695518],32,6,"[0.5298821476501071, 0.8152238656331618]",-1,-1
40,[0.28338409 0.46227954],3,14,"[0.29934293248761307, 0.4467524057124374]",-1,-1
41,[0.5721974  0.73970972],32,47,"[0.5785770498132685, 0.6911196477787901]",247,-1
42,[0.66577767 0.54724771],21,9,"[0.6821059501338459, 0.5305710711403995]",-1,-1
43,[0.77333631 0.41683948],18,10,"[0.7746195229722808, 0.40187692556586796]",1801,-1
44,[0.44425894 0.77551442],28,16,"[0.4156247536723926, 0.7852441051149286]",309,-1
45,[0.71349881 0.50905153],40,9,"[0.6821059501338459, 0.5305710711403995]",1857,-1
46,[0.56806947 0.59153791],21,40,"[0.5825081385828305, 0.5719883571951486]",-1,-1
47,[0.51191896 0.73473185],20,32,"[0.5127046292255725, 0.7479829423362198]",-1,-1
48,[0.25911025 0.57341439],37,3,"[0.29186517832575143, 0.5872754946404416]",1390,-1
49,[0.43672175 0.39169745],13,28,"[0.459910801963976, 0.41067637327013207]",-1,-1
50,[0.30424219 0.33896431],27,8,"[0.26816510895859685, 0.3464351744664012]",-1,40
51,[0.74234733 0.61791147],44,11,"[0.7441763102843112, 0.6072896886281235]",-1,-1
52,[0.28540772 0.62188182],46,3,"[0.29186517832575143, 0.5872754946404416]",-1,-1
53,[0.73899519 0.54375973],18,7,"[0.7781870740552459, 0.5446649740370906]",1744,-1
54,[0.55258722 0.8157841 ],7,6,"[0.5298821476501071, 0.8152238656331618]",524,12
55,[0.34995712 0.41415749],9,46,"[0.38023767672362613, 0.4179903469786973]",-1,-1
56,[0.64166675 0.73339316],20,48,"[0.6188032900342714, 0.7653976028761942]",216,-1
57,[0.47427948 0.18664101],47,36,"[0.47065291429462297, 0.16118131260578977]",229,4
58,[0.63121223 0.60869096],21,42,"[0.6729092049930036, 0.6288873736037499]",408,-1
59,[0.74878438 0.35820421],1,10,"[0.7746195229722808, 0.40187692556586796]",-1,-1
60,[0.55868291 0.831762  ],0,6,"[0.5298821476501071, 0.8152238656331618]",-1,-1
61,[0.7715472  0.37776576],34,10,"[0.7746195229722808, 0.40187692556586796]",-1,66
62,[0.29338134 0.11460893],11,13,"[0.24146945098789144, 0.15984229260336094]",-1,-1
63,[0.78641917 0.49556003],18,4,"[0.8112052730344744, 0.4816579729394557]",1930,-1
64,[0.5735138  0.53037207],23,24,"[0.5835126184006577, 0.493866032518669]",887,-1
65,[0.32329805 0.67497618],35,2,"[0.3213022094912928, 0.6636008648943166]",-1,-1
66,[0.31973594 0.57941463],19,3,"[0.29186517832575143, 0.5872754946404416]",1148,-1
67,[0.74198747 0.50047705],44,0,"[0.7372748398278265, 0.47857910959150574]",1967,-1
68,[0.75510251 0.57437876],25,11,"[0.7441763102843112, 0.6072896886281235]",-1,-1
69,[0.57593457 0.79929927],32,6,"[0.5298821476501071, 0.8152238656331618]",-1,-1
70,[0.71972417 0.18849167],8,23,"[0.7510587043336354, 0.20611663405819813]",460,-1
71,[0.8621667  0.31811623],34,45,"[0.8768302375091261, 0.320780968857071]",-1,-1
72,[0.72862108 0.64374418],15,11,"[0.7441763102843112, 0.6072896886281235]",1639,-1
73,[0.54703655 0.81524528],28,6,"[0.5298821476501071, 0.8152238656331618]",524,-1
74,[0.81509019 0.53211433],14,7,"[0.7781870740552459, 0.5446649740370906]",1527,-1
75,[0.47699317 0.81085426],39,43,"[0.45991557038346764, 0.8492976875801724]",468,-1
76,[0.77813331 0.46645314],14,4,"[0.8112052730344744, 0.4816579729394557]",-1,-1
77,[0.27797652 0.61212124],37,3,"[0.29186517832575143, 0.5872754946404416]",1508,47
78,[0.33327874 0.2223835 ],41,25,"[0.3155611316940103, 0.19690489049725798]",1108,-1
79,[0.6998285  0.53048194],14,9,"[0.6821059501338459, 0.5305710711403995]",1792,-1
80,[0.34596074 0.26246838],27,41,"[0.34941755537525604, 0.26064473017909745]",-1,-1
81,[0.57502755 0.4986767 ],4,24,"[0.5835126184006577, 0.493866032518669]",-1,-1
82,[0.4456106  0.18533996],47,36,"[0.47065291429462297, 0.16118131260578977]",200,-1
83,[0.76143019 0.46940124],36,0,"[0.7372748398278265, 0.47857910959150574]",1940,-1
84,[0.73891043 0.45454286],18,0,"[0.7372748398278265, 0.47857910959150574]",1941,-1
85,[0.84193949 0.25018297],12,19,"[0.8341472839521586, 0.2423313682579751]",1576,-1
86,[0.76259805 0.1673821 ],8,23,"[0.7510587043336354, 0.20611663405819813]",89,-1
87,[0.62019007 0.87136483],32,18,"[0.6135360916386452, 0.8458108842531611]",-1,-1
88,[0.26018695 0.24503299],38,5,"[0.2608024335415935, 0.25979397435889745]",1412,-1
89,[0.28237856 0.58853074],35,3,"[0.29186517832575143, 0.5872754946404416]",-1,-1
90,[0.19092223 0.19320894],41,17,"[0.1998279303942636, 0.23313352809009133]",819,-1
91,[0.73338542 0.50731708],45,0,"[0.7372748398278265, 0.47857910959150574]",-1,-1
92,[0.61334478 0.58146366],21,40,"[0.5825081385828305, 0.5719883571951486]",745,-1
93,[0.76109426 0.59996391],44,11,"[0.7441763102843112, 0.6072896886281235]",1616,63
94,[0.79182003 0.7551631 ],26,39,"[0.7448114070740028, 0.7610065507259418]",-1,-1
95,[0.32440735 0.53527782],19,33,"[0.3554436610532714, 0.5192359244429235]",1046,-1
96,[0.33065874 0.55202305],19,33,"[0.3554436610532714, 0.5192359244429235]",802,-1
97,[0.6288647  0.84714155],7,18,"[0.6135360916386452, 0.8458108842531611]",271,-1
98,[0.27317952 0.12055683],38,13,"[0.24146945098789144, 0.15984229260336094]",429,-1
99,[0.79464604 0.70894818],15,22,"[0.7572062086414909, 0.6837056312695267]",370,-1
100,[0.84830575 0.26576393],31,19,"[0.8341472839521586, 0.2423313682579751]",-1,-1
101,[0.87248297 0.35581572],34,45,"[0.8768302375091261, 0.320780968857071]",716,-1
102,[0.21648675 0.23728944],17,17,"[0.1998279303942636, 0.23313352809009133]",-1,-1
103,[0.55434159 0.49569135],42,24,"[0.5835126184006577, 0.493866032518669]",-1,-1
104,[0.48062583 0.78106412],24,32,"[0.5127046292255725, 0.7479829423362198]",420,-1
105,[0.49888035 0.35740505],13,28,"[0.459910801963976, 0.41067637327013207]",-1,-1
106,[0.74120929 0.46649565],49,0,"[0.7372748398278265, 0.47857910959150574]",-1,-1
107,[0.90989321 0.36814736],34,45,"[0.8768302375091261, 0.320780968857071]",74,-1
108,[0.61174658 0.82099356],7,18,"[0.6135360916386452, 0.8458108842531611]",423,-1
109,[0.79568204 0.42086364],31,10,"[0.7746195229722808, 0.40187692556586796]",1782,-1
110,[0.60152699 0.66873849],20,47,"[0.5785770498132685, 0.6911196477787901]",-1,-1
111,[0.7326955  0.41803589],40,21,"[0.715375651966685, 0.41948174754612666]",-1,-1
112,[0.46679024 0.40717221],13,28,"[0.459910801963976, 0.41067637327013207]",909,28
113,[0.62908057 0.52103631],21,24,"[0.5835126184006577, 0.493866032518669]",1023,-1
114,[0.76379434 0.57066254],44,7,"[0.7781870740552459, 0.5446649740370906]",1654,-1
115,[0.74250865 0.50089426],36,0,"[0.7372748398278265, 0.47857910959150574]",1967,-1
116,[0.76895462 0.7441503 ],26,39,"[0.7448114070740028, 0.7610065507259418]",654,-1
117,[0.75874659 0.56606879],10,7,"[0.7781870740552459, 0.5446649740370906]",1655,-1
118,[0.33634798 0.55071976],19,33,"[0.3554436610532714, 0.5192359244429235]",802,-1
119,[0.37868265 0.52845829],33,33,"[0.3554436610532714, 0.5192359244429235]",-1,-1
120,[0.66837475 0.38617761],1,44,"[0.683886360826708, 0.35296970997785837]",-1,-1
121,[0.64843051 0.35576813],4,44,"[0.683886360826708, 0.35296970997785837]",-1,-1
122,[0.45254674 0.33866174],13,-1,-1,-1,-1
123,[0.29665422 0.44066125],3,14,"[0.29934293248761307, 0.4467524057124374]",859,-1
124,[0.28349022 0.56174806],37,3,"[0.29186517832575143, 0.5872754946404416]",1360,46
125,[0.76877859 0.59213083],25,11,"[0.7441763102843112, 0.6072896886281235]",-1,-1
126,[0.57181866 0.78710572],0,6,"[0.5298821476501071, 0.8152238656331618]",462,-1
127,[0.44792598 0.22811111],47,35,"[0.496742665561889, 0.23559082691132224]",166,-1
128,[0.22808772 0.24159047],38,17,"[0.1998279303942636, 0.23313352809009133]",1381,-1
129,[0.23502325 0.26870951],41,5,"[0.2608024335415935, 0.25979397435889745]",-1,-1
130,[0.145884   0.75240894],5,20,"[0.17666480536254445, 0.7829700222495775]",23,-1
131,[0.73127635 0.37825547],31,21,"[0.715375651966685, 0.41948174754612666]",1525,-1
132,[0.39379053 0.42679597],9,46,"[0.38023767672362613, 0.4179903469786973]",652,-1
133,[0.23287305 0.59615631],46,1,"[0.21683838501592198, 0.6066094919342618]",1460,50
134,[0.58218509 0.85730726],7,18,"[0.6135360916386452, 0.8458108842531611]",-1,7
135,[0.80789959 0.47230692],49,4,"[0.8112052730344744, 0.4816579729394557]",1879,-1
136,[0.42051369 0.80067493],28,16,"[0.4156247536723926, 0.7852441051149286]",295,2
137,[0.8445608 0.3706943],31,27,"[0.83442398361227, 0.3771286215007214]",-1,-1
138,[0.21717084 0.27305872],38,17,"[0.1998279303942636, 0.23313352809009133]",-1,-1
139,[0.44678097 0.77417993],0,16,"[0.4156247536723926, 0.7852441051149286]",309,-1
140,[0.24064098 0.27506655],29,5,"[0.2608024335415935, 0.25979397435889745]",1331,-1
141,[0.40754507 0.76357529],39,16,"[0.4156247536723926, 0.7852441051149286]",-1,-1
142,[0.25571091 0.23364174],41,5,"[0.2608024335415935, 0.25979397435889745]",-1,-1
143,[0.22552699 0.25448833],38,17,"[0.1998279303942636, 0.23313352809009133]",-1,-1
144,[0.72665706 0.34692993],31,44,"[0.683886360826708, 0.35296970997785837]",-1,-1
145,[0.49193891 0.83084486],32,43,"[0.45991557038346764, 0.8492976875801724]",504,-1
146,[0.77401384 0.4486637 ],49,10,"[0.7746195229722808, 0.40187692556586796]",1960,-1
