,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.25779574 0.81476414],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
1,[0.14816495 0.7689018 ],0,-1,-1,-1,-1
2,[0.18704799 0.69154966],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
3,[0.27496366 0.63091955],0,9,"[0.27726282446012585, 0.6405186024880988]",1884,-1
4,[0.27138496 0.78215051],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
5,[0.26049375 0.79209074],0,6,"[0.21702685329216323, 0.8007133333116963]",1496,-1
6,[0.22489687 0.69040128],0,8,"[0.21241911876080297, 0.6851305180845944]",1594,-1
7,[0.32808046 0.64492053],0,9,"[0.27726282446012585, 0.6405186024880988]",1792,-1
8,[0.20050752 0.7458333 ],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
9,[0.27481107 0.79142082],0,6,"[0.21702685329216323, 0.8007133333116963]",1493,-1
10,[0.20418761 0.72062905],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
11,[0.32594132 0.73189385],0,2,"[0.35517406548384595, 0.6989216869091727]",1649,-1
12,[0.30428575 0.67582857],0,9,"[0.27726282446012585, 0.6405186024880988]",1812,-1
13,[0.28362615 0.66995846],0,9,"[0.27726282446012585, 0.6405186024880988]",1924,-1
14,[0.24034781 0.75730034],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,12
15,[0.1949286  0.70221978],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
16,[0.28390979 0.72081535],0,-1,-1,1805,-1
17,[0.18529185 0.77432336],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
18,[0.35423594 0.6999041 ],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
19,[0.2562614  0.71171034],0,8,"[0.21241911876080297, 0.6851305180845944]",1536,-1
20,[0.1927951  0.73955925],0,8,"[0.21241911876080297, 0.6851305180845944]",1324,-1
21,[0.30005293 0.70785708],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
22,[0.30414128 0.67181792],0,9,"[0.27726282446012585, 0.6405186024880988]",1560,-1
23,[0.35114525 0.81298519],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
24,[0.1682556  0.68936979],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
25,[0.32011354 0.69521748],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
26,[0.23627304 0.71941314],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
27,[0.36523439 0.7078142 ],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
28,[0.26644738 0.78989416],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
29,[0.26359783 0.74766321],0,-1,-1,1612,-1
30,[0.26328036 0.72946092],0,8,"[0.21241911876080297, 0.6851305180845944]",1734,13
31,[0.23148569 0.82684274],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
32,[0.31447365 0.81760343],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
33,[0.25922675 0.67841169],0,9,"[0.27726282446012585, 0.6405186024880988]",1942,-1
34,[0.26809287 0.66116462],0,9,"[0.27726282446012585, 0.6405186024880988]",1902,18
35,[0.23237283 0.660009  ],0,8,"[0.21241911876080297, 0.6851305180845944]",1724,-1
36,[0.26697994 0.70416808],0,8,"[0.21241911876080297, 0.6851305180845944]",1919,-1
37,[0.28377471 0.73005055],0,-1,-1,-1,-1
38,[0.30650191 0.73458383],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
39,[0.26014398 0.78065585],0,6,"[0.21702685329216323, 0.8007133333116963]",1497,-1
40,[0.25574673 0.63226113],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,15
41,[0.3589896  0.77559362],0,4,"[0.33539701885426987, 0.8076943571325473]",1338,-1
42,[0.25270358 0.7854832 ],0,6,"[0.21702685329216323, 0.8007133333116963]",1423,-1
43,[0.27006362 0.67802138],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
44,[0.19912168 0.75519421],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
45,[0.22074458 0.71575469],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
46,[0.19146684 0.71102117],0,8,"[0.21241911876080297, 0.6851305180845944]",1333,-1
47,[0.18418699 0.72400534],0,8,"[0.21241911876080297, 0.6851305180845944]",737,-1
48,[0.27048876 0.7123326 ],0,8,"[0.21241911876080297, 0.6851305180845944]",1846,-1
49,[0.21668815 0.75438594],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
50,[0.28535556 0.64985909],0,9,"[0.27726282446012585, 0.6405186024880988]",1914,16
51,[0.15475836 0.70670157],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
52,[0.20506864 0.57050695],0,7,"[0.24340751928678228, 0.5724939835536393]",719,-1
53,[0.24599932 0.72419796],0,8,"[0.21241911876080297, 0.6851305180845944]",1789,13
54,[0.32629538 0.74446477],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
55,[0.25220796 0.65379959],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
56,[0.25792633 0.82502616],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
57,[0.26602184 0.66051968],0,9,"[0.27726282446012585, 0.6405186024880988]",1902,-1
58,[0.23594823 0.77195278],0,6,"[0.21702685329216323, 0.8007133333116963]",1468,-1
59,[0.3096464  0.70998001],0,2,"[0.35517406548384595, 0.6989216869091727]",1753,-1
60,[0.21753913 0.68431592],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
61,[0.3019177  0.69561718],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
62,[0.37863401 0.77324539],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,9
63,[0.27292682 0.69445413],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
64,[0.40942885 0.73118764],0,2,"[0.35517406548384595, 0.6989216869091727]",1357,11
65,[0.3429809  0.68693692],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
66,[0.3070423  0.70396072],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
67,[0.36283027 0.75451603],0,2,"[0.35517406548384595, 0.6989216869091727]",1314,-1
68,[0.25378339 0.75706478],0,6,"[0.21702685329216323, 0.8007133333116963]",1625,-1
69,[0.3787442  0.58034263],0,3,"[0.35593013419269026, 0.5253189162704104]",-1,-1
70,[0.316086   0.72192125],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
71,[0.40822108 0.74179745],0,2,"[0.35517406548384595, 0.6989216869091727]",1350,-1
72,[0.10607019 0.78914447],0,-1,-1,-1,-1
73,[0.34248967 0.71523827],0,2,"[0.35517406548384595, 0.6989216869091727]",1565,-1
74,[0.3641254  0.74842534],0,2,"[0.35517406548384595, 0.6989216869091727]",1314,-1
75,[0.29395379 0.71370845],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
76,[0.20133758 0.70080546],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
77,[0.26841039 0.63027068],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
78,[0.30550949 0.80900584],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
79,[0.22064994 0.63265111],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
80,[0.19186442 0.69563636],0,8,"[0.21241911876080297, 0.6851305180845944]",1294,-1
81,[0.2087655  0.66770369],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
82,[0.26149716 0.74413572],0,-1,-1,1718,-1
83,[0.22705558 0.7339348 ],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
84,[0.33979532 0.6150084 ],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
85,[0.16330761 0.68401517],0,8,"[0.21241911876080297, 0.6851305180845944]",759,-1
86,[0.23784186 0.8036516 ],0,6,"[0.21702685329216323, 0.8007133333116963]",1415,-1
87,[0.3079788 0.7689892],0,4,"[0.33539701885426987, 0.8076943571325473]",1544,-1
88,[0.33533015 0.75697049],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
89,[0.24211451 0.72540722],0,8,"[0.21241911876080297, 0.6851305180845944]",1788,13
90,[0.28825897 0.65227897],0,9,"[0.27726282446012585, 0.6405186024880988]",1915,-1
91,[0.33022473 0.68203775],0,2,"[0.35517406548384595, 0.6989216869091727]",1608,-1
92,[0.22237979 0.75326088],0,6,"[0.21702685329216323, 0.8007133333116963]",1595,-1
93,[0.29896172 0.8538749 ],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
94,[0.28295052 0.6836816 ],0,9,"[0.27726282446012585, 0.6405186024880988]",1913,-1
95,[0.32405376 0.69010077],0,2,"[0.35517406548384595, 0.6989216869091727]",1609,-1
96,[0.32925877 0.69038266],0,2,"[0.35517406548384595, 0.6989216869091727]",1611,-1
97,[0.29240207 0.69343037],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
98,[0.11352319 0.57795625],0,-1,-1,-1,-1
99,[0.29204779 0.7256469 ],0,2,"[0.35517406548384595, 0.6989216869091727]",1801,-1
100,[0.20797918 0.71713345],0,8,"[0.21241911876080297, 0.6851305180845944]",1593,-1
101,[0.2403287  0.70753326],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
102,[0.26607355 0.54870496],0,7,"[0.24340751928678228, 0.5724939835536393]",1182,-1
103,[0.21945453 0.67173789],0,8,"[0.21241911876080297, 0.6851305180845944]",1505,-1
104,[0.27806888 0.72804536],0,-1,-1,-1,-1
105,[0.31563544 0.7423894 ],0,2,"[0.35517406548384595, 0.6989216869091727]",1559,-1
106,[0.17834398 0.79391709],0,6,"[0.21702685329216323, 0.8007133333116963]",768,-1
107,[0.33088915 0.72062842],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
108,[0.38180922 0.67607369],0,2,"[0.35517406548384595, 0.6989216869091727]",1276,-1
109,[0.25180364 0.58791826],0,7,"[0.24340751928678228, 0.5724939835536393]",-1,-1
110,[0.35565014 0.65747328],0,2,"[0.35517406548384595, 0.6989216869091727]",1448,-1
111,[0.33654552 0.65597381],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
112,[0.25531572 0.74507207],0,6,"[0.21702685329216323, 0.8007133333116963]",-1,-1
113,[0.18893083 0.70829951],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
114,[0.18158635 0.83539967],0,6,"[0.21702685329216323, 0.8007133333116963]",625,-1
115,[0.38186424 0.65993694],0,2,"[0.35517406548384595, 0.6989216869091727]",1082,-1
116,[0.30993928 0.68670779],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
117,[0.31176833 0.64835491],0,9,"[0.27726282446012585, 0.6405186024880988]",1870,-1
118,[0.3116841  0.67778391],0,2,"[0.35517406548384595, 0.6989216869091727]",1817,-1
119,[0.30948425 0.79529954],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
120,[0.25447166 0.72656643],0,8,"[0.21241911876080297, 0.6851305180845944]",1714,13
121,[0.26492423 0.68946088],0,9,"[0.27726282446012585, 0.6405186024880988]",1939,-1
122,[0.28359347 0.56771544],0,7,"[0.24340751928678228, 0.5724939835536393]",1452,-1
123,[0.12056717 0.7431137 ],0,-1,-1,-1,-1
124,[0.28252149 0.71673101],0,-1,-1,1805,-1
125,[0.33881748 0.66208969],0,2,"[0.35517406548384595, 0.6989216869091727]",1417,-1
126,[0.28349799 0.67240212],0,9,"[0.27726282446012585, 0.6405186024880988]",1921,-1
127,[0.22414656 0.63634473],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
128,[0.36074209 0.78760987],0,4,"[0.33539701885426987, 0.8076943571325473]",-1,-1
129,[0.28854544 0.66921132],0,9,"[0.27726282446012585, 0.6405186024880988]",1924,17
130,[0.35362299 0.6956069 ],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
131,[0.23905549 0.68948324],0,8,"[0.21241911876080297, 0.6851305180845944]",1856,-1
132,[0.29078772 0.70171082],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
133,[0.33778827 0.66243188],0,2,"[0.35517406548384595, 0.6989216869091727]",1417,-1
134,[0.35317441 0.70571788],0,2,"[0.35517406548384595, 0.6989216869091727]",1555,-1
135,[0.26106829 0.70557792],0,8,"[0.21241911876080297, 0.6851305180845944]",-1,-1
136,[0.28717663 0.71993494],0,-1,-1,1805,-1
137,[0.24097649 0.72445143],0,8,"[0.21241911876080297, 0.6851305180845944]",1788,-1
138,[0.23432159 0.75896686],0,6,"[0.21702685329216323, 0.8007133333116963]",1641,-1
139,[0.24608382 0.63782658],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
140,[0.37033071 0.60599286],0,-1,-1,-1,-1
141,[0.27018669 0.68348418],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
142,[0.34836806 0.79595537],0,4,"[0.33539701885426987, 0.8076943571325473]",920,-1
143,[0.28185246 0.65502965],0,9,"[0.27726282446012585, 0.6405186024880988]",-1,-1
144,[0.34809763 0.63742584],0,2,"[0.35517406548384595, 0.6989216869091727]",-1,-1
145,[0.26203535 0.62546799],0,9,"[0.27726282446012585, 0.6405186024880988]",1850,15
146,[0.30656739 0.72240477],0,2,"[0.35517406548384595, 0.6989216869091727]",1755,-1
147,[0.36037455 0.68105685],0,2,"[0.35517406548384595, 0.6989216869091727]",1475,-1
148,[0.29348924 0.73854085],0,-1,-1,1689,-1
149,[0.26075514 0.57522023],0,7,"[0.24340751928678228, 0.5724939835536393]",1568,-1
