,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.34406372 0.3031194 ],0,29,"[0.3117767316432786, 0.2703557359066892]",804,-1
1,[0.29791834 0.32423632],0,18,"[0.3399734251303439, 0.3531998599057705]",1446,-1
2,[0.28385244 0.24685649],0,41,"[0.2924499572106639, 0.21163295189247647]",1349,-1
3,[0.27640633 0.29376164],0,39,"[0.26159690610217035, 0.27701026402560625]",1487,-1
4,[0.33150564 0.272688  ],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,34
5,[0.32790604 0.21876545],0,47,"[0.34727713720805137, 0.19521029462512626]",824,-1
6,[0.25743705 0.30091445],0,39,"[0.26159690610217035, 0.27701026402560625]",1460,-1
7,[0.28200038 0.30933919],0,39,"[0.26159690610217035, 0.27701026402560625]",-1,-1
8,[0.2749482 0.3433845],0,1,"[0.24509444780933484, 0.3503554075731917]",1437,42
9,[0.31015159 0.28821252],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,-1
10,[0.26359715 0.24589191],0,39,"[0.26159690610217035, 0.27701026402560625]",-1,-1
11,[0.31323379 0.33866269],0,18,"[0.3399734251303439, 0.3531998599057705]",1195,-1
12,[0.24612249 0.30939953],0,39,"[0.26159690610217035, 0.27701026402560625]",-1,-1
13,[0.20939545 0.2177364 ],0,7,"[0.22792657094189753, 0.17984486845388267]",1360,-1
14,[0.27238908 0.30091744],0,39,"[0.26159690610217035, 0.27701026402560625]",-1,-1
15,[0.29253491 0.23929157],0,41,"[0.2924499572106639, 0.21163295189247647]",1428,-1
16,[0.29449772 0.24643182],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,-1
17,[0.28867866 0.30285731],0,39,"[0.26159690610217035, 0.27701026402560625]",1457,50
18,[0.29246536 0.25008979],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,-1
19,[0.24112294 0.24381843],0,39,"[0.26159690610217035, 0.27701026402560625]",1403,-1
20,[0.2854115  0.38103472],0,1,"[0.24509444780933484, 0.3503554075731917]",-1,-1
21,[0.30190859 0.16191883],0,41,"[0.2924499572106639, 0.21163295189247647]",-1,-1
22,[0.30331751 0.25579737],0,29,"[0.3117767316432786, 0.2703557359066892]",1116,-1
23,[0.29464741 0.27033878],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,-1
24,[0.38222075 0.12219325],0,-1,-1,-1,-1
25,[0.3434163  0.28962129],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,-1
26,[0.21872198 0.29917264],0,39,"[0.26159690610217035, 0.27701026402560625]",-1,-1
27,[0.3116284  0.24838624],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,36
28,[0.31591015 0.20997609],0,41,"[0.2924499572106639, 0.21163295189247647]",-1,-1
29,[0.28926304 0.36321819],0,1,"[0.24509444780933484, 0.3503554075731917]",1348,-1
30,[0.24382463 0.26965304],0,39,"[0.26159690610217035, 0.27701026402560625]",1469,-1
31,[0.28579487 0.26605505],0,29,"[0.3117767316432786, 0.2703557359066892]",1466,52
32,[0.26077819 0.28788339],0,39,"[0.26159690610217035, 0.27701026402560625]",1501,-1
33,[0.19322921 0.3358538 ],0,1,"[0.24509444780933484, 0.3503554075731917]",-1,-1
34,[0.300268   0.28726344],0,29,"[0.3117767316432786, 0.2703557359066892]",-1,-1
35,[0.26985127 0.32125812],0,1,"[0.24509444780933484, 0.3503554075731917]",-1,-1
36,[0.24319032 0.22126482],0,7,"[0.22792657094189753, 0.17984486845388267]",1398,-1
37,[0.27122621 0.2917221 ],0,39,"[0.26159690610217035, 0.27701026402560625]",1500,54
38,[0.27092517 0.27522023],0,39,"[0.26159690610217035, 0.27701026402560625]",-1,-1
