,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.23213364 0.90696052],2,-1,-1,1,1
1,[0.40173917 0.50124013],1,-1,-1,1,-1
2,[0.23938965 0.87282529],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
3,[0.86867744 0.2275166 ],3,1,"[0.8340434253514267, 0.2019574941735454]",0,0
4,[0.16149385 0.85834072],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
5,[0.89443104 0.15958962],3,-1,-1,0,0
6,[0.16759213 0.84856632],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
7,[0.36883827 0.72065367],0,-1,-1,1,-1
8,[0.24135265 0.81010131],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
9,[0.37262656 0.51817531],1,0,"[0.3688051734423391, 0.5678887244519848]",1,2
10,[0.20403251 0.94903805],2,-1,-1,1,-1
11,[0.352342   0.59789928],1,0,"[0.3688051734423391, 0.5678887244519848]",1,2
12,[0.44320446 0.56109291],1,-1,-1,1,-1
13,[0.89246223 0.16814488],3,1,"[0.8340434253514267, 0.2019574941735454]",0,0
14,[0.3618583  0.67230293],0,-1,-1,1,-1
15,[0.31302069 0.71041138],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
16,[0.18103414 0.86363492],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
17,[0.79760491 0.29114286],3,-1,-1,0,0
18,[0.25146382 0.91782476],2,-1,-1,1,-1
19,[0.89689932 0.16705556],3,-1,-1,0,0
20,[0.87769111 0.11968603],3,-1,-1,0,0
21,[0.31143971 0.76451116],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
22,[0.36371309 0.61339003],1,0,"[0.3688051734423391, 0.5678887244519848]",1,2
23,[0.30324182 0.6802504 ],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
24,[0.30575937 0.46991347],1,-1,-1,1,-1
25,[0.80240137 0.23367908],3,1,"[0.8340434253514267, 0.2019574941735454]",0,0
26,[0.25624864 0.84739155],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
27,[0.78765277 0.10747663],3,-1,-1,0,0
28,[0.27322184 0.7808218 ],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
29,[0.29273842 0.72552155],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
30,[0.81347892 0.24810973],3,1,"[0.8340434253514267, 0.2019574941735454]",0,0
31,[0.35353598 0.61902424],1,0,"[0.3688051734423391, 0.5678887244519848]",1,2
32,[0.36044865 0.69660748],0,-1,-1,1,-1
33,[0.11821945 0.80850856],2,-1,-1,1,1
34,[0.16503562 0.77084244],2,-1,-1,1,1
35,[0.22244188 0.83150005],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
36,[0.25200881 0.75093581],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
37,[0.33565053 0.699682  ],0,3,"[0.28790419931525324, 0.7186751174726628]",1,3
38,[0.88983148 0.19677147],3,1,"[0.8340434253514267, 0.2019574941735454]",0,0
39,[0.88279791 0.17902814],3,1,"[0.8340434253514267, 0.2019574941735454]",0,0
40,[0.2315755 0.838225 ],2,2,"[0.18933368593735544, 0.8481523960104611]",1,1
