,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.18956677 0.52517378],8,3,"[0.22332087928234284, 0.5286129412552968]",1,1
1,[0.09961815 0.16711851],59,-1,-1,-1,-1
2,[0.19297808 0.52691717],91,3,"[0.22332087928234284, 0.5286129412552968]",1,1
3,[0.69940525 0.84682906],13,4,"[0.6694594606042346, 0.8406929617216581]",1,1
4,[0.29147309 0.46407419],3,21,"[0.283925807360278, 0.461127560603363]",1,1
5,[0.32168425 0.87488435],12,19,"[0.34756410801164206, 0.8905906720614903]",1,1
6,[0.27486451 0.29191119],18,7,"[0.303907541856384, 0.2974050238528529]",1,1
7,[0.16876556 0.77232491],42,11,"[0.17838906207429292, 0.8183037613093391]",1,1
8,[0.08624332 0.66177085],69,31,"[0.08078648240199907, 0.659018679930584]",1,1
9,[0.60864489 0.53829447],65,16,"[0.593137484386268, 0.5458916846412926]",1,1
10,[0.37414639 0.43744696],53,8,"[0.38358096611739023, 0.38651198616772137]",1,1
11,[0.57941951 0.43837775],57,5,"[0.5833545707255978, 0.4316193973376722]",1,1
12,[0.524054   0.88806301],24,18,"[0.5292927679768469, 0.8915409825526803]",1,1
13,[0.92985851 0.68229572],37,39,"[0.9337070502029181, 0.7205666974660612]",1,1
14,[0.30830433 0.49689757],3,14,"[0.3401197251698369, 0.48887028054214376]",1,1
15,[0.20726822 0.42556059],49,13,"[0.20492266968386114, 0.4317215270227839]",1,1
16,[0.10958927 0.30758885],32,1,"[0.12379746749229195, 0.3088274852019041]",1,1
17,[0.88955538 0.66522838],14,33,"[0.8899178572149778, 0.6589015199450167]",1,1
18,[0.66940154 0.61010562],47,51,"[0.6657336268044661, 0.6150786566877919]",1,1
19,[0.37395504 0.20648454],22,38,"[0.4040208427088696, 0.20850722349967124]",1,1
20,[0.44529521 0.99507951],24,-1,-1,-1,-1
21,[0.79736993 0.14305815],2,43,"[0.7692320698820782, 0.168323528143199]",0,1
22,[0.18222629 0.71595538],42,6,"[0.18949282011981106, 0.7235623926601871]",1,1
23,[0.18751486 0.66425631],39,27,"[0.21203350277828137, 0.6541817575019088]",1,1
24,[0.37528487 0.39297074],0,8,"[0.38358096611739023, 0.38651198616772137]",1,1
25,[0.32133916 0.47162716],3,14,"[0.3401197251698369, 0.48887028054214376]",1,1
