,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.43872524 0.74782896],0,8,"[0.4533570698791903, 0.7206831144623501]",-1,-1
1,[0.58820035 0.67278126],0,4,"[0.5703563446107714, 0.6271935358622889]",-1,-1
2,[0.42934618 0.69892064],0,8,"[0.4533570698791903, 0.7206831144623501]",177,-1
3,[0.41204476 0.68407427],0,8,"[0.4533570698791903, 0.7206831144623501]",177,-1
4,[0.54321043 0.80994852],0,0,"[0.5828545677893655, 0.7590033363428424]",254,-1
5,[0.64582892 0.71596291],0,-1,-1,349,-1
6,[0.57330944 0.71301281],0,0,"[0.5828545677893655, 0.7590033363428424]",374,-1
7,[0.44191748 0.49465277],0,2,"[0.45954584810606103, 0.4429182958762704]",-1,-1
8,[0.55868795 0.71028821],0,0,"[0.5828545677893655, 0.7590033363428424]",378,15
9,[0.52270138 0.61534087],0,4,"[0.5703563446107714, 0.6271935358622889]",219,-1
10,[0.43838887 0.60551453],0,9,"[0.4389217075423729, 0.5828545262049994]",-1,-1
11,[0.53275225 0.63066953],0,4,"[0.5703563446107714, 0.6271935358622889]",-1,-1
12,[0.54613361 0.63434975],0,4,"[0.5703563446107714, 0.6271935358622889]",249,-1
13,[0.44435458 0.76443915],0,8,"[0.4533570698791903, 0.7206831144623501]",-1,-1
14,[0.45736421 0.62590123],0,9,"[0.4389217075423729, 0.5828545262049994]",241,-1
15,[0.56985466 0.68305697],0,4,"[0.5703563446107714, 0.6271935358622889]",-1,-1
16,[0.47777279 0.72687149],0,8,"[0.4533570698791903, 0.7206831144623501]",278,-1
17,[0.42577919 0.6048454 ],0,9,"[0.4389217075423729, 0.5828545262049994]",-1,-1
18,[0.38528157 0.60993997],0,9,"[0.4389217075423729, 0.5828545262049994]",32,-1
19,[0.49928986 0.71799222],0,8,"[0.4533570698791903, 0.7206831144623501]",354,-1
20,[0.58027633 0.60043823],0,4,"[0.5703563446107714, 0.6271935358622889]",205,5
21,[0.54043901 0.73036065],0,0,"[0.5828545677893655, 0.7590033363428424]",-1,-1
22,[0.46470001 0.69954702],0,8,"[0.4533570698791903, 0.7206831144623501]",272,-1
23,[0.68906334 0.62434334],0,-1,-1,43,-1
24,[0.57268357 0.63264072],0,4,"[0.5703563446107714, 0.6271935358622889]",-1,-1
25,[0.5294116  0.72205147],0,0,"[0.5828545677893655, 0.7590033363428424]",-1,-1
26,[0.49713332 0.71260326],0,8,"[0.4533570698791903, 0.7206831144623501]",-1,-1
27,[0.60912175 0.68427863],0,4,"[0.5703563446107714, 0.6271935358622889]",256,-1
28,[0.50713559 0.65973981],0,-1,-1,-1,-1
29,[0.65567573 0.66911711],0,-1,-1,247,-1
30,[0.52270621 0.7446512 ],0,0,"[0.5828545677893655, 0.7590033363428424]",-1,-1
31,[0.41702441 0.59590537],0,9,"[0.4389217075423729, 0.5828545262049994]",-1,-1
32,[0.41632481 0.73395449],0,8,"[0.4533570698791903, 0.7206831144623501]",-1,-1
33,[0.41872122 0.66657666],0,8,"[0.4533570698791903, 0.7206831144623501]",144,-1
34,[0.51288965 0.72963113],0,8,"[0.4533570698791903, 0.7206831144623501]",355,14
