,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.1379553  0.67016149],0,91,"[0.15399621547664535, 0.6857905682577158]",62,-1
1,[0.11869408 0.74153094],0,70,"[0.1268323255761223, 0.728483968509546]",62,56
2,[0.16589548 0.7018393 ],0,84,"[0.1664320028841744, 0.719740155116445]",62,-1
3,[0.10690362 0.68540225],0,82,"[0.09800557184120487, 0.6843844868910007]",58,-1
4,[0.16094549 0.69264036],0,91,"[0.15399621547664535, 0.6857905682577158]",62,53
5,[0.21007991 0.74235882],0,71,"[0.2034006389720729, 0.7417206075830336]",62,-1
6,[0.14237772 0.69189546],0,91,"[0.15399621547664535, 0.6857905682577158]",62,-1
7,[0.22980305 0.71542214],0,88,"[0.23664542794454968, 0.7090384898447258]",62,-1
8,[0.18724519 0.68708092],0,83,"[0.19390555292037046, 0.6819195104129663]",62,53
9,[0.16422763 0.69798413],0,91,"[0.15399621547664535, 0.6857905682577158]",62,-1
10,[0.1999581  0.73036324],0,71,"[0.2034006389720729, 0.7417206075830336]",62,55
11,[0.13011695 0.73199564],0,70,"[0.1268323255761223, 0.728483968509546]",62,56
12,[0.21015048 0.61881058],0,74,"[0.2178984756488007, 0.6190545997935132]",70,-1
13,[0.17001984 0.7094873 ],0,84,"[0.1664320028841744, 0.719740155116445]",62,52
14,[0.22902951 0.72221739],0,88,"[0.23664542794454968, 0.7090384898447258]",62,54
15,[0.03551122 0.75254169],0,-1,-1,-1,-1
16,[0.18693057 0.70520705],0,83,"[0.19390555292037046, 0.6819195104129663]",62,52
17,[0.20078759 0.72646234],0,71,"[0.2034006389720729, 0.7417206075830336]",62,55
18,[0.15584485 0.70422725],0,91,"[0.15399621547664535, 0.6857905682577158]",62,-1
19,[0.09652703 0.69596328],0,82,"[0.09800557184120487, 0.6843844868910007]",58,-1
20,[0.13948509 0.65078795],0,93,"[0.1592571945028494, 0.650375802224772]",70,-1
21,[0.16324592 0.76526228],0,45,"[0.17183511554286865, 0.7769956797019549]",62,56
22,[0.108896   0.65231253],0,96,"[0.1124229741550356, 0.6360920396549979]",48,-1
23,[0.09045977 0.69265264],0,82,"[0.09800557184120487, 0.6843844868910007]",-1,-1
24,[0.10128438 0.67476263],0,82,"[0.09800557184120487, 0.6843844868910007]",58,-1
25,[0.13505738 0.72371498],0,70,"[0.1268323255761223, 0.728483968509546]",62,57
26,[0.11299861 0.7171816 ],0,70,"[0.1268323255761223, 0.728483968509546]",-1,-1
27,[0.18520493 0.64101293],0,93,"[0.1592571945028494, 0.650375802224772]",70,-1
28,[0.07217002 0.68520962],0,82,"[0.09800557184120487, 0.6843844868910007]",-1,-1
29,[0.1199069  0.76183306],0,75,"[0.12287308534593823, 0.7596469401028879]",62,56
30,[0.16482743 0.73963286],0,84,"[0.1664320028841744, 0.719740155116445]",62,-1
31,[0.18234512 0.73193525],0,84,"[0.1664320028841744, 0.719740155116445]",62,-1
32,[0.1226434  0.71171995],0,70,"[0.1268323255761223, 0.728483968509546]",62,57
33,[0.15219749 0.66488358],0,93,"[0.1592571945028494, 0.650375802224772]",62,-1
34,[0.17907526 0.68394315],0,83,"[0.19390555292037046, 0.6819195104129663]",62,53
35,[0.11000392 0.72955936],0,70,"[0.1268323255761223, 0.728483968509546]",62,-1
36,[0.15905227 0.79399952],0,45,"[0.17183511554286865, 0.7769956797019549]",62,-1
37,[0.14879759 0.68499598],0,91,"[0.15399621547664535, 0.6857905682577158]",62,53
38,[0.17512295 0.68910727],0,83,"[0.19390555292037046, 0.6819195104129663]",62,53
39,[0.1784566 0.6892878],0,83,"[0.19390555292037046, 0.6819195104129663]",62,53
40,[0.15485102 0.69123977],0,91,"[0.15399621547664535, 0.6857905682577158]",62,-1
41,[0.04028464 0.61728217],0,98,"[0.08558442262939413, 0.5885804118324506]",-1,-1
42,[0.15462411 0.71187346],0,84,"[0.1664320028841744, 0.719740155116445]",62,52
43,[0.10078077 0.70642086],0,82,"[0.09800557184120487, 0.6843844868910007]",-1,-1
44,[0.12149964 0.70027223],0,82,"[0.09800557184120487, 0.6843844868910007]",-1,-1
45,[0.13798842 0.59854763],0,53,"[0.1462986916118937, 0.6049100449933295]",70,-1
46,[0.10813038 0.67734641],0,82,"[0.09800557184120487, 0.6843844868910007]",58,-1
47,[0.14567106 0.7134096 ],0,84,"[0.1664320028841744, 0.719740155116445]",62,-1
48,[0.16973127 0.72259651],0,84,"[0.1664320028841744, 0.719740155116445]",62,-1
49,[0.08180035 0.7555984 ],0,76,"[0.09527010940945217, 0.7914949261174448]",-1,-1
50,[0.1795008  0.70865928],0,84,"[0.1664320028841744, 0.719740155116445]",62,52
51,[0.21211353 0.68012335],0,83,"[0.19390555292037046, 0.6819195104129663]",-1,-1
52,[0.12884898 0.62366253],0,96,"[0.1124229741550356, 0.6360920396549979]",-1,-1
53,[0.19535945 0.66821037],0,83,"[0.19390555292037046, 0.6819195104129663]",-1,-1
54,[0.18312353 0.66725   ],0,83,"[0.19390555292037046, 0.6819195104129663]",-1,-1
55,[0.13109836 0.72431468],0,70,"[0.1268323255761223, 0.728483968509546]",62,57
56,[0.0885809 0.700763 ],0,82,"[0.09800557184120487, 0.6843844868910007]",-1,-1
57,[0.08387698 0.78216671],0,76,"[0.09527010940945217, 0.7914949261174448]",60,-1
58,[0.21214877 0.66978827],0,83,"[0.19390555292037046, 0.6819195104129663]",-1,-1
59,[0.16608306 0.68693416],0,91,"[0.15399621547664535, 0.6857905682577158]",62,53
60,[0.16725451 0.66237034],0,93,"[0.1592571945028494, 0.650375802224772]",-1,-1
61,[0.16720056 0.6812187 ],0,91,"[0.15399621547664535, 0.6857905682577158]",62,53
62,[0.16579162 0.75648382],0,45,"[0.17183511554286865, 0.7769956797019549]",62,56
63,[0.13055777 0.71246239],0,70,"[0.1268323255761223, 0.728483968509546]",62,57
64,[0.13725231 0.68869744],0,91,"[0.15399621547664535, 0.6857905682577158]",62,-1
65,[0.14920938 0.61072325],0,53,"[0.1462986916118937, 0.6049100449933295]",70,48
