,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.35841405 0.44909034],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
1,[0.35630835 0.49283617],0,-1,-1,1,17
2,[0.40137378 0.44355157],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
3,[0.3570424  0.45224344],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
4,[0.42856041 0.49603063],0,-1,-1,1,17
5,[0.41877643 0.45266786],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
6,[0.48123115 0.47739008],0,-1,-1,1,-1
7,[0.37009127 0.4680988 ],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
8,[0.37549141 0.45700704],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
9,[0.37353442 0.4846023 ],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
10,[0.41101212 0.49220902],0,-1,-1,1,17
11,[0.39348355 0.43100786],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
12,[0.31104262 0.47998802],0,-1,-1,1,7
13,[0.37514926 0.43330371],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
14,[0.35299472 0.48429704],0,-1,-1,1,17
15,[0.37734004 0.48157128],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
16,[0.37826306 0.44581477],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
17,[0.37996253 0.45737115],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
18,[0.3684474  0.37118181],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
19,[0.39534352 0.47249592],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
20,[0.39187977 0.48751421],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
21,[0.35519935 0.48951604],0,-1,-1,1,17
22,[0.41975297 0.44921386],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
23,[0.41177765 0.46928803],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
24,[0.4234573  0.47760643],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
25,[0.35542891 0.50418073],0,-1,-1,1,17
26,[0.4237212  0.46063725],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
27,[0.47164103 0.46605758],0,-1,-1,1,-1
28,[0.40602866 0.44018924],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
29,[0.35264812 0.50771623],0,-1,-1,1,17
30,[0.33741706 0.50077166],0,-1,-1,1,17
31,[0.36078382 0.44378819],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
32,[0.44650588 0.50654031],0,-1,-1,1,-1
33,[0.45207327 0.41492576],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
34,[0.35895126 0.45417071],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
35,[0.39680142 0.42519941],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
36,[0.42584461 0.42948463],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
37,[0.35887444 0.47047016],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
38,[0.38914498 0.39542701],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
39,[0.35990318 0.38685549],0,41,"[0.3879387699950634, 0.41864826669480276]",1,17
40,[0.51865143 0.17953756],1,5,"[0.5478283619357547, 0.16891972860174756]",1,17
41,[0.54668367 0.16114388],1,5,"[0.5478283619357547, 0.16891972860174756]",1,17
42,[0.48291299 0.09736173],1,22,"[0.4834161486490235, 0.10253750583730109]",1,17
43,[0.49529732 0.14694567],1,18,"[0.470185125153752, 0.1709772740055325]",1,17
44,[0.55482398 0.19135083],1,5,"[0.5478283619357547, 0.16891972860174756]",1,17
45,[0.44675333 0.1371425 ],1,18,"[0.470185125153752, 0.1709772740055325]",1,17
46,[0.53590852 0.16521729],1,5,"[0.5478283619357547, 0.16891972860174756]",1,17
47,[0.42140645 0.17893924],1,18,"[0.470185125153752, 0.1709772740055325]",1,-1
48,[0.49403935 0.06110556],1,22,"[0.4834161486490235, 0.10253750583730109]",1,-1
49,[0.49177091 0.11625836],1,22,"[0.4834161486490235, 0.10253750583730109]",1,17
50,[0.43924866 0.21112815],1,18,"[0.470185125153752, 0.1709772740055325]",1,-1
51,[0.44499402 0.15449139],1,18,"[0.470185125153752, 0.1709772740055325]",1,17
52,[0.48350207 0.1311315 ],1,22,"[0.4834161486490235, 0.10253750583730109]",1,17
53,[0.47084413 0.22407012],1,18,"[0.470185125153752, 0.1709772740055325]",1,-1
54,[0.46890059 0.16988316],1,18,"[0.470185125153752, 0.1709772740055325]",1,17
55,[0.45508951 0.14593708],1,18,"[0.470185125153752, 0.1709772740055325]",1,17
56,[0.47853194 0.09819428],1,22,"[0.4834161486490235, 0.10253750583730109]",1,17
57,[0.50608832 0.17129634],1,18,"[0.470185125153752, 0.1709772740055325]",1,17
