,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.76255168 0.52990829],3,20,"[0.7498501917370475, 0.5425750815608651]",1,1
1,[0.36598445 0.55927854],68,2,"[0.40421812351812336, 0.5759980948417092]",1,1
2,[0.65943922 0.32798739],22,10,"[0.6775530799918651, 0.34922842138503607]",1,1
3,[0.15289682 0.1801945 ],30,52,"[0.18453284238170717, 0.1992297663461939]",-1,1
4,[0.11560496 0.3500761 ],51,53,"[0.0933915120212838, 0.37069513784334057]",1,1
5,[0.25865596 0.43606727],47,26,"[0.25063397063623266, 0.4315318310187141]",1,1
6,[0.35217231 0.19064294],64,21,"[0.34588690914893694, 0.16318272773972878]",1,1
7,[0.21635912 0.63239645],92,7,"[0.19286920780728842, 0.6506890600145856]",1,1
8,[0.79101841 0.22774961],7,1,"[0.7821453983967923, 0.2681151564188158]",1,1
9,[0.61160632 0.19149665],94,44,"[0.6143440640675814, 0.15788338867001786]",1,1
10,[0.40226792 0.27349512],64,43,"[0.3814719202672295, 0.24542160043906816]",1,1
11,[0.62547596 0.31934828],94,16,"[0.6455760923904944, 0.27270438835503297]",1,1
12,[0.84016519 0.20188357],66,35,"[0.853334722268333, 0.19444181238770347]",1,1
13,[0.86987476 0.71784022],53,5,"[0.8663720643525404, 0.6568608364622005]",1,1
14,[0.32256937 0.83783726],99,51,"[0.320483877887318, 0.8313859022461723]",1,1
15,[0.6458421  0.50795789],25,27,"[0.6531827245212684, 0.5308011096530997]",1,1
16,[0.15632908 0.46737727],50,32,"[0.16350060286468301, 0.47945495633829854]",1,1
17,[0.5754004  0.20432547],95,64,"[0.5997455849702996, 0.22635716869723907]",1,1
18,[0.2285507 0.3512564],1,23,"[0.24753215991367625, 0.3374240918104262]",1,1
19,[0.11805822 0.62158999],65,15,"[0.11737610252121636, 0.5936655089012602]",1,1
20,[0.7530909  0.69978947],56,24,"[0.7666992698730004, 0.7177356922946918]",1,1
21,[0.69776227 0.70636335],21,38,"[0.6574044669483738, 0.7027750383117567]",1,1
22,[0.57346619 0.19474199],79,64,"[0.5997455849702996, 0.22635716869723907]",1,1
23,[0.44625379 0.22198356],14,30,"[0.45473643704431255, 0.2501935938098503]",1,1
24,[0.54499368 0.29765624],32,0,"[0.5496745243202124, 0.34549907694513193]",1,1
25,[0.20613815 0.56923026],44,6,"[0.21757695396220278, 0.5329428498977472]",1,1
26,[0.76130122 0.4124837 ],20,11,"[0.7404414759579141, 0.3889541210361479]",1,1
27,[0.4481617  0.39110626],85,34,"[0.4668042154089045, 0.42461630828204144]",1,1
28,[0.19324101 0.40627585],62,39,"[0.20637049685335548, 0.3963139624010836]",1,1
29,[0.79660081 0.45879458],18,13,"[0.8155840969145624, 0.46040460346842366]",1,1
30,[0.30022147 0.30159454],30,40,"[0.3004697614933862, 0.2858287941850212]",1,1
31,[0.54149326 0.79741647],97,63,"[0.565652855643105, 0.7777704831838721]",1,1
32,[0.19321538 0.73447234],4,41,"[0.22452903344735545, 0.7401059606290233]",1,1
33,[0.77612022 0.13148617],66,57,"[0.7338727920595569, 0.1522359513056613]",1,1
34,[0.34651352 0.73683388],5,17,"[0.31515964470958524, 0.7508624671042679]",1,1
35,[0.82810652 0.62272303],46,8,"[0.7941683211061806, 0.6215949730002606]",1,1
36,[0.83554009 0.3732376 ],75,4,"[0.813846838146609, 0.3648794322353354]",1,1
37,[0.73676566 0.53285789],69,20,"[0.7498501917370475, 0.5425750815608651]",1,1
38,[0.10434874 0.73026755],9,50,"[0.10297147554223089, 0.7438521424998326]",1,1
39,[0.44008107 0.64560525],5,22,"[0.4242248734634616, 0.6595499253098783]",1,1
40,[0.10261898 0.56827922],43,15,"[0.11737610252121636, 0.5936655089012602]",1,1
41,[0.82043974 0.14489986],66,33,"[0.8363627874581842, 0.11387171604328929]",1,1
42,[0.74165423 0.72345071],45,24,"[0.7666992698730004, 0.7177356922946918]",1,1
43,[0.71843104 0.77864572],45,36,"[0.7142643614350858, 0.8118421968705218]",1,1
44,[0.77240173 0.64076408],63,8,"[0.7941683211061806, 0.6215949730002606]",1,1
45,[0.78503942 0.89163623],84,45,"[0.8224732316313818, 0.9026217664965575]",1,1
46,[0.2823244  0.24853759],19,48,"[0.26180015907457393, 0.22456504938137395]",1,1
47,[0.92036841 0.96158925],84,-1,-1,-1,-1
48,[0.40019299 0.58024787],49,2,"[0.40421812351812336, 0.5759980948417092]",1,1
49,[0.83535025 0.71242047],46,5,"[0.8663720643525404, 0.6568608364622005]",1,1
50,[0.64957399 0.34556448],25,10,"[0.6775530799918651, 0.34922842138503607]",1,1
51,[0.85977672 0.66615143],56,5,"[0.8663720643525404, 0.6568608364622005]",1,1
52,[0.14189765 0.67875198],4,7,"[0.19286920780728842, 0.6506890600145856]",1,1
53,[0.37301125 0.66531875],11,55,"[0.35691323562876726, 0.6916515166554899]",1,1
54,[0.50106831 0.53959622],3,3,"[0.49110831157171225, 0.5382484745626402]",1,1
55,[0.82034108 0.15846594],41,33,"[0.8363627874581842, 0.11387171604328929]",1,1
56,[0.76045718 0.24972054],61,1,"[0.7821453983967923, 0.2681151564188158]",1,1
57,[0.22533734 0.11679103],6,67,"[0.23737868247528104, 0.10577923392507416]",-1,0
58,[0.52549888 0.49450656],29,3,"[0.49110831157171225, 0.5382484745626402]",1,1
59,[0.3305736  0.32748082],34,40,"[0.3004697614933862, 0.2858287941850212]",1,1
60,[0.68224264 0.42945867],25,25,"[0.6844317188372975, 0.4338406013983635]",1,1
61,[0.83053415 0.82134373],84,31,"[0.8583694712166499, 0.8043777700091197]",1,1
62,[0.64466429 0.26039051],37,16,"[0.6455760923904944, 0.27270438835503297]",1,1
63,[0.40815249 0.81890557],81,19,"[0.42918671085449317, 0.7851183872792666]",1,1
64,[0.55301982 0.67348369],12,14,"[0.5780893498853167, 0.6538405832800822]",1,1
65,[0.40590586 0.65201833],12,22,"[0.4242248734634616, 0.6595499253098783]",1,1
66,[0.8168875  0.50107616],38,13,"[0.8155840969145624, 0.46040460346842366]",1,1
67,[0.8072948  0.24235699],80,1,"[0.7821453983967923, 0.2681151564188158]",1,1
68,[0.1618637  0.78138362],9,46,"[0.15480838532655142, 0.7938806368402125]",1,1
69,[0.28861721 0.26134632],14,40,"[0.3004697614933862, 0.2858287941850212]",1,1
70,[0.63892868 0.89455575],78,54,"[0.6342324784645977, 0.9052118334537305]",0,1
71,[0.47196201 0.40786964],22,34,"[0.4668042154089045, 0.42461630828204144]",1,1
72,[0.70336637 0.4414133 ],18,25,"[0.6844317188372975, 0.4338406013983635]",1,1
73,[0.75924699 0.82837212],10,36,"[0.7142643614350858, 0.8118421968705218]",1,1
74,[0.42001531 0.39582464],85,34,"[0.4668042154089045, 0.42461630828204144]",1,1
75,[0.24486761 0.4040062 ],50,26,"[0.25063397063623266, 0.4315318310187141]",1,1
76,[0.69638029 0.6127796 ],21,18,"[0.6976982601458388, 0.6084818518096204]",1,1
77,[0.69744097 0.56187814],21,18,"[0.6976982601458388, 0.6084818518096204]",1,1
78,[0.23272768 0.41036709],62,26,"[0.25063397063623266, 0.4315318310187141]",1,1
79,[0.4815883  0.56135736],16,3,"[0.49110831157171225, 0.5382484745626402]",1,1
80,[0.44484766 0.26523428],79,30,"[0.45473643704431255, 0.2501935938098503]",1,1
81,[0.33178266 0.64609357],12,55,"[0.35691323562876726, 0.6916515166554899]",1,1
82,[0.90380576 0.7794861 ],86,31,"[0.8583694712166499, 0.8043777700091197]",-1,1
83,[0.65221681 0.68846191],36,38,"[0.6574044669483738, 0.7027750383117567]",1,1
84,[0.34966664 0.19567749],70,21,"[0.34588690914893694, 0.16318272773972878]",1,1
85,[0.7239897  0.41926169],96,11,"[0.7404414759579141, 0.3889541210361479]",1,1
86,[0.12965045 0.86724901],99,61,"[0.14718026568145753, 0.8658572135734972]",1,1
87,[0.75811658 0.67517303],56,24,"[0.7666992698730004, 0.7177356922946918]",1,1
88,[0.11614036 0.64272295],65,15,"[0.11737610252121636, 0.5936655089012602]",1,1
89,[0.44348599 0.10281886],70,59,"[0.4533653998569591, 0.16856447000959987]",-1,-1
90,[0.34024334 0.77392149],2,17,"[0.31515964470958524, 0.7508624671042679]",1,1
91,[0.58911298 0.62398344],52,14,"[0.5780893498853167, 0.6538405832800822]",1,1
92,[0.02782032 0.58909309],44,-1,-1,-1,-1
93,[0.46392953 0.49381682],73,3,"[0.49110831157171225, 0.5382484745626402]",1,1
94,[0.86236167 0.66462854],21,5,"[0.8663720643525404, 0.6568608364622005]",1,1
95,[0.36531939 0.61022426],57,2,"[0.40421812351812336, 0.5759980948417092]",1,1
96,[0.15872827 0.47350247],82,32,"[0.16350060286468301, 0.47945495633829854]",1,1
97,[0.43246994 0.8943934 ],11,56,"[0.41845710088401133, 0.8791291077503579]",1,1
98,[0.42531489 0.58206616],58,2,"[0.40421812351812336, 0.5759980948417092]",1,1
99,[0.20298586 0.42492866],33,39,"[0.20637049685335548, 0.3963139624010836]",1,1
100,[0.28248783 0.3443341 ],14,23,"[0.24753215991367625, 0.3374240918104262]",1,1
101,[0.17654126 0.49682438],50,32,"[0.16350060286468301, 0.47945495633829854]",1,1
102,[0.75072641 0.6244986 ],21,8,"[0.7941683211061806, 0.6215949730002606]",1,1
103,[0.17280522 0.50050337],43,32,"[0.16350060286468301, 0.47945495633829854]",1,1
104,[0.23608564 0.29174348],34,23,"[0.24753215991367625, 0.3374240918104262]",1,1
105,[0.53358363 0.33898993],32,0,"[0.5496745243202124, 0.34549907694513193]",1,1
106,[0.55220928 0.88926408],40,68,"[0.5138918039366238, 0.8592498927773345]",-1,1
107,[0.22809014 0.46440491],50,26,"[0.25063397063623266, 0.4315318310187141]",1,1
108,[0.1366608  0.72994727],13,50,"[0.10297147554223089, 0.7438521424998326]",1,1
109,[0.22626788 0.88331234],99,69,"[0.2369039244183995, 0.8473917750642505]",-1,1
110,[0.53854627 0.68370862],97,14,"[0.5780893498853167, 0.6538405832800822]",1,1
111,[0.53991195 0.51425056],29,60,"[0.5774393157984192, 0.5407464393721968]",1,1
112,[0.13605423 0.81746428],77,46,"[0.15480838532655142, 0.7938806368402125]",1,1
113,[0.15916545 0.28131601],19,65,"[0.18531154149196075, 0.28370935321558843]",1,1
114,[0.88768532 0.16719545],41,35,"[0.853334722268333, 0.19444181238770347]",1,1
115,[0.51506767 0.16771751],87,9,"[0.5241794100221613, 0.2044387634851389]",1,1
116,[0.62406138 0.2887641 ],60,16,"[0.6455760923904944, 0.27270438835503297]",1,1
117,[0.22574951 0.72813652],92,41,"[0.22452903344735545, 0.7401059606290233]",1,1
118,[0.22560328 0.47039347],82,26,"[0.25063397063623266, 0.4315318310187141]",1,1
119,[0.66505307 0.15779468],61,44,"[0.6143440640675814, 0.15788338867001786]",1,1
120,[0.79802268 0.28951802],48,1,"[0.7821453983967923, 0.2681151564188158]",1,1
121,[0.41549353 0.47093598],71,58,"[0.4090897464396046, 0.4775464464370835]",1,1
122,[0.6345985  0.68540216],67,38,"[0.6574044669483738, 0.7027750383117567]",1,1
123,[0.43523929 0.76302955],24,19,"[0.42918671085449317, 0.7851183872792666]",1,1
124,[0.8138246  0.37051687],83,4,"[0.813846838146609, 0.3648794322353354]",1,1
125,[0.65264608 0.26390552],75,16,"[0.6455760923904944, 0.27270438835503297]",1,1
126,[0.48304613 0.6423995 ],49,47,"[0.4884735565868583, 0.6443852865702662]",1,1
127,[0.68484582 0.82263547],78,36,"[0.7142643614350858, 0.8118421968705218]",1,1
128,[0.69114046 0.11334342],61,57,"[0.7338727920595569, 0.1522359513056613]",-1,-1
129,[0.69508552 0.91920951],84,54,"[0.6342324784645977, 0.9052118334537305]",-1,-1
130,[0.21775022 0.61336813],91,7,"[0.19286920780728842, 0.6506890600145856]",1,1
131,[0.83306843 0.61290156],90,8,"[0.7941683211061806, 0.6215949730002606]",1,1
132,[0.13116223 0.36791993],51,53,"[0.0933915120212838, 0.37069513784334057]",1,1
133,[0.55289456 0.46080139],73,62,"[0.5666485724606594, 0.4522671511245573]",1,1
134,[0.40075896 0.90798693],11,56,"[0.41845710088401133, 0.8791291077503579]",-1,1
135,[0.19384231 0.5428826 ],0,6,"[0.21757695396220278, 0.5329428498977472]",1,1
136,[0.4794303  0.26496941],59,30,"[0.45473643704431255, 0.2501935938098503]",1,1
137,[0.4272956  0.70881789],88,22,"[0.4242248734634616, 0.6595499253098783]",1,1
138,[0.31626988 0.74358975],81,17,"[0.31515964470958524, 0.7508624671042679]",1,1
139,[0.1017881 0.7746661],13,50,"[0.10297147554223089, 0.7438521424998326]",1,1
140,[0.45557983 0.20531701],59,59,"[0.4533653998569591, 0.16856447000959987]",1,1
141,[0.70383326 0.318207  ],32,10,"[0.6775530799918651, 0.34922842138503607]",1,1
142,[0.48663062 0.48551164],26,3,"[0.49110831157171225, 0.5382484745626402]",1,1
143,[0.38476953 0.34247108],34,37,"[0.40248567505135646, 0.3430647587209066]",1,1
144,[0.53283363 0.36922556],26,0,"[0.5496745243202124, 0.34549907694513193]",1,1
145,[0.54960985 0.84403219],40,68,"[0.5138918039366238, 0.8592498927773345]",1,1
146,[0.55296258 0.65967125],55,14,"[0.5780893498853167, 0.6538405832800822]",1,1
147,[0.58494228 0.31170866],73,0,"[0.5496745243202124, 0.34549907694513193]",1,1
148,[0.22020104 0.1958627 ],74,52,"[0.18453284238170717, 0.1992297663461939]",1,1
149,[0.38498806 0.37043656],14,37,"[0.40248567505135646, 0.3430647587209066]",1,1
150,[0.26107447 0.52706719],91,6,"[0.21757695396220278, 0.5329428498977472]",1,1
151,[0.78220602 0.14240156],23,57,"[0.7338727920595569, 0.1522359513056613]",1,1
152,[0.45580903 0.26750089],59,30,"[0.45473643704431255, 0.2501935938098503]",1,1
153,[0.39144222 0.61613064],58,2,"[0.40421812351812336, 0.5759980948417092]",1,1
154,[0.43848378 0.64320848],58,22,"[0.4242248734634616, 0.6595499253098783]",1,1
155,[0.85222018 0.82237645],17,31,"[0.8583694712166499, 0.8043777700091197]",1,1
156,[0.44230646 0.2753477 ],42,30,"[0.45473643704431255, 0.2501935938098503]",1,1
157,[0.81076946 0.51610962],46,13,"[0.8155840969145624, 0.46040460346842366]",1,1
158,[0.53213424 0.37245629],42,0,"[0.5496745243202124, 0.34549907694513193]",1,1
159,[0.3984269  0.35741652],14,37,"[0.40248567505135646, 0.3430647587209066]",1,1
160,[0.39143127 0.80859362],24,19,"[0.42918671085449317, 0.7851183872792666]",1,1
161,[0.21488649 0.56466185],91,6,"[0.21757695396220278, 0.5329428498977472]",1,1
162,[0.46600473 0.75836021],81,12,"[0.5015158219802367, 0.7315400172183605]",1,1
163,[0.61259532 0.40201754],60,66,"[0.6134788813513877, 0.37395997458825764]",1,1
164,[0.84032336 0.45284986],69,13,"[0.8155840969145624, 0.46040460346842366]",1,1
165,[0.48224394 0.66751395],16,47,"[0.4884735565868583, 0.6443852865702662]",1,1
166,[0.78563256 0.36512318],48,4,"[0.813846838146609, 0.3648794322353354]",1,1
167,[0.39629257 0.3266277 ],42,37,"[0.40248567505135646, 0.3430647587209066]",1,1
168,[0.30014194 0.74401784],54,17,"[0.31515964470958524, 0.7508624671042679]",1,1
169,[0.39272352 0.50914514],93,58,"[0.4090897464396046, 0.4775464464370835]",1,1
170,[0.59433651 0.13790168],37,44,"[0.6143440640675814, 0.15788338867001786]",1,1
171,[0.47119119 0.50299569],49,3,"[0.49110831157171225, 0.5382484745626402]",1,1
172,[0.34997053 0.18878935],72,21,"[0.34588690914893694, 0.16318272773972878]",1,1
173,[0.25718679 0.18792746],74,48,"[0.26180015907457393, 0.22456504938137395]",1,1
174,[0.52312743 0.36162873],85,0,"[0.5496745243202124, 0.34549907694513193]",1,1
175,[0.46235707 0.30235588],64,42,"[0.49934369650759924, 0.32621776511916895]",1,1
176,[0.22431758 0.27902447],1,65,"[0.18531154149196075, 0.28370935321558843]",1,1
177,[0.17442877 0.73653204],13,41,"[0.22452903344735545, 0.7401059606290233]",1,1
178,[0.44614615 0.1861324 ],70,59,"[0.4533653998569591, 0.16856447000959987]",1,1
179,[0.32903861 0.39945004],8,28,"[0.3580441169420115, 0.3980505305749058]",1,1
180,[0.79010306 0.32301688],7,4,"[0.813846838146609, 0.3648794322353354]",1,1
181,[0.65472932 0.19686237],61,29,"[0.6870476821819885, 0.2344676019333606]",1,1
182,[0.74101837 0.35964345],39,11,"[0.7404414759579141, 0.3889541210361479]",1,1
183,[0.28014249 0.73739993],92,17,"[0.31515964470958524, 0.7508624671042679]",1,1
184,[0.45768907 0.44426482],93,34,"[0.4668042154089045, 0.42461630828204144]",1,1
185,[0.71801865 0.32089353],96,10,"[0.6775530799918651, 0.34922842138503607]",1,1
186,[0.83791721 0.13279678],66,33,"[0.8363627874581842, 0.11387171604328929]",1,1
187,[0.43798697 0.86705594],24,56,"[0.41845710088401133, 0.8791291077503579]",1,1
188,[0.48034981 0.22645012],70,30,"[0.45473643704431255, 0.2501935938098503]",1,1
189,[0.20159641 0.1889298 ],30,52,"[0.18453284238170717, 0.1992297663461939]",1,1
190,[0.60815691 0.89751334],78,54,"[0.6342324784645977, 0.9052118334537305]",0,1
191,[0.47257725 0.79857225],55,19,"[0.42918671085449317, 0.7851183872792666]",1,1
192,[0.33491193 0.29290504],14,40,"[0.3004697614933862, 0.2858287941850212]",1,1
193,[0.69332233 0.73196009],36,38,"[0.6574044669483738, 0.7027750383117567]",1,1
194,[0.57609951 0.60615664],89,14,"[0.5780893498853167, 0.6538405832800822]",1,1
195,[0.70890338 0.17141375],80,57,"[0.7338727920595569, 0.1522359513056613]",1,1
196,[0.77622831 0.43992918],96,13,"[0.8155840969145624, 0.46040460346842366]",1,1
197,[0.76413572 0.64955554],36,8,"[0.7941683211061806, 0.6215949730002606]",1,1
198,[0.77955565 0.53489623],38,20,"[0.7498501917370475, 0.5425750815608651]",1,1
199,[0.43780261 0.46569042],73,58,"[0.4090897464396046, 0.4775464464370835]",1,1
200,[0.65742717 0.49421571],27,27,"[0.6531827245212684, 0.5308011096530997]",1,1
201,[0.810604   0.40911668],98,4,"[0.813846838146609, 0.3648794322353354]",1,1
