,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.60365889 0.4829716 ],0,7,"[0.5617807410711724, 0.4642123809191333]",854,-1
1,[0.5938917 0.4287728],0,7,"[0.5617807410711724, 0.4642123809191333]",1307,-1
2,[0.6339186  0.51417464],0,-1,-1,642,-1
3,[0.55462358 0.48929792],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,-1
4,[0.55441599 0.33975534],0,4,"[0.5918705990484509, 0.3084640825585044]",-1,-1
5,[0.58331553 0.34939333],0,4,"[0.5918705990484509, 0.3084640825585044]",-1,-1
6,[0.49881412 0.41459722],0,8,"[0.5014106628788293, 0.3553208675030321]",-1,-1
7,[0.49791482 0.5441334 ],0,9,"[0.4905614051247551, 0.5671717006808582]",-1,-1
8,[0.70143193 0.40610042],0,-1,-1,-1,-1
9,[0.54618781 0.40674654],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,9
10,[0.59885708 0.36973729],0,4,"[0.5918705990484509, 0.3084640825585044]",-1,-1
11,[0.60194158 0.46825442],0,7,"[0.5617807410711724, 0.4642123809191333]",746,-1
12,[0.62212185 0.56365312],0,-1,-1,-1,-1
13,[0.61820703 0.31798757],0,4,"[0.5918705990484509, 0.3084640825585044]",-1,-1
14,[0.66316729 0.48515056],0,-1,-1,636,-1
15,[0.56292033 0.48434001],0,7,"[0.5617807410711724, 0.4642123809191333]",939,-1
16,[0.7153818  0.44304289],0,3,"[0.7443906540413634, 0.47970154168354445]",557,-1
17,[0.65869942 0.55730775],0,-1,-1,-1,-1
18,[0.56578269 0.48413997],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,-1
19,[0.49455807 0.42997398],0,-1,-1,-1,-1
20,[0.57521848 0.48149904],0,7,"[0.5617807410711724, 0.4642123809191333]",1163,-1
21,[0.59106284 0.41936603],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,-1
22,[0.53067309 0.48059435],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,-1
23,[0.71067721 0.43900402],0,3,"[0.7443906540413634, 0.47970154168354445]",557,-1
24,[0.52274279 0.48029772],0,7,"[0.5617807410711724, 0.4642123809191333]",1015,-1
25,[0.44350073 0.49488251],0,5,"[0.4012861459016856, 0.4701283776403259]",547,-1
26,[0.67896408 0.33989104],0,-1,-1,-1,-1
27,[0.54800664 0.39967524],0,8,"[0.5014106628788293, 0.3553208675030321]",1298,9
28,[0.53835    0.43151895],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,-1
29,[0.47212268 0.43158821],0,-1,-1,-1,-1
30,[0.64917787 0.42674613],0,-1,-1,-1,-1
31,[0.51123559 0.56630561],0,9,"[0.4905614051247551, 0.5671717006808582]",-1,-1
32,[0.59082775 0.44928786],0,7,"[0.5617807410711724, 0.4642123809191333]",991,-1
33,[0.56209556 0.59207099],0,-1,-1,-1,-1
34,[0.49243888 0.3698878 ],0,8,"[0.5014106628788293, 0.3553208675030321]",-1,-1
35,[0.57726953 0.44461435],0,7,"[0.5617807410711724, 0.4642123809191333]",-1,-1
