,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.70268372 0.2062825 ],5,5,"[0.70741564772479, 0.18959792534794695]",1,1
1,[0.82884201 0.806047  ],6,0,"[0.8514117195339381, 0.8314546186522936]",0,0
2,[0.13206008 0.19273081],8,9,"[0.102209927247815, 0.21202438820449232]",2,7
3,[0.80231587 0.82636154],6,0,"[0.8514117195339381, 0.8314546186522936]",0,0
4,[0.         0.56296904],3,-1,-1,3,-1
5,[0.86712902 0.77068524],4,7,"[0.903393304199605, 0.7789696648901238]",0,0
6,[0.17059189 0.24748564],8,-1,-1,2,-1
7,[0.41534107 0.59400072],2,-1,-1,5,-1
8,[0.43367337 0.53406299],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
9,[0.07400314 0.17884971],8,9,"[0.102209927247815, 0.21202438820449232]",2,-1
10,[0.04356979 0.48017285],3,4,"[0.10359184066690222, 0.5072900612686658]",3,-1
11,[0.12416306 0.50413168],3,4,"[0.10359184066690222, 0.5072900612686658]",3,6
12,[0.89856843 0.80264787],6,7,"[0.903393304199605, 0.7789696648901238]",0,0
13,[0.21201776 0.67338993],7,3,"[0.23534972883902278, 0.6347567099630101]",3,4
14,[0.83860296 0.82536305],6,0,"[0.8514117195339381, 0.8314546186522936]",0,0
15,[0.07530266 0.57288873],3,-1,-1,3,-1
16,[0.42884885 0.48564837],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
17,[0.10174957 0.14625955],8,9,"[0.102209927247815, 0.21202438820449232]",2,-1
18,[0.6102259  0.24370956],5,-1,-1,1,1
19,[0.24206974 0.09084384],0,1,"[0.22100669233201445, 0.13193640813830615]",2,9
20,[0.16373148 0.15117968],0,1,"[0.22100669233201445, 0.13193640813830615]",2,7
21,[0.09857161 0.1776924 ],8,9,"[0.102209927247815, 0.21202438820449232]",2,7
22,[0.24265175 0.12996436],0,1,"[0.22100669233201445, 0.13193640813830615]",2,9
23,[0.81768269 0.81584979],4,0,"[0.8514117195339381, 0.8314546186522936]",0,0
24,[0.40095226 0.52088194],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
25,[0.25250024 0.15346247],0,1,"[0.22100669233201445, 0.13193640813830615]",2,10
26,[0.09633193 0.56985992],3,4,"[0.10359184066690222, 0.5072900612686658]",3,-1
27,[0.91360981 0.84059532],4,7,"[0.903393304199605, 0.7789696648901238]",0,0
28,[0.83255078 0.73270479],4,-1,-1,0,0
29,[0.1413142  0.21187929],8,9,"[0.102209927247815, 0.21202438820449232]",2,7
30,[0.69766155 0.18449228],5,5,"[0.70741564772479, 0.18959792534794695]",1,1
31,[0.9080672  0.87252949],6,0,"[0.8514117195339381, 0.8314546186522936]",0,0
32,[0.42474531 0.79299197],1,-1,-1,-1,-1
33,[0.15455907 0.22288006],8,9,"[0.102209927247815, 0.21202438820449232]",2,-1
34,[0.96868862 0.80100939],4,7,"[0.903393304199605, 0.7789696648901238]",0,0
35,[0.88657933 0.82062845],6,0,"[0.8514117195339381, 0.8314546186522936]",0,0
36,[0.88116415 0.84494891],4,0,"[0.8514117195339381, 0.8314546186522936]",0,0
37,[0.19849396 0.13374834],8,1,"[0.22100669233201445, 0.13193640813830615]",2,-1
38,[0.22254549 0.14414902],0,1,"[0.22100669233201445, 0.13193640813830615]",2,-1
39,[0.8493654 0.7894215],4,0,"[0.8514117195339381, 0.8314546186522936]",0,0
40,[0.17434295 0.65065885],7,3,"[0.23534972883902278, 0.6347567099630101]",3,-1
41,[0.4783224  0.69005286],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
42,[0.40694803 0.2596209 ],9,8,"[0.3686604735207199, 0.22980356268534433]",2,8
43,[0.26105802 0.12267716],0,1,"[0.22100669233201445, 0.13193640813830615]",2,9
44,[0.30624472 0.70333802],7,-1,-1,3,-1
45,[0.53343434 0.72475231],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
46,[0.75392007 0.16418091],5,5,"[0.70741564772479, 0.18959792534794695]",1,1
47,[0.7354849  0.16633327],5,5,"[0.70741564772479, 0.18959792534794695]",1,1
48,[0.50791438 0.72564355],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
49,[0.90065687 0.75886197],6,7,"[0.903393304199605, 0.7789696648901238]",0,0
50,[0.21505205 0.62523203],7,3,"[0.23534972883902278, 0.6347567099630101]",3,4
51,[0.21323531 0.63878253],7,3,"[0.23534972883902278, 0.6347567099630101]",3,4
52,[0.44444436 0.49105994],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
53,[0.13828139 0.53576428],3,4,"[0.10359184066690222, 0.5072900612686658]",3,6
54,[0.8726992 0.8117832],4,0,"[0.8514117195339381, 0.8314546186522936]",0,0
55,[0.72973508 0.23883183],5,5,"[0.70741564772479, 0.18959792534794695]",1,1
56,[0.27808773 0.12118643],0,1,"[0.22100669233201445, 0.13193640813830615]",2,9
57,[0.20191517 0.26445938],8,-1,-1,2,-1
58,[0.46509906 0.56101527],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
59,[0.8716705  0.88210617],6,0,"[0.8514117195339381, 0.8314546186522936]",0,0
60,[0.30359296 0.07450385],0,-1,-1,2,-1
61,[0.69344027 0.07880152],5,-1,-1,1,1
62,[0.26535601 0.63207477],7,3,"[0.23534972883902278, 0.6347567099630101]",3,4
63,[0.47867364 0.76615263],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
64,[0.33637969 0.27229289],9,8,"[0.3686604735207199, 0.22980356268534433]",2,-1
65,[0.08489436 0.54172027],3,4,"[0.10359184066690222, 0.5072900612686658]",3,5
66,[0.11698628 0.28647756],8,-1,-1,2,-1
67,[0.4480581  0.36018478],2,-1,-1,-1,-1
68,[0.15986201 0.44491011],3,-1,-1,3,-1
69,[0.07520318 0.53101101],3,4,"[0.10359184066690222, 0.5072900612686658]",3,5
70,[0.21083841 0.06054805],0,-1,-1,2,-1
71,[0.29282884 0.24468481],9,-1,-1,2,-1
72,[0.05842817 0.53181619],3,4,"[0.10359184066690222, 0.5072900612686658]",3,-1
73,[0.89717725 0.8852218 ],4,-1,-1,0,0
74,[0.45757564 0.71868739],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
75,[0.48128974 0.52688115],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
76,[0.53517604 0.72433691],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
77,[0.41838283 0.51655733],2,2,"[0.4530570190698996, 0.5038333832905553]",5,2
78,[0.43078466 0.72414341],1,6,"[0.4875417741588895, 0.7024148891510491]",4,3
