,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.42350036 0.21242881],0,8,"[0.45721969265778506, 0.25448745212989654]",1,6
1,[0.22235771 0.08771892],0,-1,-1,-1,-1
2,[0.31409381 0.07903582],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
3,[0.40593691 0.06058941],0,-1,-1,1,-1
4,[0.35007624 0.14319088],0,1,"[0.32564475278345584, 0.12053458117359475]",1,2
5,[0.40079026 0.08710797],0,-1,-1,1,-1
6,[0.39485478 0.18343573],0,4,"[0.3413911863385794, 0.22705779404437246]",1,2
7,[0.29522032 0.20969221],0,4,"[0.3413911863385794, 0.22705779404437246]",1,-1
8,[0.4115132 0.1162479],0,-1,-1,1,-1
9,[0.2997964  0.04324321],0,-1,-1,1,-1
10,[0.28479117 0.11222216],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
11,[0.34138013 0.17649887],0,4,"[0.3413911863385794, 0.22705779404437246]",1,2
12,[0.30753975 0.12715694],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
13,[0.38997841 0.1735066 ],0,-1,-1,1,2
14,[0.43052502 0.22159901],0,8,"[0.45721969265778506, 0.25448745212989654]",1,6
15,[0.27477384 0.11246316],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
16,[0.36086357 0.11341785],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
17,[0.34344534 0.19327893],0,4,"[0.3413911863385794, 0.22705779404437246]",1,2
18,[0.36015706 0.19508882],0,4,"[0.3413911863385794, 0.22705779404437246]",1,2
19,[0.28996039 0.08425812],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
20,[0.21331082 0.15597457],0,-1,-1,-1,-1
21,[0.44218351 0.0530236 ],0,-1,-1,1,-1
22,[0.41600799 0.05842142],0,-1,-1,-1,-1
23,[0.25984359 0.13952083],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
24,[0.41836807 0.11349981],0,-1,-1,1,-1
25,[0.38633652 0.23811657],0,4,"[0.3413911863385794, 0.22705779404437246]",1,6
26,[0.40389163 0.17293993],0,-1,-1,1,-1
27,[0.36457519 0.20787762],0,4,"[0.3413911863385794, 0.22705779404437246]",1,-1
28,[0.38718867 0.17344635],0,-1,-1,1,2
29,[0.31412754 0.        ],0,-1,-1,-1,-1
30,[0.26292853 0.16669405],0,-1,-1,1,-1
31,[0.40883546 0.32066089],0,-1,-1,1,-1
32,[0.32362344 0.14249278],0,1,"[0.32564475278345584, 0.12053458117359475]",1,2
33,[0.25355148 0.24921834],0,-1,-1,1,-1
34,[0.24931708 0.1040644 ],0,-1,-1,1,-1
35,[0.30469174 0.10990611],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
36,[0.44037832 0.20334501],0,8,"[0.45721969265778506, 0.25448745212989654]",1,-1
37,[0.30097274 0.23481031],0,4,"[0.3413911863385794, 0.22705779404437246]",1,-1
38,[0.28874504 0.23953877],0,4,"[0.3413911863385794, 0.22705779404437246]",1,-1
39,[0.37897586 0.09419592],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
40,[0.28644819 0.15973497],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
41,[0.23670917 0.20857359],0,-1,-1,1,-1
42,[0.29584602 0.13628488],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
43,[0.27235122 0.15470733],0,1,"[0.32564475278345584, 0.12053458117359475]",1,-1
44,[0.35768647 0.20099877],0,4,"[0.3413911863385794, 0.22705779404437246]",1,2
45,[0.37901299 0.2389436 ],0,4,"[0.3413911863385794, 0.22705779404437246]",1,-1
46,[0.34822969 0.12489911],0,1,"[0.32564475278345584, 0.12053458117359475]",1,2
