,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.20027977 0.5998384 ],17,4,"[0.18834618325246225, 0.5825748765684403]",17,12
1,[0.66939431 0.31505261],42,6,"[0.6750128063055906, 0.28137143008471543]",17,-1
2,[0.62598861 0.17076047],37,44,"[0.6164959899075797, 0.1722870756727182]",17,12
3,[0.29337141 0.24632735],23,2,"[0.3207802961119695, 0.2507264818782044]",17,12
4,[0.64614932 0.58000757],1,18,"[0.6408051093587658, 0.6025186318554139]",17,12
5,[0.55620012 0.80485216],3,0,"[0.5381201499391017, 0.8336803238965772]",17,12
6,[0.7387886  0.20783369],34,28,"[0.7333462683002305, 0.1958784584001173]",17,12
7,[0.56112856 0.57055608],1,13,"[0.5597569661041714, 0.5699712615904797]",17,12
8,[0.26725686 0.69732295],46,41,"[0.2957895066560354, 0.6931481297994821]",17,-1
9,[0.51394832 0.93615929],44,-1,-1,-1,-1
10,[0.19800308 0.80151929],13,8,"[0.2560192990858765, 0.8283305741444801]",-1,-1
11,[0.18827992 0.84527503],8,8,"[0.2560192990858765, 0.8283305741444801]",-1,-1
12,[0.41550801 0.2337457 ],39,12,"[0.4030439979034962, 0.2102305757525388]",17,12
13,[0.31588074 0.12481421],7,15,"[0.2945331400304534, 0.1751274426873136]",-1,-1
14,[0.4282365  0.84722142],3,-1,-1,-1,-1
15,[0.09493393 0.16278149],7,-1,-1,-1,-1
16,[0.65785132 0.24872644],31,6,"[0.6750128063055906, 0.28137143008471543]",17,12
17,[0.23618357 0.64649381],17,22,"[0.22881184177953431, 0.660854570508909]",17,12
18,[0.68755284 0.50480807],5,25,"[0.6799417400395735, 0.5146472141441129]",10,-1
19,[0.75818468 0.10110346],49,40,"[0.7831564851025409, 0.13002349604225927]",17,-1
20,[0.55064867 0.47971436],14,20,"[0.5427196310774506, 0.4548986347820879]",17,12
21,[0.79951184 0.32233722],34,32,"[0.8219260110387556, 0.321751293248646]",-1,-1
22,[0.68465029 0.66515639],22,-1,-1,-1,-1
23,[0.31881128 0.32135238],27,27,"[0.3142481320689996, 0.33847163698136956]",17,12
24,[0.36954609 0.68144799],15,1,"[0.39337916095066555, 0.6811138337501417]",17,12
25,[0.6817308  0.15468134],37,14,"[0.6836405324028019, 0.14704116239471102]",17,12
26,[0.47788859 0.50983823],16,39,"[0.5070356909430105, 0.5103420521675884]",-1,-1
27,[0.27007789 0.25674712],30,19,"[0.2646266017441829, 0.25664502254947946]",17,12
28,[0.17287313 0.66995648],46,29,"[0.1427984264821011, 0.6454624928444691]",17,12
29,[0.62336939 0.21114084],21,38,"[0.6251009607920229, 0.2166277529993517]",17,12
30,[0.58753551 0.41590991],25,10,"[0.6037534733801424, 0.40489173775953324]",17,12
31,[0.30104792 0.17629995],30,15,"[0.2945331400304534, 0.1751274426873136]",17,-1
32,[0.53413316 0.31652308],28,35,"[0.5392721646698317, 0.32953552905236316]",17,12
33,[0.81734907 0.58465809],36,5,"[0.78348400291483, 0.6196383059921609]",12,7
34,[0.50214111 0.62680455],16,3,"[0.48893581945970255, 0.6262731314883105]",17,12
35,[0.72304972 0.34226   ],33,-1,-1,-1,-1
36,[0.59271275 0.41447208],28,10,"[0.6037534733801424, 0.40489173775953324]",17,12
37,[0.49802707 0.81493696],3,0,"[0.5381201499391017, 0.8336803238965772]",17,12
38,[0.51913164 0.67633602],2,3,"[0.48893581945970255, 0.6262731314883105]",-1,-1
39,[0.47574315 0.38968657],20,21,"[0.45572718138336876, 0.405473055436144]",17,12
40,[0.50861793 0.73153261],3,11,"[0.5135616277116833, 0.7367318910984673]",17,12
41,[0.62500748 0.18813558],37,44,"[0.6164959899075797, 0.1722870756727182]",17,12
42,[0.53236207 0.59469843],18,13,"[0.5597569661041714, 0.5699712615904797]",17,12
43,[0.39777953 0.55845063],45,24,"[0.41623592362752265, 0.556814367817283]",17,12
44,[0.54936622 0.84467145],6,0,"[0.5381201499391017, 0.8336803238965772]",17,12
45,[0.70143052 0.73342615],9,30,"[0.6638402770831859, 0.7752006944329933]",3,-1
46,[0.54076233 0.75375874],6,11,"[0.5135616277116833, 0.7367318910984673]",17,12
47,[0.39292703 0.2383996 ],47,12,"[0.4030439979034962, 0.2102305757525388]",17,12
48,[0.62138372 0.07185527],48,46,"[0.6191785774391692, 0.11251900300867856]",-1,-1
49,[0.83698229 0.6342381 ],36,5,"[0.78348400291483, 0.6196383059921609]",12,7
50,[0.53808224 0.60123927],18,13,"[0.5597569661041714, 0.5699712615904797]",17,12
51,[0.32229883 0.22736751],38,2,"[0.3207802961119695, 0.2507264818782044]",17,12
52,[0.50296974 0.45461321],14,20,"[0.5427196310774506, 0.4548986347820879]",17,12
53,[0.30403768 0.27501136],23,2,"[0.3207802961119695, 0.2507264818782044]",17,12
54,[0.64879077 0.71714599],0,30,"[0.6638402770831859, 0.7752006944329933]",3,1
55,[0.23685427 0.81496936],13,8,"[0.2560192990858765, 0.8283305741444801]",-1,0
56,[0.66585379 0.4238006 ],25,10,"[0.6037534733801424, 0.40489173775953324]",-1,-1
57,[0.49485603 0.22627123],43,16,"[0.5366705032197311, 0.2589756439469839]",-1,-1
58,[0.74514221 0.17415396],49,28,"[0.7333462683002305, 0.1958784584001173]",17,12
59,[0.74061794 0.7787157 ],9,45,"[0.7827557703657968, 0.793444140807163]",3,1
60,[0.48898486 0.72521741],0,11,"[0.5135616277116833, 0.7367318910984673]",17,12
61,[0.91252006 0.56742316],35,49,"[0.8926807107474337, 0.5761501021792571]",7,-1
62,[0.34477277 0.2757458 ],39,2,"[0.3207802961119695, 0.2507264818782044]",17,12
63,[0.60759372 0.1865931 ],43,44,"[0.6164959899075797, 0.1722870756727182]",17,12
64,[0.16241631 0.24940681],7,42,"[0.17818816215614577, 0.23185628722586285]",16,-1
65,[0.61555224 0.20100301],31,38,"[0.6251009607920229, 0.2166277529993517]",17,12
66,[0.84192962 0.68305918],10,9,"[0.8822682529922709, 0.6902444987571921]",13,8
67,[0.57810975 0.12175452],48,43,"[0.5492757121029702, 0.1494420065070687]",-1,-1
68,[0.50574017 0.52194186],18,39,"[0.5070356909430105, 0.5103420521675884]",17,-1
69,[0.65759291 0.2940397 ],21,6,"[0.6750128063055906, 0.28137143008471543]",17,12
70,[0.18719533 0.60071846],12,4,"[0.18834618325246225, 0.5825748765684403]",17,12
71,[0.22794    0.67439138],46,22,"[0.22881184177953431, 0.660854570508909]",17,12
72,[0.42335754 0.49922726],20,48,"[0.42060218728623816, 0.45986645433882034]",17,12
73,[0.19585483 0.56468856],12,4,"[0.18834618325246225, 0.5825748765684403]",17,12
74,[0.54266834 0.13951958],48,43,"[0.5492757121029702, 0.1494420065070687]",15,10
75,[0.62947186 0.59689064],22,18,"[0.6408051093587658, 0.6025186318554139]",17,12
76,[0.55321701 0.25000551],43,16,"[0.5366705032197311, 0.2589756439469839]",17,12
77,[0.37420817 0.81698333],3,-1,-1,-1,-1
78,[0.65388711 0.45630676],14,25,"[0.6799417400395735, 0.5146472141441129]",-1,-1
79,[0.90204179 0.47749325],35,37,"[0.8967520652925626, 0.447048171546766]",11,-1
80,[0.80819592 0.57738775],36,5,"[0.78348400291483, 0.6196383059921609]",12,7
81,[0.28364946 0.24163977],23,19,"[0.2646266017441829, 0.25664502254947946]",17,12
82,[0.52004937 0.44904734],25,20,"[0.5427196310774506, 0.4548986347820879]",17,12
83,[0.11414725 0.62694872],17,29,"[0.1427984264821011, 0.6454624928444691]",-1,-1
84,[0.49757421 0.72862011],0,11,"[0.5135616277116833, 0.7367318910984673]",17,12
