,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.43338    0.39490092],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
1,[0.37126008 0.36526513],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
2,[0.29316787 0.19998893],0,-1,-1,-1,-1
3,[0.34603967 0.3506366 ],0,1,"[0.3323763063126345, 0.28605280856930115]",7,3
4,[0.32978378 0.31031139],0,1,"[0.3323763063126345, 0.28605280856930115]",7,3
5,[0.38504665 0.31093114],0,1,"[0.3323763063126345, 0.28605280856930115]",7,3
6,[0.38917558 0.39413651],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
7,[0.29079371 0.43488205],0,4,"[0.32255576367516603, 0.41358274656669325]",-1,-1
8,[0.23772268 0.40876637],0,-1,-1,-1,-1
9,[0.21027709 0.30364958],0,-1,-1,-1,-1
10,[0.4493821  0.33680055],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
11,[0.35305958 0.32628658],0,1,"[0.3323763063126345, 0.28605280856930115]",7,3
12,[0.44975958 0.36705242],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
13,[0.3463992  0.29960618],0,1,"[0.3323763063126345, 0.28605280856930115]",7,3
14,[0.43747455 0.35194535],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
15,[0.40494613 0.22005162],0,-1,-1,-1,-1
16,[0.47862958 0.33647383],0,2,"[0.5033203146337868, 0.2983315618294051]",7,3
17,[0.45049022 0.43784379],0,8,"[0.42714792814724095, 0.39793641656322903]",-1,-1
18,[0.36742567 0.34996473],0,-1,-1,7,3
19,[0.4408451  0.37532333],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
20,[0.39955761 0.34516053],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
21,[0.34894921 0.32588549],0,1,"[0.3323763063126345, 0.28605280856930115]",7,3
22,[0.38147128 0.41616314],0,8,"[0.42714792814724095, 0.39793641656322903]",7,3
23,[0.41881442 0.26636853],0,-1,-1,7,3
