,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.50451785 0.67127094],0,60,"[0.45069310622099684, 0.6395710295929524]",1,1
1,[0.53005624 0.60579588],0,53,"[0.5727221121448054, 0.5889942921741468]",1,1
2,[0.67035712 0.66439456],0,32,"[0.6800376363233873, 0.6699877981034067]",1,1
3,[0.47152491 0.7350785 ],0,45,"[0.4662780118433556, 0.7463356420062405]",1,1
4,[0.49139837 0.68551067],0,60,"[0.45069310622099684, 0.6395710295929524]",1,1
5,[0.58374688 0.63682433],0,58,"[0.6154492859204549, 0.6416153150110766]",1,1
6,[0.52195303 0.64199061],0,-1,-1,1,1
7,[0.53635538 0.59030042],0,53,"[0.5727221121448054, 0.5889942921741468]",1,1
8,[0.4835148  0.66107171],0,60,"[0.45069310622099684, 0.6395710295929524]",1,1
9,[0.59215915 0.69797117],0,75,"[0.5694882246765735, 0.7238911571676397]",1,1
10,[0.62513881 0.70094728],0,65,"[0.6370906174262443, 0.7039294172557846]",1,1
11,[0.51812047 0.66192875],0,-1,-1,1,1
12,[0.44555372 0.62190545],0,60,"[0.45069310622099684, 0.6395710295929524]",1,1
13,[0.49379739 0.68072102],0,60,"[0.45069310622099684, 0.6395710295929524]",1,1
14,[0.57347743 0.64103039],0,58,"[0.6154492859204549, 0.6416153150110766]",1,1
15,[0.51442481 0.59392599],0,53,"[0.5727221121448054, 0.5889942921741468]",-1,-1
16,[0.53643176 0.67964989],0,75,"[0.5694882246765735, 0.7238911571676397]",1,1
17,[0.56382669 0.63041067],0,53,"[0.5727221121448054, 0.5889942921741468]",1,1
18,[0.63751324 0.72487753],0,65,"[0.6370906174262443, 0.7039294172557846]",1,1
19,[0.53798527 0.64261549],0,53,"[0.5727221121448054, 0.5889942921741468]",1,1
20,[0.32027995 0.5179336 ],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
21,[0.3347505  0.53381041],1,72,"[0.37075168994544794, 0.542890678573884]",1,1
22,[0.3723694  0.57597271],1,39,"[0.3615997217805731, 0.6068862629724275]",1,1
23,[0.39043865 0.50544992],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
24,[0.35418479 0.49222405],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
25,[0.30759202 0.60198443],1,59,"[0.2831537375990915, 0.5551770390335659]",1,1
26,[0.31367597 0.60580133],1,39,"[0.3615997217805731, 0.6068862629724275]",1,1
27,[0.31896878 0.52279099],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
28,[0.38767523 0.51185757],1,72,"[0.37075168994544794, 0.542890678573884]",1,1
29,[0.35441763 0.49918535],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
30,[0.31292709 0.50279671],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
31,[0.30460688 0.58863697],1,59,"[0.2831537375990915, 0.5551770390335659]",1,1
32,[0.32763022 0.5929972 ],1,39,"[0.3615997217805731, 0.6068862629724275]",1,1
33,[0.20738766 0.51159481],1,31,"[0.20841670009775448, 0.480490620395009]",1,1
34,[0.36248152 0.49668076],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
35,[0.38792568 0.54126947],1,72,"[0.37075168994544794, 0.542890678573884]",1,1
36,[0.32252413 0.5314929 ],1,59,"[0.2831537375990915, 0.5551770390335659]",1,1
37,[0.46994791 0.52275134],1,52,"[0.49449614340837317, 0.485054028355014]",1,1
38,[0.34994579 0.48969903],1,63,"[0.35107935337427404, 0.49305973975343204]",1,1
39,[0.34201665 0.44913417],1,20,"[0.3490364880927616, 0.4410982936851974]",1,1
40,[0.80543872 0.93495888],2,64,"[0.8054543576486921, 0.885829763060541]",-1,-1
41,[0.86588484 0.84821077],2,62,"[0.8832562181807531, 0.824873387116503]",1,1
42,[0.86763808 0.90745459],2,64,"[0.8054543576486921, 0.885829763060541]",-1,-1
43,[0.84326231 0.91648796],2,64,"[0.8054543576486921, 0.885829763060541]",-1,-1
44,[0.8660082 0.8255274],2,62,"[0.8832562181807531, 0.824873387116503]",1,1
45,[0.89703969 0.70488724],2,33,"[0.9100058909286867, 0.6742188664627372]",1,1
46,[0.7876198  0.83026886],2,25,"[0.7618204201383082, 0.8215053033076195]",1,1
47,[0.77134446 0.81011967],2,25,"[0.7618204201383082, 0.8215053033076195]",1,1
