,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.57679264 0.81311592],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
1,[0.64875293 0.81190017],0,-1,-1,3,-1
2,[0.45492868 0.58425345],3,-1,-1,1,-1
3,[0.5479223  0.85291292],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
4,[0.6136837  0.60442652],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
5,[0.54497893 0.50905676],3,-1,-1,1,-1
6,[0.76951813 0.14477814],1,-1,-1,0,0
7,[0.68194773 0.46816686],2,-1,-1,1,-1
8,[0.64342145 0.83125379],0,-1,-1,3,-1
9,[0.44063839 0.51001174],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
10,[0.76972492 0.58811215],2,-1,-1,1,-1
11,[0.6802362  0.56290736],2,-1,-1,1,-1
12,[0.88927184 0.10523165],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
13,[0.78663885 0.19196042],1,-1,-1,0,0
14,[0.66088909 0.55598671],2,0,"[0.6074836606368136, 0.5415863780668273]",1,4
15,[0.48463632 0.56786735],3,-1,-1,1,-1
16,[0.66908407 0.58236322],2,-1,-1,1,-1
17,[0.60176251 0.52582166],2,0,"[0.6074836606368136, 0.5415863780668273]",1,4
18,[0.53383734 0.91361134],0,-1,-1,3,-1
19,[0.59280633 0.80380728],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
20,[0.90491303 0.16445835],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
21,[0.80880957 0.17574362],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
22,[0.86934123 0.10228046],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
23,[0.56746325 0.84932648],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
24,[0.65703371 0.51864126],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
25,[0.54698273 0.50373599],2,-1,-1,1,3
26,[0.57198572 0.56596711],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
27,[0.67242062 0.53542632],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
28,[0.70180464 0.60575565],2,-1,-1,1,-1
29,[0.65418539 0.61892437],2,-1,-1,1,-1
30,[0.63447481 0.77145444],0,-1,-1,3,-1
31,[0.63876527 0.58356672],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
32,[0.47909548 0.51047166],3,3,"[0.4696607824938663, 0.49611967147267655]",1,3
33,[0.59070322 0.86557778],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
34,[0.84425751 0.13664181],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
35,[0.53612293 0.4825089 ],3,3,"[0.4696607824938663, 0.49611967147267655]",1,3
36,[0.52067638 0.45880714],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
37,[0.91102328 0.17010807],1,-1,-1,0,0
38,[0.88665861 0.12323545],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
39,[0.59655166 0.60448448],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
40,[0.61741401 0.59050552],2,0,"[0.6074836606368136, 0.5415863780668273]",1,4
41,[0.56596005 0.79609504],0,2,"[0.5711559063909885, 0.8261259405031516]",3,-1
42,[0.42283433 0.49476769],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
43,[0.79508445 0.07734981],1,-1,-1,0,0
44,[0.55450392 0.94021956],0,-1,-1,-1,-1
45,[0.4396677  0.50767009],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
46,[0.6650566  0.80969178],0,-1,-1,3,-1
47,[0.86087753 0.18781872],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
48,[0.50722795 0.82198076],0,2,"[0.5711559063909885, 0.8261259405031516]",3,-1
49,[0.56931231 0.82797984],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
50,[0.47048568 0.59284764],3,-1,-1,1,-1
51,[0.47428485 0.47826544],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
52,[0.46964658 0.41397557],3,-1,-1,1,-1
53,[0.81273453 0.15003703],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
54,[0.83015971 0.07611768],1,1,"[0.849798313751908, 0.13335883079690836]",0,0
55,[0.77836572 0.19268466],1,-1,-1,0,0
56,[0.40182809 0.45089275],3,-1,-1,1,-1
57,[0.77179752 0.07883519],1,-1,-1,0,0
58,[0.58749518 0.42748473],3,-1,-1,1,-1
59,[0.56772575 0.86058796],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
60,[0.46645452 0.53730671],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
61,[0.48192622 0.48595772],3,3,"[0.4696607824938663, 0.49611967147267655]",1,3
62,[0.4650687  0.83924265],0,-1,-1,3,-1
63,[0.50221469 0.83511947],0,2,"[0.5711559063909885, 0.8261259405031516]",3,-1
64,[0.48967769 0.44687663],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
65,[0.53004331 0.49511862],3,3,"[0.4696607824938663, 0.49611967147267655]",1,3
66,[0.66231769 0.73878962],0,-1,-1,-1,-1
67,[0.51292988 0.80882692],0,2,"[0.5711559063909885, 0.8261259405031516]",3,-1
68,[0.60598086 0.61064952],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
69,[0.60345656 0.76476816],0,2,"[0.5711559063909885, 0.8261259405031516]",3,-1
70,[0.87768868 0.20664407],1,-1,-1,0,0
71,[0.67338869 0.73604681],0,-1,-1,-1,-1
72,[0.57628905 0.48329222],3,0,"[0.6074836606368136, 0.5415863780668273]",1,3
73,[0.44554325 0.47189039],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
74,[0.53855906 0.78770184],0,2,"[0.5711559063909885, 0.8261259405031516]",3,1
75,[0.58681608 0.48747924],2,0,"[0.6074836606368136, 0.5415863780668273]",1,-1
76,[0.51572591 0.54847374],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
77,[0.76266446 0.16458748],1,-1,-1,0,0
78,[0.56965658 0.49051189],3,0,"[0.6074836606368136, 0.5415863780668273]",1,3
79,[0.50208238 0.46559306],3,3,"[0.4696607824938663, 0.49611967147267655]",1,-1
80,[0.76886898 0.09195543],1,-1,-1,0,0
81,[0.61760505 0.62244014],2,-1,-1,1,-1
82,[0.59949443 0.79967356],0,2,"[0.5711559063909885, 0.8261259405031516]",3,2
83,[0.88534419 0.27240545],1,-1,-1,0,0
