,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.73519215 0.68402374],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
1,[0.72833513 0.66531987],0,1,"[0.6830225291279302, 0.6424511731043512]",356,-1
2,[0.67921319 0.73077337],0,-1,-1,-1,-1
3,[0.81476438 0.59098269],0,-1,-1,-1,-1
4,[0.73830025 0.64739797],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,6
5,[0.73751928 0.61134715],0,1,"[0.6830225291279302, 0.6424511731043512]",345,6
6,[0.65258265 0.73101642],0,-1,-1,-1,-1
7,[0.74858742 0.60361224],0,-1,-1,353,-1
8,[0.70687091 0.64927816],0,1,"[0.6830225291279302, 0.6424511731043512]",334,-1
9,[0.76462387 0.57287588],0,-1,-1,-1,-1
10,[0.71219496 0.73568176],0,-1,-1,-1,-1
11,[0.66936963 0.7003378 ],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
12,[0.62407633 0.64030213],0,1,"[0.6830225291279302, 0.6424511731043512]",223,-1
13,[0.77351064 0.62204844],0,-1,-1,-1,-1
14,[0.75832373 0.63589804],0,-1,-1,-1,-1
15,[0.71441254 0.69159665],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
16,[0.87945438 0.60348896],0,-1,-1,-1,-1
17,[0.8055545  0.65631914],0,-1,-1,-1,2
18,[0.78581873 0.66258904],0,-1,-1,-1,2
19,[0.74768889 0.6892982 ],0,-1,-1,356,-1
20,[0.67679336 0.69913402],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
21,[0.58277896 0.45378887],0,-1,-1,-1,-1
22,[0.86566499 0.54954803],0,-1,-1,28,-1
23,[0.686411   0.64888194],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
24,[0.79113398 0.75273521],0,-1,-1,70,-1
25,[0.78160172 0.77491318],0,-1,-1,54,-1
26,[0.62197066 0.6428223 ],0,1,"[0.6830225291279302, 0.6424511731043512]",223,-1
27,[0.90741511 0.61734042],0,-1,-1,-1,-1
28,[0.56543661 0.53816502],0,-1,-1,247,-1
29,[0.68324851 0.74156155],0,-1,-1,-1,-1
30,[0.84578046 0.67079592],0,-1,-1,-1,-1
31,[0.76720103 0.70152528],0,-1,-1,-1,-1
32,[0.72523957 0.5068423 ],0,0,"[0.7010429868152067, 0.47304128516802557]",380,-1
33,[0.73175549 0.63984258],0,1,"[0.6830225291279302, 0.6424511731043512]",360,6
34,[0.70349671 0.58342141],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
35,[0.85743898 0.60639241],0,-1,-1,-1,-1
36,[0.80444686 0.71543073],0,-1,-1,73,-1
37,[0.67135544 0.60269518],0,1,"[0.6830225291279302, 0.6424511731043512]",322,-1
38,[0.71777414 0.64603936],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
39,[0.7164404  0.63365754],0,1,"[0.6830225291279302, 0.6424511731043512]",-1,-1
40,[0.74772452 0.62114093],0,1,"[0.6830225291279302, 0.6424511731043512]",364,6
41,[0.68492247 0.62979375],0,1,"[0.6830225291279302, 0.6424511731043512]",314,-1
42,[0.7479574  0.80473695],0,-1,-1,11,-1
