,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.78524401 0.70483674],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
1,[0.9004631  0.58919796],1,-1,-1,2,2
2,[0.59580346 0.4325183 ],3,3,"[0.6138123374699076, 0.443064279166487]",3,-1
3,[0.71942523 0.33755431],3,-1,-1,3,-1
4,[0.07741333 0.19238344],0,-1,-1,0,0
5,[0.50327636 0.86059999],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
6,[0.69661117 0.33343961],3,-1,-1,3,-1
7,[0.50810635 0.86252249],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
8,[0.37812454 0.78813731],2,-1,-1,1,1
9,[0.1892804  0.16824713],0,-1,-1,0,0
10,[0.30025836 0.09474067],0,-1,-1,0,0
11,[0.80950846 0.69019279],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
12,[0.24521227 0.11602506],0,-1,-1,0,0
13,[0.40422294 0.65026572],2,-1,-1,-1,-1
14,[0.83399484 0.76049563],1,-1,-1,2,2
15,[0.52154809 0.81429954],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
16,[0.81695624 0.65458579],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
17,[0.08278475 0.06881779],0,-1,-1,0,0
18,[0.42413711 0.77379545],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
19,[0.71977449 0.48770298],3,-1,-1,3,-1
20,[0.31183381 0.13105609],0,-1,-1,0,0
21,[0.69728125 0.47073698],3,2,"[0.7022795846953681, 0.4142162509171641]",3,-1
22,[0.78820254 0.70901082],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
23,[0.79424252 0.71554201],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
24,[0.77891126 0.40945266],3,-1,-1,3,-1
25,[0.25154502 0.04606846],0,-1,-1,0,0
26,[0.19104852 0.14261461],0,-1,-1,0,0
27,[0.46575984 0.83685155],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
28,[0.20887028 0.11713165],0,-1,-1,0,0
29,[0.56634186 0.31653604],3,-1,-1,-1,-1
30,[0.49408944 0.75142602],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
31,[0.15907672 0.16008076],0,-1,-1,0,0
32,[0.1821519  0.07992579],0,-1,-1,0,0
33,[0.8654809  0.69933663],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
34,[0.11973667 0.16574254],0,-1,-1,0,0
35,[0.63796709 0.41803146],3,3,"[0.6138123374699076, 0.443064279166487]",3,-1
36,[0.63067191 0.4319299 ],3,3,"[0.6138123374699076, 0.443064279166487]",3,3
37,[0.70900342 0.41592338],3,2,"[0.7022795846953681, 0.4142162509171641]",3,4
38,[0.55545061 0.75023933],2,-1,-1,1,1
39,[0.13329446 0.04779154],0,-1,-1,0,0
40,[0.38464604 0.87497544],2,-1,-1,1,1
41,[0.14764221 0.11525683],0,-1,-1,0,0
42,[0.6282076  0.52324221],3,-1,-1,3,-1
43,[0.60600512 0.39371271],3,3,"[0.6138123374699076, 0.443064279166487]",3,-1
44,[0.82882977 0.6432859 ],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
45,[0.51079011 0.81758661],2,1,"[0.48336674631391596, 0.8100561039153384]",1,1
46,[0.75315245 0.65597079],1,0,"[0.8219055479660562, 0.6559524242700746]",2,2
47,[0.20249138 0.29002375],0,-1,-1,0,0
48,[0.16504019 0.12377262],0,-1,-1,0,0
49,[0.10471859 0.17877951],0,-1,-1,0,0
50,[0.63333499 0.48707234],3,3,"[0.6138123374699076, 0.443064279166487]",3,-1
51,[0.09087827 0.13020173],0,-1,-1,0,0
52,[0.90081951 0.66076842],1,-1,-1,2,2
53,[0.69651786 0.42718427],3,2,"[0.7022795846953681, 0.4142162509171641]",3,-1
54,[0.71755961 0.43230465],3,2,"[0.7022795846953681, 0.4142162509171641]",3,4
