,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.53278469 0.69169573],90,16,"[0.528276688328698, 0.6841495326488611]",1,0
1,[0.59142589 0.73245374],89,5,"[0.5950187194384864, 0.728104491960294]",1,0
2,[0.42443819 0.36807521],45,14,"[0.43714746685104916, 0.373523762023576]",1,0
3,[0.32609996 0.57233956],93,34,"[0.3315877768418749, 0.5905431562246111]",1,0
4,[0.78727111 0.55606801],53,38,"[0.7966393894827427, 0.5959282471322848]",-1,0
5,[0.2775924  0.33104553],66,55,"[0.289762480854796, 0.3420251752055987]",1,0
6,[0.58860129 0.28406991],29,52,"[0.595891300167052, 0.27355220355412424]",1,0
7,[0.43142127 0.92699723],31,70,"[0.4129642494078419, 0.9405543998411525]",-1,-1
8,[0.54004426 0.02191448],6,66,"[0.5577634686580046, 0.05628289400630001]",-1,-1
9,[0.50800887 0.36535504],52,43,"[0.5395108783521997, 0.3533647171422333]",1,0
10,[0.63848314 0.17504155],35,45,"[0.6791734483297771, 0.18619802911508795]",-1,0
11,[0.76512712 0.67337623],2,33,"[0.7276185942608334, 0.6616852593449766]",1,0
12,[0.2027127  0.58531181],81,18,"[0.16975259080068864, 0.5878694556075891]",1,0
13,[0.2912557  0.67713298],25,12,"[0.2825948280985199, 0.6460489114558453]",1,0
14,[0.40968182 0.20932497],95,49,"[0.4192468423004463, 0.20479514893988748]",1,0
15,[0.17904749 0.63780449],42,18,"[0.16975259080068864, 0.5878694556075891]",1,0
16,[0.52442478 0.65866535],69,16,"[0.528276688328698, 0.6841495326488611]",1,0
17,[0.4040728  0.21004139],4,49,"[0.4192468423004463, 0.20479514893988748]",1,0
18,[0.76521336 0.48061493],73,25,"[0.7824735248673704, 0.4806939597248999]",1,0
19,[0.22010897 0.27403049],7,47,"[0.22272179924742452, 0.292508047874313]",1,0
20,[0.79203691 0.87339337],83,51,"[0.741708008568364, 0.8295374671904339]",-1,-1
21,[0.193447   0.26528383],44,47,"[0.22272179924742452, 0.292508047874313]",1,0
22,[0.3916302  0.69062563],77,2,"[0.3973847703815311, 0.6802346452312333]",1,0
23,[0.53797886 0.52846695],32,7,"[0.5428643727332404, 0.5492821517041298]",1,0
24,[0.42245051 0.36165539],45,14,"[0.43714746685104916, 0.373523762023576]",1,0
25,[0.89161984 0.07479496],27,62,"[0.8659121221138132, 0.11280546748557706]",-1,-1
26,[0.78920281 0.67155145],48,20,"[0.8106978556889324, 0.694660380269679]",1,0
27,[0.37344094 0.1458002 ],4,64,"[0.3283899597239031, 0.1433679222069032]",1,0
