,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.23620488 0.88884942],8,7,"[0.22115118917820123, 0.8558209969295654]",0,0
1,[0.34102329 0.13547226],9,-1,-1,3,3
2,[0.29082353 0.12014556],9,5,"[0.2647222759213833, 0.12754613620521277]",3,3
3,[0.30296495 0.93926344],4,3,"[0.2769156518464671, 0.9149781098094044]",0,0
4,[0.20203709 0.9020809 ],8,7,"[0.22115118917820123, 0.8558209969295654]",0,0
5,[0.63291221 0.0408439 ],5,4,"[0.6174512585335536, 0.09614461054459254]",5,4
6,[0.76451416 0.41992201],1,1,"[0.7818034082002719, 0.421663620411192]",4,8
7,[0.49806389 0.32902332],3,0,"[0.5571878959180309, 0.30723598750030434]",4,-1
8,[0.21768445 0.47493503],0,-1,-1,1,1
9,[0.63047462 0.31136142],2,-1,-1,4,5
10,[0.70646727 0.49307028],7,-1,-1,4,-1
11,[0.60294224 0.09209042],5,4,"[0.6174512585335536, 0.09614461054459254]",6,4
12,[0.96921043 0.70213488],6,6,"[0.9220830792734049, 0.6906077105507624]",2,2
13,[0.20801303 0.9002839 ],4,7,"[0.22115118917820123, 0.8558209969295654]",0,0
14,[0.78902673 0.43620588],1,1,"[0.7818034082002719, 0.421663620411192]",4,8
15,[0.49848555 0.27085289],3,0,"[0.5571878959180309, 0.30723598750030434]",4,6
16,[0.24731104 0.95939109],8,3,"[0.2769156518464671, 0.9149781098094044]",0,0
17,[0.30825259 0.8931317 ],4,3,"[0.2769156518464671, 0.9149781098094044]",0,0
18,[0.79773207 0.36695449],1,1,"[0.7818034082002719, 0.421663620411192]",4,-1
19,[0.27194801 0.9653213 ],8,3,"[0.2769156518464671, 0.9149781098094044]",0,0
20,[0.22634744 0.84397559],8,7,"[0.22115118917820123, 0.8558209969295654]",0,0
21,[0.69200362 0.33643619],7,-1,-1,4,-1
22,[0.5563173  0.33359387],2,0,"[0.5571878959180309, 0.30723598750030434]",4,5
23,[0.58513475 0.08181735],5,4,"[0.6174512585335536, 0.09614461054459254]",6,4
24,[0.19313672 0.20119462],9,-1,-1,3,3
25,[0.30493955 0.19452134],9,-1,-1,3,3
26,[0.06719902 0.48511108],0,9,"[0.11603545402786881, 0.4881158919721449]",1,1
27,[0.53364335 0.29412893],2,0,"[0.5571878959180309, 0.30723598750030434]",4,-1
28,[0.78850164 0.41954689],1,1,"[0.7818034082002719, 0.421663620411192]",4,8
29,[0.69680292 0.05178811],5,-1,-1,-1,-1
30,[0.54535735 0.26413934],3,0,"[0.5571878959180309, 0.30723598750030434]",4,6
31,[0.54530832 0.33946469],3,0,"[0.5571878959180309, 0.30723598750030434]",4,5
32,[0.85056673 0.45658744],1,-1,-1,4,-1
33,[0.28360268 0.86705216],4,8,"[0.3065667936044274, 0.8439017370816478]",0,0
34,[0.29697072 0.85667759],8,8,"[0.3065667936044274, 0.8439017370816478]",0,0
35,[0.96478245 0.58961812],6,-1,-1,2,2
36,[0.74759492 0.4177517 ],1,1,"[0.7818034082002719, 0.421663620411192]",4,8
37,[0.8837655  0.66646648],6,6,"[0.9220830792734049, 0.6906077105507624]",2,2
38,[0.65915607 0.3871533 ],7,2,"[0.6696883208195935, 0.4130349552431127]",4,-1
39,[0.60144436 0.0742054 ],5,4,"[0.6174512585335536, 0.09614461054459254]",6,4
40,[0.25835721 0.91000043],4,3,"[0.2769156518464671, 0.9149781098094044]",0,0
41,[0.53958426 0.28711975],3,0,"[0.5571878959180309, 0.30723598750030434]",4,6
42,[0.21977749 0.09109331],9,5,"[0.2647222759213833, 0.12754613620521277]",3,3
43,[0.26920631 0.12647545],9,5,"[0.2647222759213833, 0.12754613620521277]",3,3
44,[0.27923036 0.95906413],8,3,"[0.2769156518464671, 0.9149781098094044]",0,0
45,[0.22729016 0.84655467],4,7,"[0.22115118917820123, 0.8558209969295654]",0,0
46,[0.57688431 0.32083958],2,0,"[0.5571878959180309, 0.30723598750030434]",4,5
47,[0.5509043  0.31822438],2,0,"[0.5571878959180309, 0.30723598750030434]",4,-1
48,[0.5802479  0.08704825],5,4,"[0.6174512585335536, 0.09614461054459254]",6,4
49,[0.61433236 0.40377033],2,2,"[0.6696883208195935, 0.4130349552431127]",4,-1
50,[0.21242104 0.81007722],4,7,"[0.22115118917820123, 0.8558209969295654]",0,0
51,[0.52054931 0.26185682],3,0,"[0.5571878959180309, 0.30723598750030434]",4,6
52,[0.06356424 0.44849488],0,9,"[0.11603545402786881, 0.4881158919721449]",1,1
53,[0.56807921 0.33220582],2,0,"[0.5571878959180309, 0.30723598750030434]",4,5
54,[0.23595003 0.88564908],8,7,"[0.22115118917820123, 0.8558209969295654]",0,0
55,[0.0714327  0.44715437],0,9,"[0.11603545402786881, 0.4881158919721449]",1,1
56,[0.69056685 0.11514056],5,-1,-1,6,4
57,[0.26269069 0.23466775],9,-1,-1,3,3
58,[0.66959918 0.50440014],7,-1,-1,4,-1
59,[0.27388064 0.86260793],4,8,"[0.3065667936044274, 0.8439017370816478]",0,0
