,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.66865187 0.24870314],0,6,"[0.6233564403460907, 0.20706938844009012]",3,-1
1,[0.84199628 0.30635632],0,-1,-1,3,-1
2,[0.77649646 0.21100254],0,8,"[0.820471488658365, 0.16665450071478696]",3,-1
3,[0.73641486 0.25504449],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
4,[0.77599468 0.2980609 ],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
5,[0.76649722 0.31522556],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
6,[0.74203164 0.18406358],0,2,"[0.7154737622316225, 0.19673745063059994]",3,-1
7,[0.83775142 0.17339877],0,8,"[0.820471488658365, 0.16665450071478696]",3,5
8,[0.73178832 0.32157363],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
9,[0.742177   0.23835012],0,2,"[0.7154737622316225, 0.19673745063059994]",3,6
10,[0.75457521 0.35462429],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
11,[0.79186102 0.22586645],0,8,"[0.820471488658365, 0.16665450071478696]",3,-1
12,[0.73013223 0.2325679 ],0,2,"[0.7154737622316225, 0.19673745063059994]",3,-1
13,[0.67595023 0.26647887],0,-1,-1,3,-1
14,[0.73417675 0.26331288],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
15,[0.75253864 0.23377328],0,2,"[0.7154737622316225, 0.19673745063059994]",3,6
16,[0.80777348 0.36005049],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
17,[0.7516949 0.3529236],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
18,[0.69513392 0.268402  ],0,-1,-1,3,6
19,[0.7730981  0.27207702],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
20,[0.71235715 0.33386201],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
21,[0.79374588 0.30015757],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
22,[0.64960826 0.22862026],0,6,"[0.6233564403460907, 0.20706938844009012]",3,7
23,[0.71721856 0.30117795],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
24,[0.80038206 0.2863731 ],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
25,[0.69728995 0.34104313],0,-1,-1,-1,-1
26,[0.74614585 0.32751242],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
27,[0.78546014 0.3067817 ],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
28,[0.80661647 0.28503459],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
29,[0.72441926 0.29035306],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
30,[0.77688108 0.31617092],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
31,[0.71076635 0.27796212],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
32,[0.74528688 0.35952698],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
33,[0.76250889 0.20431335],0,2,"[0.7154737622316225, 0.19673745063059994]",3,-1
34,[0.759714   0.32051916],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
35,[0.80662067 0.25676831],0,5,"[0.7660470389313203, 0.3065858578202861]",3,-1
36,[0.74125089 0.22383719],0,2,"[0.7154737622316225, 0.19673745063059994]",3,6
37,[0.79781615 0.30367588],0,5,"[0.7660470389313203, 0.3065858578202861]",3,6
