,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.82866818 0.64491384],0,-1,-1,1,1
1,[0.71258119 0.52385426],0,21,"[0.7410830450201282, 0.5259347340749839]",1,1
2,[0.63653053 0.55035954],0,41,"[0.6550085677351025, 0.5868846545289891]",1,1
3,[0.58040049 0.60423249],0,24,"[0.5692489488959928, 0.5863820723045057]",1,1
4,[0.71737459 0.54078813],0,21,"[0.7410830450201282, 0.5259347340749839]",1,1
5,[0.67168911 0.51631333],0,26,"[0.6585667881863616, 0.48074340861071413]",1,1
6,[0.76397598 0.6938882 ],0,-1,-1,1,1
7,[0.53827093 0.57655921],0,23,"[0.5156931447149989, 0.5560393944560054]",1,1
8,[0.59709697 0.64716487],0,37,"[0.5834786239704502, 0.7082965196347157]",1,1
9,[0.57592333 0.5577105 ],0,49,"[0.5805743652641074, 0.5287688719632793]",1,1
10,[0.66209895 0.46727177],0,26,"[0.6585667881863616, 0.48074340861071413]",1,1
11,[0.76732002 0.53298719],0,21,"[0.7410830450201282, 0.5259347340749839]",1,1
12,[0.62765158 0.60409205],0,41,"[0.6550085677351025, 0.5868846545289891]",1,1
13,[0.54995976 0.68299512],0,37,"[0.5834786239704502, 0.7082965196347157]",1,1
14,[0.73816702 0.53285531],0,21,"[0.7410830450201282, 0.5259347340749839]",1,1
15,[0.73713139 0.52482511],0,21,"[0.7410830450201282, 0.5259347340749839]",1,1
16,[0.69984475 0.56199727],0,34,"[0.7162118241912474, 0.5935679679587749]",1,1
17,[0.84848628 0.46149227],0,6,"[0.8290289876648991, 0.41497394338896665]",1,1
18,[0.63170482 0.49207996],0,26,"[0.6585667881863616, 0.48074340861071413]",1,1
19,[0.65359186 0.65409758],0,32,"[0.6883092883991688, 0.6842571185682237]",1,1
20,[0.77453562 0.33109735],1,9,"[0.7328127155587605, 0.359728812351192]",1,1
21,[0.62364559 0.36007513],1,12,"[0.6086612097135506, 0.3399994911388119]",1,1
22,[0.89476902 0.34894509],1,15,"[0.898478153605196, 0.3373354964497174]",1,1
23,[0.80068121 0.14676146],1,33,"[0.7652689173510945, 0.18587036161357331]",0,1
24,[0.78763614 0.21531802],1,33,"[0.7652689173510945, 0.18587036161357331]",1,1
25,[0.80729609 0.12411631],1,-1,-1,0,1
26,[0.93500749 0.37021536],1,15,"[0.898478153605196, 0.3373354964497174]",1,1
27,[0.83834538 0.26642324],1,13,"[0.8654133037209986, 0.2582830200311372]",1,1
28,[0.8759305  0.38560789],1,15,"[0.898478153605196, 0.3373354964497174]",1,1
29,[0.70367786 0.18536449],1,30,"[0.6781691275340894, 0.1943426719406779]",1,1
30,[0.9110122  0.24100221],1,13,"[0.8654133037209986, 0.2582830200311372]",-1,1
31,[0.82062993 0.25428667],1,11,"[0.7928859188252281, 0.2818079423336448]",1,1
32,[0.73421914 0.21153607],1,33,"[0.7652689173510945, 0.18587036161357331]",1,1
33,[0.95889334 0.20002441],1,-1,-1,-1,-1
34,[0.79060447 0.25834575],1,11,"[0.7928859188252281, 0.2818079423336448]",1,1
35,[0.85545521 0.30133581],1,13,"[0.8654133037209986, 0.2582830200311372]",1,1
36,[0.74242134 0.27189007],1,46,"[0.7055757828520253, 0.29002862105758037]",1,1
