,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.43829312 0.12231497],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
1,[0.431522  0.1137126],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
2,[0.4905148  0.07043835],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
3,[0.45955989 0.10956635],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
4,[0.44402333 0.06010086],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
5,[0.40328533 0.1138654 ],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
6,[0.46318703 0.23785621],0,-1,-1,-1,-1
7,[0.35059006 0.12770647],0,-1,-1,3,-1
8,[0.4964352  0.19253415],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
9,[0.50326745 0.07795441],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
10,[0.47717601 0.15004306],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
11,[0.46087597 0.16193123],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
12,[0.38005203 0.21185136],0,-1,-1,-1,-1
13,[0.55348121 0.10439361],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
14,[0.50895958 0.12433976],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
15,[0.43406812 0.12640586],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
16,[0.5291853  0.10203244],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
17,[0.45764416 0.11797394],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
18,[0.49971331 0.18830966],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
19,[0.44417804 0.14827765],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
20,[0.48841154 0.02521505],0,-1,-1,3,2
21,[0.45537492 0.11496585],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
22,[0.47511822 0.13879491],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
23,[0.37109754 0.1242506 ],0,-1,-1,3,-1
24,[0.44194263 0.04700819],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
25,[0.50443408 0.16007349],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
26,[0.44321252 0.16564569],0,-1,-1,3,2
27,[0.45734017 0.12530255],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
28,[0.42005122 0.20422444],0,-1,-1,-1,-1
29,[0.33890868 0.11709104],0,-1,-1,-1,-1
30,[0.51331531 0.01612424],0,-1,-1,3,-1
31,[0.46732485 0.11783108],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
32,[0.52005245 0.18674129],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
33,[0.45617683 0.04986354],0,8,"[0.4383368588804467, 0.08549208347570461]",3,2
34,[0.54825913 0.18516455],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
35,[0.45315549 0.1400887 ],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
36,[0.49702902 0.15128683],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
37,[0.48779243 0.19498096],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
38,[0.38681765 0.17595897],0,-1,-1,3,2
39,[0.49695654 0.11055671],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
40,[0.53818831 0.        ],0,-1,-1,-1,-1
41,[0.5375639  0.14191823],0,1,"[0.5051942874657156, 0.13043429771774231]",3,2
