,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.39784348 0.51851406],0,-1,-1,2,0
1,[0.49945451 0.52905881],0,-1,-1,-1,-1
2,[0.60330031 0.44735116],2,-1,-1,2,-1
3,[0.74538046 0.25717648],3,-1,-1,2,-1
4,[0.73177965 0.2550879 ],3,1,"[0.6716629060655389, 0.2245620196720947]",2,2
5,[0.6684564  0.22151235],3,1,"[0.6716629060655389, 0.2245620196720947]",2,3
6,[0.3397237  0.77459291],0,-1,-1,-1,-1
7,[0.79883131 0.34982757],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
8,[0.6497589  0.38422324],3,-1,-1,2,-1
9,[0.29926207 0.62150978],0,-1,-1,2,0
10,[0.41627264 0.5615473 ],0,-1,-1,2,0
11,[0.53258695 0.31248704],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
12,[0.65271054 0.06686856],1,-1,-1,-1,-1
13,[0.76785848 0.37961779],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
14,[0.71561535 0.31369781],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
15,[0.37650904 0.68345125],0,2,"[0.3724921370477127, 0.634542512235799]",2,-1
16,[0.8559592  0.17813941],1,-1,-1,-1,-1
17,[0.41099254 0.35676132],2,-1,-1,2,-1
18,[0.67456241 0.36528837],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
19,[0.68056472 0.27015555],3,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
20,[0.4702977 0.3908627],2,-1,-1,2,-1
21,[0.82820629 0.30021985],3,-1,-1,2,-1
22,[0.41483447 0.53895954],0,-1,-1,2,0
23,[0.51727579 0.30910547],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
24,[0.61108315 0.11574593],1,-1,-1,2,-1
25,[0.60272628 0.08104929],1,-1,-1,-1,-1
26,[0.65125822 0.40427402],1,-1,-1,2,-1
27,[0.41037386 0.61455609],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
28,[0.36054993 0.55341078],0,-1,-1,2,0
29,[0.43508456 0.35300812],2,-1,-1,2,-1
30,[0.9296865  0.35268758],3,-1,-1,-1,-1
31,[0.52500883 0.26462058],1,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
32,[0.57186005 0.38650169],3,-1,-1,2,-1
33,[0.48189156 0.46921618],2,-1,-1,2,-1
34,[0.41207176 0.30341863],2,-1,-1,2,-1
35,[0.90138672 0.31236069],3,-1,-1,-1,-1
36,[0.82500441 0.09474913],1,-1,-1,-1,-1
37,[0.51323869 0.49255141],2,-1,-1,2,-1
38,[0.81013559 0.30313813],1,-1,-1,2,-1
39,[0.5683176  0.38165027],1,-1,-1,2,-1
40,[0.40744618 0.76242081],0,-1,-1,2,-1
41,[0.53820267 0.14078254],1,-1,-1,2,-1
42,[0.79728304 0.2772759 ],3,-1,-1,2,-1
43,[0.3541412  0.59537555],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
44,[0.56527533 0.24499361],1,-1,-1,2,-1
45,[0.62707592 0.15545475],1,-1,-1,2,-1
46,[0.3187076  0.55599217],0,-1,-1,2,0
47,[0.30354011 0.64175282],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
48,[0.79597472 0.22809272],3,-1,-1,2,-1
49,[0.43640324 0.67959815],0,-1,-1,2,-1
50,[0.31627332 0.75580641],0,-1,-1,2,-1
51,[0.85783168 0.42436178],3,-1,-1,-1,-1
52,[0.29458579 0.5586375 ],0,-1,-1,2,-1
53,[0.49189278 0.31813917],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
54,[0.65015269 0.30217278],2,-1,-1,2,-1
55,[0.8845044  0.17358395],3,-1,-1,-1,-1
56,[0.69979294 0.11625814],1,-1,-1,2,-1
57,[0.60129715 0.45020743],2,-1,-1,2,-1
58,[0.54044095 0.41325862],2,-1,-1,2,-1
59,[0.58297991 0.3700912 ],2,-1,-1,2,-1
60,[0.71895914 0.26808285],3,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
61,[0.73917516 0.31084519],1,0,"[0.7432538437130742, 0.3635497024451089]",2,2
62,[0.7153729  0.11688265],1,-1,-1,2,-1
63,[0.48350144 0.42339485],2,-1,-1,2,-1
64,[0.70839799 0.22511792],3,1,"[0.6716629060655389, 0.2245620196720947]",2,2
65,[0.43707352 0.31362395],2,-1,-1,2,-1
66,[0.67377703 0.21900603],1,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
67,[0.44112653 0.65626093],0,-1,-1,2,0
68,[0.43684232 0.61647184],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
69,[0.39544432 0.68495254],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
70,[0.84206673 0.28124748],3,-1,-1,2,-1
71,[0.55333576 0.35571798],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
72,[0.78157345 0.38186503],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
73,[0.7947111  0.28331366],3,-1,-1,2,-1
74,[0.68181357 0.13398674],1,-1,-1,2,-1
75,[0.34716869 0.23935932],2,-1,-1,-1,-1
76,[0.39787306 0.26041764],2,-1,-1,-1,-1
77,[0.82951833 0.34815685],3,-1,-1,2,-1
78,[0.60393933 0.19243538],1,-1,-1,2,-1
79,[0.75302052 0.34951315],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
80,[0.70377266 0.20153684],1,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
81,[0.43081717 0.67114722],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
82,[0.75783979 0.25185282],1,-1,-1,2,-1
83,[0.49186442 0.31282047],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
84,[0.81487019 0.36623964],3,-1,-1,2,-1
85,[0.30312024 0.70265368],0,-1,-1,2,-1
86,[0.68597134 0.40736274],1,-1,-1,2,-1
87,[0.51936253 0.23006586],1,-1,-1,2,-1
88,[0.40276056 0.79136554],0,-1,-1,-1,-1
89,[0.38570199 0.72725707],0,-1,-1,-1,-1
90,[0.75615337 0.32997108],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
91,[0.66072716 0.31338243],3,-1,-1,2,2
92,[0.53541987 0.3168386 ],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
93,[0.54388027 0.37865655],2,-1,-1,2,1
94,[0.53446924 0.08519322],1,-1,-1,-1,-1
95,[0.29940184 0.58903762],0,-1,-1,2,0
96,[0.48612299 0.41364534],2,-1,-1,2,-1
97,[0.8065248  0.23389313],1,-1,-1,2,-1
98,[0.77911653 0.37586113],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
99,[0.58887808 0.48775739],2,-1,-1,-1,-1
100,[0.59004329 0.31282344],2,-1,-1,2,-1
101,[0.6905721  0.21822529],1,1,"[0.6716629060655389, 0.2245620196720947]",2,2
102,[0.59337816 0.16489261],1,-1,-1,2,-1
103,[0.75644851 0.34304557],2,0,"[0.7432538437130742, 0.3635497024451089]",2,2
104,[0.49034449 0.61267784],0,-1,-1,2,-1
105,[0.31515802 0.3618492 ],2,-1,-1,-1,-1
106,[0.46003338 0.8467918 ],0,-1,-1,-1,-1
107,[0.60379735 0.06287871],1,-1,-1,-1,-1
108,[0.79087018 0.34875529],1,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
109,[0.59917694 0.35411265],2,-1,-1,2,-1
110,[0.44671621 0.43002934],2,-1,-1,2,-1
111,[0.60437935 0.44338421],2,-1,-1,2,-1
112,[0.43636958 0.63593534],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
113,[0.38126541 0.56252597],0,-1,-1,2,0
114,[0.64795859 0.42336638],3,-1,-1,2,-1
115,[0.70311765 0.33752669],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
116,[0.76976674 0.27416222],1,-1,-1,2,-1
117,[0.33308746 0.52747575],0,-1,-1,2,0
118,[0.83476607 0.27554579],1,-1,-1,2,-1
119,[0.44110831 0.55354736],0,-1,-1,2,0
120,[0.34173598 0.54629389],0,-1,-1,2,0
121,[0.68850784 0.32609872],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
122,[0.31395903 0.48093592],0,-1,-1,-1,-1
123,[0.53323919 0.44568429],2,-1,-1,2,-1
124,[0.46214115 0.67766031],0,-1,-1,2,-1
125,[0.57681565 0.34970128],2,3,"[0.5186695146945166, 0.31201050993991486]",2,1
126,[0.82174066 0.11512548],3,-1,-1,-1,-1
127,[0.64816363 0.39785293],1,-1,-1,2,-1
128,[0.69440729 0.20478612],1,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
129,[0.54266285 0.63236791],2,-1,-1,-1,-1
130,[0.68378078 0.34246407],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
131,[0.29191729 0.70067251],0,-1,-1,2,-1
132,[0.27948224 0.56699819],0,-1,-1,2,-1
133,[0.73680383 0.28509592],3,-1,-1,2,2
134,[0.51065665 0.3501723 ],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
135,[0.87292902 0.29926262],1,-1,-1,2,-1
136,[0.59586941 0.40652658],2,-1,-1,2,-1
137,[0.63038573 0.18117991],1,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
138,[0.52115669 0.32305479],2,3,"[0.5186695146945166, 0.31201050993991486]",2,1
139,[0.41571946 0.31605525],2,-1,-1,2,-1
140,[0.8427185  0.21263885],3,-1,-1,-1,-1
141,[0.53919148 0.12662607],1,-1,-1,-1,-1
142,[0.77880015 0.36524437],3,0,"[0.7432538437130742, 0.3635497024451089]",2,-1
143,[0.67608938 0.30682657],3,-1,-1,2,2
144,[0.43257333 0.42118881],2,-1,-1,2,-1
145,[0.3067052  0.74037593],0,-1,-1,2,-1
146,[0.34365375 0.52273791],0,-1,-1,2,0
147,[0.6091623  0.42386608],1,-1,-1,2,-1
148,[0.63227943 0.29002139],3,-1,-1,2,3
149,[0.61827926 0.28401512],1,-1,-1,2,3
150,[0.67666312 0.32763708],1,-1,-1,2,2
151,[0.45921218 0.24667571],1,-1,-1,2,-1
152,[0.38604337 0.65210746],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
153,[0.61206792 0.40498133],1,-1,-1,2,-1
154,[0.74958048 0.33735442],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
155,[0.67335944 0.33162001],1,-1,-1,2,2
156,[0.41779488 0.60300507],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
157,[0.51974488 0.77897377],0,-1,-1,-1,-1
158,[0.68363809 0.22622544],1,1,"[0.6716629060655389, 0.2245620196720947]",2,-1
159,[0.42184292 0.60151356],0,2,"[0.3724921370477127, 0.634542512235799]",2,0
160,[0.52313049 0.22258181],1,-1,-1,2,-1
161,[0.48145642 0.471062  ],2,-1,-1,2,-1
162,[0.75476786 0.36422708],3,0,"[0.7432538437130742, 0.3635497024451089]",2,2
163,[0.51612685 0.34434155],2,3,"[0.5186695146945166, 0.31201050993991486]",2,-1
