,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.39613396 0.83367797],0,-1,-1,0,0
1,[0.39635773 0.75351825],0,-1,-1,-1,-1
2,[0.38157333 0.86482542],0,-1,-1,0,0
3,[0.46216051 0.82326908],0,-1,-1,1,1
4,[0.35362068 0.82405299],0,-1,-1,0,0
5,[0.43545779 0.86347904],0,-1,-1,0,0
6,[0.36685276 0.87223843],0,-1,-1,0,0
7,[0.39661012 0.8938562 ],0,-1,-1,0,0
8,[0.35867364 0.83231766],0,-1,-1,0,0
9,[0.37338741 0.77839624],0,-1,-1,-1,-1
10,[0.40605912 0.86026537],0,-1,-1,0,0
11,[0.39224439 0.83673613],0,-1,-1,0,0
12,[0.32481089 0.82790354],0,-1,-1,-1,-1
13,[0.37573223 0.80978664],0,-1,-1,0,0
14,[0.38434505 0.86705368],0,-1,-1,0,0
15,[0.48154302 0.85616009],0,-1,-1,1,1
16,[0.40422812 0.84433839],0,-1,-1,0,0
17,[0.30091337 0.84661383],0,-1,-1,-1,-1
18,[0.3948609 0.964808 ],0,-1,-1,-1,-1
19,[0.38286984 0.86218761],0,-1,-1,0,0
20,[0.6731724 0.5138451],1,45,"[0.6743980415956565, 0.5183231246262497]",1,1
21,[0.72907255 0.60502072],1,14,"[0.709284311195728, 0.6144186883913901]",1,1
22,[0.71237227 0.52615419],1,25,"[0.7238381972176674, 0.5081949110415753]",1,1
23,[0.74141397 0.50277587],1,25,"[0.7238381972176674, 0.5081949110415753]",1,1
24,[0.70267964 0.67331054],1,43,"[0.6823313686911526, 0.6902594775506304]",1,1
25,[0.62779732 0.54244141],1,44,"[0.6436013776265951, 0.5458691768071148]",1,1
26,[0.67955092 0.54542371],1,45,"[0.6743980415956565, 0.5183231246262497]",1,1
27,[0.60120686 0.57257964],1,38,"[0.6230203732249869, 0.5916121486337884]",1,1
28,[0.62439036 0.59180728],1,38,"[0.6230203732249869, 0.5916121486337884]",1,1
29,[0.63117316 0.64290359],1,37,"[0.6268803030885021, 0.654302814938215]",1,1
30,[0.6376375  0.55403584],1,44,"[0.6436013776265951, 0.5458691768071148]",1,1
31,[0.71343969 0.51089298],1,25,"[0.7238381972176674, 0.5081949110415753]",1,1
32,[0.68561827 0.63137774],1,14,"[0.709284311195728, 0.6144186883913901]",1,1
33,[0.5985095  0.57808978],1,38,"[0.6230203732249869, 0.5916121486337884]",1,1
34,[0.68715745 0.60643965],1,14,"[0.709284311195728, 0.6144186883913901]",1,1
35,[0.61609949 0.50663984],1,44,"[0.6436013776265951, 0.5458691768071148]",1,1
36,[0.69959796 0.58342332],1,14,"[0.709284311195728, 0.6144186883913901]",1,1
37,[0.68671169 0.58577146],1,14,"[0.709284311195728, 0.6144186883913901]",1,1
38,[0.64253798 0.5803504 ],1,38,"[0.6230203732249869, 0.5916121486337884]",1,1
39,[0.68873304 0.53541298],1,45,"[0.6743980415956565, 0.5183231246262497]",1,1
40,[0.30767915 0.24158155],2,32,"[0.293897611465489, 0.2480322693315164]",1,1
41,[0.16255296 0.2502557 ],2,16,"[0.2007844189726178, 0.2509431787842363]",1,1
42,[0.17283647 0.2564523 ],2,16,"[0.2007844189726178, 0.2509431787842363]",1,1
43,[0.27410782 0.18012808],2,34,"[0.23638000359154468, 0.17637307703675595]",1,1
44,[0.26484032 0.23868328],2,32,"[0.293897611465489, 0.2480322693315164]",1,1
45,[0.25813175 0.30913258],2,28,"[0.20701512670243952, 0.3487744719940051]",1,1
46,[0.20745764 0.18330616],2,34,"[0.23638000359154468, 0.17637307703675595]",1,1
