,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.39728203 0.18701719],0,64,"[0.4189553250150751, 0.19503530550315573]",1,1
1,[0.42673659 0.25722193],0,51,"[0.42954614762535237, 0.2716640869519509]",1,1
2,[0.46462625 0.19752301],0,68,"[0.4662222211532569, 0.21753656812879407]",1,1
3,[0.51510152 0.16168554],0,79,"[0.529536851755355, 0.16906380298410073]",1,1
4,[0.5822777  0.32560585],0,1,"[0.5719601595265948, 0.3418340334546237]",1,1
5,[0.41800472 0.10528827],0,69,"[0.37394754308898814, 0.10997143794015479]",-1,1
6,[0.51709731 0.30849156],0,9,"[0.512871031784542, 0.3334352408501041]",1,1
7,[0.43168151 0.10138058],0,69,"[0.37394754308898814, 0.10997143794015479]",-1,1
8,[0.45575059 0.18178761],0,68,"[0.4662222211532569, 0.21753656812879407]",1,1
9,[0.48140866 0.26310154],0,43,"[0.4832913664457169, 0.28598184223042805]",1,1
10,[0.35758195 0.18840382],0,65,"[0.3583515802476507, 0.18191300037596342]",1,1
11,[0.32900996 0.18460963],0,47,"[0.3043390458242527, 0.18796452964068924]",1,1
12,[0.48859899 0.25833326],0,43,"[0.4832913664457169, 0.28598184223042805]",1,1
13,[0.42837264 0.32365013],0,12,"[0.44012257751572054, 0.34522363368051345]",1,1
14,[0.51196658 0.25656941],0,42,"[0.52342703929364, 0.24834439399605776]",1,1
15,[0.42214186 0.12042382],0,69,"[0.37394754308898814, 0.10997143794015479]",1,1
16,[0.57467845 0.27112741],0,37,"[0.5753983060078897, 0.2531284965096662]",1,1
17,[0.29966415 0.33544218],0,16,"[0.2882889398566041, 0.3441251292552164]",1,1
18,[0.37530744 0.20598824],0,65,"[0.3583515802476507, 0.18191300037596342]",1,1
19,[0.51700109 0.16240505],0,79,"[0.529536851755355, 0.16906380298410073]",1,1
20,[0.72072991 0.26265603],1,32,"[0.7249684023923011, 0.23832519208472258]",1,1
21,[0.79156914 0.33761112],1,22,"[0.7879451130644146, 0.3165312932537264]",1,1
22,[0.74142456 0.4489078 ],1,46,"[0.7221674797268792, 0.43988269391016377]",1,1
23,[0.7538863  0.42377042],1,46,"[0.7221674797268792, 0.43988269391016377]",1,1
24,[0.80665059 0.48658637],1,26,"[0.7995905912928204, 0.47604508588005295]",1,1
