,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.4878349  0.67068597],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
1,[0.47741787 0.70763783],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
2,[0.49026992 0.69664608],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
3,[0.50122842 0.64937033],0,31,"[0.4882530250960597, 0.6050144579498126]",2,1
4,[0.54519535 0.7825988 ],0,-1,-1,2,1
5,[0.48225162 0.66738517],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
6,[0.52260517 0.74831453],0,-1,-1,2,1
7,[0.50286405 0.7681728 ],0,32,"[0.45131112156135095, 0.7684509846723252]",2,1
8,[0.48703363 0.68156236],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
9,[0.5739219  0.70766776],0,33,"[0.627993734329268, 0.6992711694729539]",2,1
10,[0.49285295 0.63136891],0,31,"[0.4882530250960597, 0.6050144579498126]",2,1
11,[0.49515039 0.70229525],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
12,[0.51003194 0.75723487],0,32,"[0.45131112156135095, 0.7684509846723252]",2,1
13,[0.51904012 0.6798352 ],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
14,[0.55528894 0.74417175],0,-1,-1,2,1
15,[0.53442926 0.72553294],0,-1,-1,2,1
16,[0.51486375 0.67015321],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
17,[0.4463831  0.70004672],0,29,"[0.463480313055707, 0.6835185429337013]",2,1
18,[0.48077428 0.73673112],0,32,"[0.45131112156135095, 0.7684509846723252]",2,1
19,[0.3702321  0.70262008],0,30,"[0.3446753544517266, 0.6955293387625222]",2,1
20,[0.77290393 0.13042251],1,19,"[0.7340890195714159, 0.14977985026251384]",2,1
21,[0.78344668 0.06115066],1,28,"[0.7293886087800086, 0.0779293863205011]",2,1
22,[0.809214   0.10219829],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
23,[0.72377851 0.03028144],1,28,"[0.7293886087800086, 0.0779293863205011]",-1,-1
24,[0.83251376 0.09541066],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
25,[0.80575254 0.14595663],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
26,[0.7397804  0.08555293],1,28,"[0.7293886087800086, 0.0779293863205011]",2,1
27,[0.78416519 0.09383137],1,28,"[0.7293886087800086, 0.0779293863205011]",2,1
28,[0.77493943 0.09355908],1,28,"[0.7293886087800086, 0.0779293863205011]",2,1
29,[0.91487192 0.10921986],1,25,"[0.908704528375808, 0.13727979386536832]",2,1
30,[0.81663839 0.15212693],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
31,[0.83664709 0.17694145],1,37,"[0.8208326079897122, 0.18863030075573298]",2,1
32,[0.77317621 0.04081195],1,28,"[0.7293886087800086, 0.0779293863205011]",-1,1
33,[0.7237122  0.04711177],1,28,"[0.7293886087800086, 0.0779293863205011]",2,1
34,[0.72901945 0.15039527],1,19,"[0.7340890195714159, 0.14977985026251384]",2,1
35,[0.81547768 0.10986364],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
36,[0.81800702 0.08692429],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
37,[0.80013554 0.02398853],1,-1,-1,-1,-1
38,[0.87474931 0.07112477],1,43,"[0.8331082252397347, 0.12586554052777446]",2,1
39,[0.88546792 0.11576178],1,25,"[0.908704528375808, 0.13727979386536832]",2,1
40,[0.2823726  0.86572672],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
41,[0.32177447 0.85703026],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
42,[0.3122413  0.87700843],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
43,[0.30981267 0.84773964],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
44,[0.33944482 0.87990603],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
45,[0.31337133 0.89606978],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
46,[0.31632123 0.89524218],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
47,[0.33450431 0.92661764],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
48,[0.2584724  0.95106577],2,-1,-1,-1,-1
49,[0.3160466  0.92888176],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
50,[0.30899939 0.86962171],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
51,[0.35232248 0.85924872],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
52,[0.31053632 0.86713421],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
53,[0.39539185 0.80105582],2,32,"[0.45131112156135095, 0.7684509846723252]",2,1
54,[0.32921256 0.93518089],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
55,[0.31916661 0.94089793],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
56,[0.23623579 0.81679972],2,-1,-1,-1,-1
57,[0.30897643 0.83774995],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
58,[0.29935892 0.89894275],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
59,[0.28191501 0.88570878],2,1,"[0.318954321258097, 0.8937969786752823]",1,1
60,[0.51144811 0.32854334],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
61,[0.59149576 0.32147537],3,0,"[0.5986180599094193, 0.2781887007595229]",2,1
62,[0.59039049 0.31075827],3,0,"[0.5986180599094193, 0.2781887007595229]",2,1
63,[0.52312127 0.35269115],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
64,[0.46860021 0.37029599],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
65,[0.55666773 0.36949544],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
66,[0.50563008 0.3988601 ],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
67,[0.53516378 0.35726886],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
68,[0.37865675 0.33092731],3,-1,-1,-1,-1
69,[0.53892996 0.28795485],3,0,"[0.5986180599094193, 0.2781887007595229]",2,1
70,[0.37039793 0.29853521],3,-1,-1,-1,1
71,[0.49045582 0.26280328],3,21,"[0.4574758497537622, 0.2656307321520578]",2,1
72,[0.47830272 0.34758131],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
73,[0.45618363 0.30848912],3,21,"[0.4574758497537622, 0.2656307321520578]",2,1
74,[0.55615908 0.32954023],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
75,[0.44985036 0.35393162],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
76,[0.5254439  0.33982839],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
77,[0.49654463 0.30541095],3,21,"[0.4574758497537622, 0.2656307321520578]",2,1
78,[0.62007236 0.29861239],3,0,"[0.5986180599094193, 0.2781887007595229]",2,1
79,[0.50826788 0.36396131],3,14,"[0.4980149354900856, 0.36186618111987867]",2,1
80,[0.57380598 0.24537034],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
81,[0.54075386 0.23739595],4,3,"[0.5747868794262494, 0.19814986989408323]",2,1
82,[0.54519034 0.18337893],4,3,"[0.5747868794262494, 0.19814986989408323]",2,1
83,[0.5826731  0.27715648],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
84,[0.5606084  0.25480657],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
85,[0.44117621 0.21968533],4,21,"[0.4574758497537622, 0.2656307321520578]",-1,1
86,[0.51470799 0.32178096],4,14,"[0.4980149354900856, 0.36186618111987867]",2,1
87,[0.52349688 0.30597868],4,14,"[0.4980149354900856, 0.36186618111987867]",2,1
88,[0.53119866 0.22751839],4,3,"[0.5747868794262494, 0.19814986989408323]",2,1
89,[0.51059081 0.28304481],4,21,"[0.4574758497537622, 0.2656307321520578]",2,1
90,[0.55710453 0.22606274],4,3,"[0.5747868794262494, 0.19814986989408323]",2,1
91,[0.53269646 0.2674707 ],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
92,[0.56014962 0.31687076],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
93,[0.47299988 0.22701789],4,21,"[0.4574758497537622, 0.2656307321520578]",2,1
94,[0.44833948 0.33907136],4,14,"[0.4980149354900856, 0.36186618111987867]",2,1
95,[0.5336177  0.19644833],4,3,"[0.5747868794262494, 0.19814986989408323]",2,1
96,[0.61953239 0.25331023],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
97,[0.53333755 0.27460538],4,0,"[0.5986180599094193, 0.2781887007595229]",2,1
98,[0.56135421 0.17990623],4,3,"[0.5747868794262494, 0.19814986989408323]",2,1
99,[0.52262793 0.29617   ],4,-1,-1,2,1
100,[0.7704594  0.35969133],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
101,[0.72868789 0.29916789],5,5,"[0.6903895631432818, 0.25611948537470686]",2,1
102,[0.62291667 0.28729036],5,0,"[0.5986180599094193, 0.2781887007595229]",2,1
103,[0.77215002 0.37311604],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
104,[0.72899897 0.37176562],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
105,[0.83546998 0.36820758],5,38,"[0.824515086347964, 0.3543003955741039]",2,1
106,[0.73847621 0.49540215],5,-1,-1,2,1
107,[0.76595605 0.34374162],5,38,"[0.824515086347964, 0.3543003955741039]",2,1
108,[0.81832142 0.34108039],5,38,"[0.824515086347964, 0.3543003955741039]",2,1
109,[0.76364614 0.38576792],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
110,[0.82516705 0.34365295],5,38,"[0.824515086347964, 0.3543003955741039]",2,1
111,[0.79604348 0.31203363],5,38,"[0.824515086347964, 0.3543003955741039]",2,1
112,[0.7588023  0.37908292],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
113,[0.77871476 0.46423381],5,22,"[0.7596019994944033, 0.40693223950818663]",-1,1
114,[0.75786066 0.36758721],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
115,[0.74878647 0.36042363],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
116,[0.78469401 0.38316641],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
117,[0.81337568 0.35556664],5,38,"[0.824515086347964, 0.3543003955741039]",2,1
118,[0.79444641 0.3966073 ],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
119,[0.76979603 0.39221666],5,22,"[0.7596019994944033, 0.40693223950818663]",2,1
120,[0.54939032 0.0834164 ],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
121,[0.53129824 0.02335152],6,17,"[0.5242578060502373, 0.07024686461488311]",-1,1
122,[0.48830465 0.08049083],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
123,[0.55354728 0.10634814],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
124,[0.52140739 0.04978678],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
125,[0.54078601 0.07992302],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
126,[0.48464464 0.11240192],6,17,"[0.5242578060502373, 0.07024686461488311]",-1,1
127,[0.57435125 0.08117102],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
128,[0.46715608 0.08044747],6,17,"[0.5242578060502373, 0.07024686461488311]",-1,1
129,[0.53336864 0.02616791],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
130,[0.55099882 0.08467441],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
131,[0.56874229 0.05977279],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
132,[0.52828472 0.08450691],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
133,[0.57248056 0.04322497],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
134,[0.53306288 0.15974334],6,3,"[0.5747868794262494, 0.19814986989408323]",2,1
135,[0.52464179 0.03770304],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
136,[0.58273011 0.11789931],6,44,"[0.6035394274402026, 0.13546696378376172]",2,1
137,[0.4573514  0.08435437],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
138,[0.4656286  0.07645521],6,17,"[0.5242578060502373, 0.07024686461488311]",2,1
