,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.66014882 0.18958192],0,11,"[0.6505930430279749, 0.18640780269032733]",1,1
1,[0.54034907 0.05908803],0,-1,-1,-1,-1
2,[0.4861097  0.18739512],0,47,"[0.5179653112964472, 0.2044383293641987]",1,1
3,[0.45219424 0.11068493],0,60,"[0.46661710101873105, 0.13190483509472586]",1,1
4,[0.48757256 0.13678225],0,60,"[0.46661710101873105, 0.13190483509472586]",1,1
5,[0.44153534 0.20484806],0,42,"[0.4230070797065082, 0.18641192639400317]",1,1
6,[0.53122814 0.16547761],0,36,"[0.5601629922592293, 0.17039079853928318]",1,1
7,[0.44802189 0.17532132],0,42,"[0.4230070797065082, 0.18641192639400317]",1,1
8,[0.50769955 0.18072576],0,47,"[0.5179653112964472, 0.2044383293641987]",1,1
9,[0.40157274 0.13569439],0,46,"[0.3958579273760083, 0.10733665300257451]",1,1
10,[0.48583447 0.18033518],0,47,"[0.5179653112964472, 0.2044383293641987]",1,1
11,[0.51380469 0.18666469],0,47,"[0.5179653112964472, 0.2044383293641987]",1,1
12,[0.41640496 0.1185211 ],0,46,"[0.3958579273760083, 0.10733665300257451]",1,1
13,[0.41235524 0.23529743],0,52,"[0.3826518799868776, 0.27397499831720257]",1,1
14,[0.47752574 0.17712481],0,60,"[0.46661710101873105, 0.13190483509472586]",1,1
15,[0.51716341 0.1361135 ],0,60,"[0.46661710101873105, 0.13190483509472586]",1,1
16,[0.41562931 0.13157986],0,46,"[0.3958579273760083, 0.10733665300257451]",1,1
17,[0.46225136 0.22120933],0,43,"[0.4787813344058578, 0.247558941418355]",1,1
18,[0.50956562 0.10087052],0,60,"[0.46661710101873105, 0.13190483509472586]",1,1
19,[0.5000178  0.18557286],0,47,"[0.5179653112964472, 0.2044383293641987]",1,1
20,[0.50786856 0.46357267],1,44,"[0.5093956928206981, 0.46128041272124315]",1,1
21,[0.47118673 0.4839817 ],1,20,"[0.45607431015141725, 0.48753177823898725]",1,1
22,[0.54253435 0.4058569 ],1,61,"[0.5358847964165706, 0.395978710846291]",1,1
23,[0.52475323 0.4797727 ],1,44,"[0.5093956928206981, 0.46128041272124315]",1,1
24,[0.53150447 0.48254233],1,44,"[0.5093956928206981, 0.46128041272124315]",1,1
25,[0.58290364 0.42954594],1,62,"[0.5609369424828201, 0.43353787497673374]",1,1
26,[0.54269346 0.5683221 ],1,6,"[0.5450059656515648, 0.5867007862853358]",1,1
27,[0.56284081 0.42924907],1,62,"[0.5609369424828201, 0.43353787497673374]",1,1
28,[0.56002156 0.40638749],1,61,"[0.5358847964165706, 0.395978710846291]",1,1
29,[0.60987126 0.48583275],1,30,"[0.6269969663750975, 0.47285423888337724]",1,1
30,[0.60768907 0.51055922],1,33,"[0.594471506204209, 0.5368055283015889]",1,1
31,[0.5753553  0.51396828],1,53,"[0.5621989538737896, 0.4893037593196716]",1,1
32,[0.56611682 0.43783192],1,62,"[0.5609369424828201, 0.43353787497673374]",1,1
33,[0.50962821 0.44778221],1,44,"[0.5093956928206981, 0.46128041272124315]",1,1
34,[0.44073373 0.55350673],1,2,"[0.41285945715154304, 0.5600598386642415]",1,1
35,[0.47752492 0.46505462],1,20,"[0.45607431015141725, 0.48753177823898725]",1,1
36,[0.49595793 0.37444913],1,29,"[0.4866374749629631, 0.38417205883123434]",1,1
37,[0.55338717 0.45445381],1,62,"[0.5609369424828201, 0.43353787497673374]",1,1
38,[0.54978524 0.49413768],1,53,"[0.5621989538737896, 0.4893037593196716]",1,1
39,[0.52846286 0.48622743],1,44,"[0.5093956928206981, 0.46128041272124315]",1,1
40,[0.4808911  0.37170425],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
41,[0.44384978 0.41230188],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
42,[0.45969196 0.39466682],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
43,[0.34664611 0.38999146],2,1,"[0.3336966224749391, 0.368313891510237]",1,1
44,[0.47453576 0.38097256],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
45,[0.47264655 0.475804  ],2,20,"[0.45607431015141725, 0.48753177823898725]",1,1
46,[0.46099894 0.41820183],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
47,[0.41751472 0.34764615],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
48,[0.43471624 0.33986815],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
49,[0.45667703 0.34385779],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
50,[0.44889492 0.32045914],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
51,[0.38022078 0.35585988],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
52,[0.40742321 0.35691661],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
53,[0.42857455 0.37094097],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
54,[0.50563393 0.4509155 ],2,44,"[0.5093956928206981, 0.46128041272124315]",1,1
55,[0.49075156 0.3705592 ],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
56,[0.52662263 0.31609064],2,37,"[0.5345657212837717, 0.30250826436926553]",1,1
57,[0.36296565 0.39972877],2,1,"[0.3336966224749391, 0.368313891510237]",1,1
58,[0.45692783 0.38079533],2,29,"[0.4866374749629631, 0.38417205883123434]",1,1
59,[0.45854435 0.31100243],2,24,"[0.41949376135128114, 0.33941769197376825]",1,1
60,[0.23611243 0.66851425],3,49,"[0.24384773992201886, 0.6890958496490359]",1,1
61,[0.33768614 0.57758518],3,9,"[0.341853419906578, 0.5352127317859018]",1,1
62,[0.37975765 0.56136429],3,2,"[0.41285945715154304, 0.5600598386642415]",1,1
63,[0.26332343 0.62473981],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
64,[0.23433186 0.58846131],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
65,[0.2818406  0.59276548],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
66,[0.33037132 0.63870402],3,25,"[0.32946359434646455, 0.6449779175056038]",1,1
67,[0.238781   0.57946098],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
68,[0.29825773 0.60803328],3,25,"[0.32946359434646455, 0.6449779175056038]",1,1
69,[0.25326464 0.63089135],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
70,[0.32800243 0.58180459],3,9,"[0.341853419906578, 0.5352127317859018]",1,1
71,[0.32656938 0.53575439],3,9,"[0.341853419906578, 0.5352127317859018]",1,1
72,[0.21501559 0.6343867 ],3,55,"[0.17166149417945337, 0.6420385334473901]",1,1
73,[0.25109053 0.5647969 ],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
74,[0.27764183 0.57965484],3,28,"[0.24649032476989896, 0.5990306759620174]",1,1
75,[0.30509167 0.54348623],3,9,"[0.341853419906578, 0.5352127317859018]",1,1
76,[0.27261489 0.75809592],3,54,"[0.25829236344141715, 0.7834687311974995]",1,1
77,[0.2949981  0.52218652],3,40,"[0.28477157384113194, 0.4897465446831282]",1,1
78,[0.31777178 0.63668535],3,25,"[0.32946359434646455, 0.6449779175056038]",1,1
79,[0.35421755 0.6180415 ],3,25,"[0.32946359434646455, 0.6449779175056038]",1,1
80,[0.3331166  0.40355959],4,1,"[0.3336966224749391, 0.368313891510237]",1,1
81,[0.3966025  0.25434989],4,52,"[0.3826518799868776, 0.27397499831720257]",1,1
82,[0.39825462 0.32723668],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
83,[0.41513239 0.32070764],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
84,[0.40004665 0.34709067],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
85,[0.39075149 0.33711611],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
86,[0.34423371 0.34119325],4,1,"[0.3336966224749391, 0.368313891510237]",1,1
87,[0.39287116 0.35747749],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
88,[0.43858767 0.35785003],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
89,[0.39303689 0.43579505],4,16,"[0.3827259267633686, 0.4584705957599967]",1,1
90,[0.36657345 0.36296163],4,1,"[0.3336966224749391, 0.368313891510237]",1,1
91,[0.33545969 0.34001448],4,1,"[0.3336966224749391, 0.368313891510237]",1,1
92,[0.43983072 0.35255451],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
93,[0.43096313 0.28855616],4,52,"[0.3826518799868776, 0.27397499831720257]",1,1
94,[0.29837496 0.35236054],4,1,"[0.3336966224749391, 0.368313891510237]",1,1
95,[0.29982575 0.46220599],4,40,"[0.28477157384113194, 0.4897465446831282]",1,1
96,[0.42153884 0.28015096],4,52,"[0.3826518799868776, 0.27397499831720257]",1,1
97,[0.35572772 0.31125767],4,52,"[0.3826518799868776, 0.27397499831720257]",1,1
98,[0.38283983 0.33537462],4,24,"[0.41949376135128114, 0.33941769197376825]",1,1
99,[0.40682206 0.40632562],4,16,"[0.3827259267633686, 0.4584705957599967]",1,1
100,[0.60229919 0.48677189],5,30,"[0.6269969663750975, 0.47285423888337724]",1,1
101,[0.63874633 0.53366288],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
102,[0.66581176 0.53423922],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
103,[0.65116455 0.55693453],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
104,[0.60379972 0.5204221 ],5,33,"[0.594471506204209, 0.5368055283015889]",1,1
105,[0.64575949 0.65891664],5,0,"[0.6686478685073213, 0.6816044752817628]",1,1
106,[0.65152841 0.53518924],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
107,[0.64548373 0.54661335],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
108,[0.55304033 0.5557156 ],5,6,"[0.5450059656515648, 0.5867007862853358]",1,1
109,[0.68456718 0.52662844],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
110,[0.56024577 0.56402093],5,6,"[0.5450059656515648, 0.5867007862853358]",1,1
111,[0.69770765 0.58501918],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
112,[0.65994768 0.648347  ],5,0,"[0.6686478685073213, 0.6816044752817628]",1,1
113,[0.6879517 0.5744432],5,17,"[0.6641037079471154, 0.5584298511618268]",1,1
114,[0.60288576 0.54770883],5,33,"[0.594471506204209, 0.5368055283015889]",1,1
115,[0.60778347 0.58075028],5,33,"[0.594471506204209, 0.5368055283015889]",1,1
