,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.32440087 0.70433723],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
1,[0.31119058 0.72124649],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
2,[0.2629967  0.77994245],0,-1,-1,2,2
3,[0.33474044 0.69685589],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
4,[0.33181076 0.71097067],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
5,[0.33909474 0.78777512],0,-1,-1,2,2
6,[0.31792571 0.78311775],0,-1,-1,2,2
7,[0.33273482 0.74353213],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
8,[0.32988796 0.724682  ],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
9,[0.31512714 0.75293093],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
10,[0.34201955 0.70047719],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
11,[0.32803842 0.79659963],0,-1,-1,2,2
12,[0.32310193 0.6741864 ],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
13,[0.32200739 0.70580015],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
14,[0.3802564  0.73318013],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
15,[0.24040796 0.71394509],0,-1,-1,2,2
16,[0.29110204 0.68138701],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
17,[0.33012555 0.79707236],0,-1,-1,2,2
18,[0.27377132 0.66525625],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
19,[0.38181387 0.76041769],0,-1,-1,2,2
20,[0.40770953 0.72731072],0,-1,-1,2,-1
21,[0.33225773 0.71039374],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
22,[0.36899025 0.68467493],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
23,[0.31548417 0.68645459],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
24,[0.2886356  0.65442509],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
25,[0.3069559  0.67155806],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
26,[0.31535895 0.66568805],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
27,[0.35663216 0.69023337],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
28,[0.3109022  0.69538554],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
29,[0.25841823 0.71345757],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
30,[0.30775069 0.69062456],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
31,[0.33921445 0.6874698 ],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
32,[0.35373422 0.80040156],0,-1,-1,2,-1
33,[0.30360973 0.6742297 ],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
34,[0.28572258 0.74085888],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
35,[0.28290049 0.6989418 ],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
36,[0.31862954 0.70414922],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
37,[0.33932087 0.74781635],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
38,[0.31007009 0.69288856],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
39,[0.30214383 0.72069529],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
40,[0.35491508 0.71222286],0,3,"[0.32378823043337585, 0.6970480969975553]",2,2
