,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.34886594 0.85999723],45,56,"[0.3389465348063666, 0.8271350702302073]",0,1
1,[0.24427868 0.63753753],128,43,"[0.23973100875743728, 0.6363565576566437]",0,1
2,[0.67468843 0.21069459],68,47,"[0.699954668206113, 0.19976203953880267]",0,1
3,[0.63874036 0.82886188],192,30,"[0.6180619845856742, 0.816939374353667]",0,1
4,[0.30854858 0.34348892],48,15,"[0.33258177243122516, 0.32404244809910254]",0,1
5,[0.71763159 0.70029974],60,24,"[0.699676759261453, 0.7021360362063508]",0,1
6,[0.6725085  0.75448908],74,24,"[0.699676759261453, 0.7021360362063508]",0,1
7,[0.53141586 0.51730585],47,13,"[0.5091733322830972, 0.5030301568599657]",0,1
8,[0.65028489 0.37970919],90,33,"[0.654693446803311, 0.3723506615889498]",0,1
9,[0.40742215 0.2231472 ],101,20,"[0.3946200461786635, 0.22951312285776182]",0,1
10,[0.82760689 0.58078827],197,49,"[0.8515260064401808, 0.6315132002608559]",-1,1
11,[0.39256455 0.45366758],81,18,"[0.41310284058231583, 0.44514378482682665]",0,1
12,[0.71434987 0.48342833],132,38,"[0.7429575622425566, 0.45885856955524085]",0,1
13,[0.28130475 0.85490769],45,59,"[0.2685372789920216, 0.8809921657348149]",0,1
14,[0.31508625 0.21720991],152,6,"[0.3025393865753237, 0.20908308021466254]",0,1
15,[0.70729743 0.42637593],150,42,"[0.6892088763924447, 0.43201187345282555]",0,1
16,[0.30673019 0.65755501],138,16,"[0.31173695523282785, 0.6326888737346706]",0,1
17,[0.78708098 0.51395854],153,4,"[0.7978179375923171, 0.5281774051216088]",0,1
18,[0.35909448 0.16416981],171,46,"[0.36076512235453007, 0.15102931204914857]",0,1
19,[0.24211849 0.58492724],44,51,"[0.21558940269655122, 0.5719468305303238]",0,1
20,[0.47658467 0.72028936],124,9,"[0.48691422090964626, 0.7061302718953502]",0,1
21,[0.34297072 0.42601729],5,69,"[0.32440012276941793, 0.38791671450598864]",0,1
22,[0.60838162 0.23306781],86,1,"[0.6261497586663807, 0.2190021146540233]",0,1
23,[0.71288893 0.24823967],102,14,"[0.7041250932609899, 0.2951931359152054]",0,1
24,[0.70475763 0.51297622],121,25,"[0.7083899728563197, 0.5309505039527525]",0,1
