,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.38983407 0.37061986],0,19,"[0.40032452500723154, 0.3962773460479807]",-1,-1
1,[0.3470026  0.26729515],0,47,"[0.35733423265614617, 0.25895589099283334]",119,28
2,[0.35819831 0.22137631],0,47,"[0.35733423265614617, 0.25895589099283334]",95,-1
3,[0.39714609 0.27424104],0,47,"[0.35733423265614617, 0.25895589099283334]",-1,-1
4,[0.34245038 0.26601615],0,47,"[0.35733423265614617, 0.25895589099283334]",119,-1
5,[0.40752009 0.30449003],0,27,"[0.4060839909067406, 0.3169275524870987]",-1,-1
6,[0.36073093 0.21548127],0,47,"[0.35733423265614617, 0.25895589099283334]",95,-1
7,[0.31684355 0.30433684],0,41,"[0.3224993052769814, 0.3317537559982756]",-1,-1
8,[0.36795245 0.30047859],0,27,"[0.4060839909067406, 0.3169275524870987]",122,-1
9,[0.31066961 0.24061785],0,45,"[0.31425857538806873, 0.2659934198936404]",106,23
10,[0.38312001 0.35395529],0,27,"[0.4060839909067406, 0.3169275524870987]",-1,-1
11,[0.4108791  0.26251518],0,31,"[0.4512333762879873, 0.28305464697180444]",-1,-1
12,[0.29607604 0.37684535],0,41,"[0.3224993052769814, 0.3317537559982756]",-1,-1
13,[0.39227743 0.34886394],0,27,"[0.4060839909067406, 0.3169275524870987]",-1,-1
14,[0.30096417 0.27339938],0,45,"[0.31425857538806873, 0.2659934198936404]",-1,-1
15,[0.41677966 0.27441081],0,31,"[0.4512333762879873, 0.28305464697180444]",-1,-1
16,[0.37242726 0.23738787],0,47,"[0.35733423265614617, 0.25895589099283334]",94,-1
17,[0.34774028 0.30647375],0,41,"[0.3224993052769814, 0.3317537559982756]",117,-1
18,[0.31993738 0.31615252],0,41,"[0.3224993052769814, 0.3317537559982756]",-1,-1
19,[0.30804691 0.26729425],0,45,"[0.31425857538806873, 0.2659934198936404]",-1,-1
20,[0.35748755 0.23810936],0,47,"[0.35733423265614617, 0.25895589099283334]",-1,-1
21,[0.39264821 0.24045569],0,47,"[0.35733423265614617, 0.25895589099283334]",-1,-1
22,[0.31371    0.30823472],0,41,"[0.3224993052769814, 0.3317537559982756]",-1,-1
23,[0.3846276  0.36140589],0,19,"[0.40032452500723154, 0.3962773460479807]",-1,-1
24,[0.31724331 0.2613478 ],0,45,"[0.31425857538806873, 0.2659934198936404]",-1,-1
25,[0.47813172 0.24608804],0,31,"[0.4512333762879873, 0.28305464697180444]",-1,-1
26,[0.42339149 0.27781256],0,31,"[0.4512333762879873, 0.28305464697180444]",-1,-1
27,[0.32320686 0.28281001],0,45,"[0.31425857538806873, 0.2659934198936404]",107,25
28,[0.35312029 0.21354655],0,42,"[0.3169783248821797, 0.19405392519228196]",95,-1
29,[0.31102034 0.23064447],0,45,"[0.31425857538806873, 0.2659934198936404]",-1,-1
30,[0.42548303 0.23652553],0,31,"[0.4512333762879873, 0.28305464697180444]",-1,-1
31,[0.37552077 0.34563286],0,27,"[0.4060839909067406, 0.3169275524870987]",112,-1
32,[0.35897537 0.34754386],0,41,"[0.3224993052769814, 0.3317537559982756]",-1,-1
33,[0.33822604 0.25399585],0,47,"[0.35733423265614617, 0.25895589099283334]",-1,-1
34,[0.31766273 0.2483235 ],0,45,"[0.31425857538806873, 0.2659934198936404]",-1,23
35,[0.30662174 0.29620666],0,45,"[0.31425857538806873, 0.2659934198936404]",108,-1
36,[0.32832791 0.31529789],0,41,"[0.3224993052769814, 0.3317537559982756]",114,-1
37,[0.40291931 0.29962446],0,27,"[0.4060839909067406, 0.3169275524870987]",120,-1
