,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.42754097 0.57420291],2,38,"[0.4122499367399062, 0.581767844808433]",1,1
1,[0.76268245 0.36702561],51,20,"[0.7501217999041435, 0.3781307813330928]",1,1
2,[0.64136358 0.31525067],96,18,"[0.6334191974720432, 0.3212619848598623]",1,1
3,[0.55541611 0.74610448],57,19,"[0.5694269379217315, 0.7440162018811615]",1,1
4,[0.43313257 0.23533612],38,26,"[0.4828999909545966, 0.21642949398189426]",1,1
5,[0.70407794 0.21161586],65,52,"[0.7031490887786589, 0.2086689616335205]",1,1
6,[0.605135   0.37913237],66,13,"[0.632965018528344, 0.4180139799967628]",1,1
7,[0.3632447 0.3852914],31,36,"[0.3588230847942962, 0.4002516374377467]",1,1
8,[0.42531576 0.49688821],31,37,"[0.44394829890963927, 0.4721661532146501]",1,1
9,[0.27045663 0.57692983],7,24,"[0.28295734310379583, 0.5990967967874322]",1,1
10,[0.33109596 0.46768959],88,56,"[0.32755876462835254, 0.49733349615271744]",1,1
11,[0.41657806 0.55518959],47,38,"[0.4122499367399062, 0.581767844808433]",1,1
12,[0.66991855 0.27152307],96,40,"[0.6769034264182814, 0.26765510685936]",1,1
13,[0.16241175 0.3313639 ],22,48,"[0.1711161668631219, 0.28345525632899415]",1,1
14,[0.71817782 0.26519001],78,40,"[0.6769034264182814, 0.26765510685936]",1,1
15,[0.39193171 0.30465182],88,14,"[0.3466008889210881, 0.2927966877307353]",1,1
16,[0.75717641 0.84979449],30,1,"[0.7400931967684229, 0.7920331912746713]",1,1
17,[0.41962453 0.81494713],69,47,"[0.4232329076906483, 0.8255653257625427]",1,1
18,[0.69997208 0.65560408],16,29,"[0.6888059040296335, 0.6868024582248405]",1,1
19,[0.33327371 0.8693245 ],74,44,"[0.31508354041565584, 0.857872162419748]",1,1
20,[0.46270708 0.77384782],15,33,"[0.4664281191356886, 0.7699484159166784]",1,1
21,[0.42861682 0.37404669],47,6,"[0.4320968108329272, 0.3778003822607202]",1,1
22,[0.5191959  0.81783813],60,39,"[0.5342862304737385, 0.7932986363809431]",1,1
