,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.64287156 0.37877474],68,7,"[0.679085240600669, 0.392333228325114]",1,1
1,[0.63690601 0.65139911],193,13,"[0.598483018814276, 0.6901105621850054]",1,1
2,[0.23001598 0.80470522],155,14,"[0.2420926068821499, 0.7659699226151133]",1,1
3,[0.47389464 0.52777099],33,37,"[0.46468241979750724, 0.49679194782318836]",1,1
4,[0.51007876 0.32420962],166,2,"[0.5196950902178578, 0.33015651744210284]",1,1
5,[0.90322766 0.83588747],182,72,"[0.894805021881113, 0.867326517122307]",-1,1
6,[0.68787093 0.32428116],97,4,"[0.6548306205795403, 0.28817778374324865]",1,1
7,[0.48414    0.54216595],107,40,"[0.48773399973695675, 0.5724745086619929]",1,1
8,[0.50106878 0.93455518],12,58,"[0.5060266782522631, 0.9239258410039787]",0,1
9,[0.39900726 0.85995341],132,57,"[0.41090300694679216, 0.8811243620292025]",1,1
10,[0.82963475 0.13938713],165,21,"[0.8342380609143061, 0.13674486513682252]",1,1
11,[0.51035909 0.8029754 ],47,25,"[0.5309086164186961, 0.7955778137672302]",1,1
12,[0.71602692 0.64661714],152,23,"[0.6839814939306811, 0.6861676591533499]",-1,1
13,[0.63632875 0.84746143],6,26,"[0.6515404489394907, 0.8585107826073552]",1,1
14,[0.4723055  0.41265461],43,16,"[0.45924954467375423, 0.41208040144278796]",1,1
15,[0.73768563 0.84320452],190,45,"[0.7609929955852864, 0.8671311740852053]",1,1
16,[0.68666778 0.39102218],159,7,"[0.679085240600669, 0.392333228325114]",1,1
17,[0.07712081 0.88061095],147,66,"[0.1134049757238161, 0.8802285761925989]",-1,1
18,[0.83623633 0.25142059],44,22,"[0.8468508000503098, 0.27480353728712104]",1,1
19,[0.85176754 0.1964426 ],35,51,"[0.8428840597200798, 0.19652854608246428]",1,1
20,[0.37451286 0.34597299],172,17,"[0.37157632009502484, 0.3354475275146717]",1,1
21,[0.7442193  0.35122482],97,29,"[0.7444677898806875, 0.308087783608592]",1,1
22,[0.28145313 0.60182559],41,8,"[0.30893590044009095, 0.5796338963075224]",1,1
23,[0.52860612 0.51326455],69,36,"[0.5601781073262776, 0.5095011276631712]",1,1
24,[0.19623041 0.51706121],95,30,"[0.20194914142428336, 0.5444771232386943]",1,1
25,[0.24229291 0.27776519],172,41,"[0.20073672706997583, 0.27237614294710516]",1,1
26,[0.74520456 0.41160105],28,9,"[0.7724718948893432, 0.44827019621766934]",1,1
27,[0.11422076 0.3836843 ],73,39,"[0.13229298287265148, 0.3497925935595593]",-1,1
28,[0.33036996 0.38355523],120,32,"[0.3122416655961446, 0.38648268324268187]",1,1
29,[0.22101412 0.15239087],23,0,"[0.228935797969692, 0.1338470212525699]",1,1
30,[0.65077927 0.80689254],52,5,"[0.6172137493647749, 0.7790515970935042]",1,1
31,[0.0844016  0.64992264],55,50,"[0.049457930518283844, 0.6499749349169319]",1,1
32,[0.46133818 0.4941023 ],69,37,"[0.46468241979750724, 0.49679194782318836]",1,1
33,[0.76096815 0.9337151 ],80,45,"[0.7609929955852864, 0.8671311740852053]",-1,1
34,[0.48210975 0.32356688],166,2,"[0.5196950902178578, 0.33015651744210284]",1,1
35,[0.42765422 0.63763463],33,44,"[0.42427371210090137, 0.6272813548355927]",1,1
36,[0.19236796 0.52275347],14,30,"[0.20194914142428336, 0.5444771232386943]",1,1
37,[0.66395824 0.31909776],127,4,"[0.6548306205795403, 0.28817778374324865]",1,1
38,[0.43484081 0.61654763],183,44,"[0.42427371210090137, 0.6272813548355927]",1,1
39,[0.8674228  0.38989344],49,19,"[0.8364519321519251, 0.3850858842218699]",1,1
40,[0.29681231 0.53371342],15,8,"[0.30893590044009095, 0.5796338963075224]",1,1
41,[0.55920394 0.30416425],16,2,"[0.5196950902178578, 0.33015651744210284]",1,1
42,[0.13994729 0.61566301],143,43,"[0.16264819242073608, 0.6192231020955178]",1,1
43,[0.57745201 0.68077378],32,13,"[0.598483018814276, 0.6901105621850054]",1,1
44,[0.46476835 0.12690633],30,42,"[0.4819452786254096, 0.14803456691925193]",1,1
45,[0.23928971 0.78842654],82,14,"[0.2420926068821499, 0.7659699226151133]",1,1
46,[0.24068018 0.36553052],148,1,"[0.23554631741486928, 0.3902702108488918]",1,1
47,[0.1817922  0.62287247],21,43,"[0.16264819242073608, 0.6192231020955178]",1,1
48,[0.75687951 0.72409077],75,18,"[0.7369551343964102, 0.7435125051544724]",1,1
49,[0.33391445 0.82795416],64,6,"[0.3171367700828733, 0.8269250101184213]",1,1
50,[0.79594505 0.6974565 ],187,-1,-1,1,1
51,[0.24670352 0.55766846],183,30,"[0.20194914142428336, 0.5444771232386943]",1,1
52,[0.18229662 0.60672789],26,43,"[0.16264819242073608, 0.6192231020955178]",1,1
53,[0.39454245 0.36324852],156,17,"[0.37157632009502484, 0.3354475275146717]",1,1
54,[0.6622748  0.84674766],93,26,"[0.6515404489394907, 0.8585107826073552]",1,1
55,[0.35588826 0.70145464],177,10,"[0.3435966054883852, 0.7060829364731116]",1,1
56,[0.6857713 0.2885948],154,4,"[0.6548306205795403, 0.28817778374324865]",1,1
57,[0.26586232 0.90167801],145,33,"[0.22917292176055026, 0.8818576927538146]",1,1
58,[0.27038214 0.35674601],92,1,"[0.23554631741486928, 0.3902702108488918]",1,1
59,[0.60118215 0.43008557],107,3,"[0.5993264204387743, 0.42845693172544697]",1,1
60,[0.5301816  0.28310897],135,2,"[0.5196950902178578, 0.33015651744210284]",1,1
61,[0.03664558 0.1180833 ],20,67,"[0.05916513711080309, 0.14897788124428615]",-1,1
62,[0.21843998 0.75806859],55,14,"[0.2420926068821499, 0.7659699226151133]",1,1
63,[0.36918277 0.68344396],188,10,"[0.3435966054883852, 0.7060829364731116]",1,1
64,[0.05725361 0.68483184],102,50,"[0.049457930518283844, 0.6499749349169319]",1,1
65,[0.73900596 0.18743046],76,11,"[0.7276242982836587, 0.20916696264853035]",1,1
66,[0.29873682 0.457849  ],59,15,"[0.3232591710153386, 0.4680851901611376]",1,1
67,[0.78488141 0.96259744],89,-1,-1,-1,1
68,[0.61334277 0.79981414],132,5,"[0.6172137493647749, 0.7790515970935042]",1,1
69,[0.49216963 0.7278732 ],168,62,"[0.46033341465379024, 0.6908080274728275]",-1,1
70,[0.31806924 0.83469142],99,6,"[0.3171367700828733, 0.8269250101184213]",1,1
71,[0.53883865 0.55050235],43,36,"[0.5601781073262776, 0.5095011276631712]",1,1
72,[0.6645367  0.82763113],89,26,"[0.6515404489394907, 0.8585107826073552]",1,1
73,[0.19706398 0.25670315],9,41,"[0.20073672706997583, 0.27237614294710516]",1,1
74,[0.20476696 0.40116514],95,1,"[0.23554631741486928, 0.3902702108488918]",1,1
75,[0.87094729 0.61727576],108,34,"[0.8759420632876687, 0.6370061772048699]",1,1
76,[0.18456819 0.40932278],13,24,"[0.18308745431676193, 0.4581667688283879]",1,1
77,[0.8797767  0.31627439],5,46,"[0.9049136158768042, 0.35192187593186425]",1,1
78,[0.84120314 0.76455651],152,12,"[0.8248811711815432, 0.7630583944761591]",1,1
79,[0.65281512 0.80822874],51,5,"[0.6172137493647749, 0.7790515970935042]",1,1
80,[0.29842122 0.62196808],124,8,"[0.30893590044009095, 0.5796338963075224]",1,1
81,[0.77933395 0.43277761],87,9,"[0.7724718948893432, 0.44827019621766934]",1,1
82,[0.2383091  0.77253567],145,14,"[0.2420926068821499, 0.7659699226151133]",1,1
83,[0.50884871 0.7781668 ],168,25,"[0.5309086164186961, 0.7955778137672302]",1,1
84,[0.14411209 0.65754224],79,31,"[0.1201111089036641, 0.6479664099860283]",1,1
85,[0.14527841 0.3623039 ],78,39,"[0.13229298287265148, 0.3497925935595593]",1,1
86,[0.60249019 0.58075898],100,27,"[0.5943100469663458, 0.579377707975362]",1,1
87,[0.06110273 0.34204825],1,-1,-1,-1,1
88,[0.34838033 0.46808462],186,15,"[0.3232591710153386, 0.4680851901611376]",1,1
89,[0.41267985 0.06516483],112,68,"[0.3882086998074747, 0.10382969034008105]",-1,1
90,[0.12397722 0.59542065],90,43,"[0.16264819242073608, 0.6192231020955178]",1,1
91,[0.41775719 0.78993078],132,47,"[0.42717605969637873, 0.7938805560369488]",1,1
92,[0.23332754 0.34633042],78,1,"[0.23554631741486928, 0.3902702108488918]",1,1
93,[0.16144934 0.63992857],21,43,"[0.16264819242073608, 0.6192231020955178]",1,1
94,[0.45176796 0.19800099],167,28,"[0.44732167895647434, 0.226712272044097]",1,1
95,[0.07083768 0.17687222],45,67,"[0.05916513711080309, 0.14897788124428615]",-1,1
96,[0.02440576 0.64288111],55,50,"[0.049457930518283844, 0.6499749349169319]",-1,1
97,[0.65084305 0.26472363],91,4,"[0.6548306205795403, 0.28817778374324865]",1,1
98,[0.5600692  0.80535632],52,25,"[0.5309086164186961, 0.7955778137672302]",1,1
99,[0.69209748 0.15942048],83,53,"[0.6475792614780249, 0.1697065423439984]",1,1
100,[0.33581784 0.69587435],101,10,"[0.3435966054883852, 0.7060829364731116]",1,1
101,[0.70459495 0.39993563],42,7,"[0.679085240600669, 0.392333228325114]",1,1
102,[0.65168479 0.78660759],163,5,"[0.6172137493647749, 0.7790515970935042]",1,1
103,[0.22125974 0.8875321 ],115,33,"[0.22917292176055026, 0.8818576927538146]",1,1
