,datum,blob,snowball_label,snowball_center,hdbscan_eom_label,hdbscan_leaf_label
0,[0.61683051 0.65667981],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
1,[0.64843991 0.85800808],7,7,"[0.6820128204554019, 0.8758602185889368]",2,-1
2,[0.2192204  0.22386669],0,1,"[0.2595996995762076, 0.21026256563406034]",0,-1
3,[0.36799757 0.73276594],1,-1,-1,3,-1
4,[0.63729415 0.78926545],7,-1,-1,2,-1
5,[0.29600648 0.30954161],0,9,"[0.30939338803600624, 0.34752916525168726]",0,5
6,[0.62572448 0.55767553],4,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
7,[0.8180554  0.52538505],3,-1,-1,3,-1
8,[0.61096135 0.57922184],4,5,"[0.6174580700660175, 0.6063994809257732]",3,8
9,[0.46090852 0.53127842],8,-1,-1,3,-1
10,[0.30359025 0.18188357],0,1,"[0.2595996995762076, 0.21026256563406034]",0,-1
11,[0.61359471 0.92120312],7,-1,-1,-1,-1
12,[0.43861954 0.60579541],1,-1,-1,3,-1
13,[0.66277285 0.84846947],7,7,"[0.6820128204554019, 0.8758602185889368]",2,-1
14,[0.49701093 0.46517383],8,3,"[0.5310512572732511, 0.5221881291873344]",3,-1
15,[0.83454738 0.64505818],3,-1,-1,-1,-1
16,[0.41070737 0.4273703 ],4,-1,-1,-1,-1
17,[0.33396886 0.2518125 ],0,-1,-1,0,-1
18,[0.24378332 0.85743054],5,-1,-1,1,0
19,[0.60712743 0.65452723],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
20,[0.63001702 0.65727048],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
21,[0.26869641 0.36642993],2,9,"[0.30939338803600624, 0.34752916525168726]",0,5
22,[0.67210763 0.62231958],9,5,"[0.6174580700660175, 0.6063994809257732]",3,7
23,[0.75328724 0.52136281],9,-1,-1,3,-1
24,[0.77149679 0.59785734],3,0,"[0.7310314883083481, 0.6132260500243533]",3,-1
25,[0.71530213 0.7488551 ],9,-1,-1,3,-1
26,[0.82438217 0.6173258 ],3,-1,-1,3,-1
27,[0.35172353 0.30163386],2,9,"[0.30939338803600624, 0.34752916525168726]",0,-1
28,[0.71944311 0.84756494],7,7,"[0.6820128204554019, 0.8758602185889368]",2,2
29,[0.38642806 0.65829188],1,2,"[0.4230054471366286, 0.683551316145093]",3,4
30,[0.40423159 0.65311807],1,2,"[0.4230054471366286, 0.683551316145093]",3,4
31,[0.54686858 0.58995656],8,3,"[0.5310512572732511, 0.5221881291873344]",3,-1
32,[0.33360443 0.27288348],2,-1,-1,0,-1
33,[0.1582828  0.73762773],5,-1,-1,1,0
34,[0.2352667 0.2135907],0,1,"[0.2595996995762076, 0.21026256563406034]",0,6
35,[0.56202764 0.60197422],8,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
36,[0.35524948 0.09717967],6,6,"[0.37365838646730226, 0.12970860027344008]",0,3
37,[0.40463443 0.18571141],6,6,"[0.37365838646730226, 0.12970860027344008]",0,-1
38,[0.26555304 0.29597875],2,8,"[0.23045501040648525, 0.30272253287597495]",0,5
39,[0.5721953  0.50828986],4,3,"[0.5310512572732511, 0.5221881291873344]",3,-1
40,[0.42289122 0.6938534 ],1,2,"[0.4230054471366286, 0.683551316145093]",3,4
41,[0.2376143  0.19603174],0,1,"[0.2595996995762076, 0.21026256563406034]",0,6
42,[0.46096355 0.64854253],1,2,"[0.4230054471366286, 0.683551316145093]",3,4
43,[0.09114762 0.97958811],5,-1,-1,-1,-1
44,[0.26076866 0.36595277],0,9,"[0.30939338803600624, 0.34752916525168726]",0,-1
45,[0.69374942 0.58220904],9,0,"[0.7310314883083481, 0.6132260500243533]",3,-1
46,[0.6554161  0.55168985],3,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
47,[0.2279849  0.30776845],0,8,"[0.23045501040648525, 0.30272253287597495]",0,-1
48,[0.7807654 0.6656648],9,-1,-1,3,-1
49,[0.18017512 0.2937064 ],2,8,"[0.23045501040648525, 0.30272253287597495]",0,-1
50,[0.32269351 0.2540108 ],0,-1,-1,0,-1
51,[0.75454019 0.50433904],3,-1,-1,3,-1
52,[0.27146942 0.24528145],0,1,"[0.2595996995762076, 0.21026256563406034]",0,-1
53,[0.63611326 0.54695699],4,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
54,[0.6215191  0.91102718],7,7,"[0.6820128204554019, 0.8758602185889368]",2,-1
55,[0.75763626 0.62938377],3,0,"[0.7310314883083481, 0.6132260500243533]",3,-1
56,[0.32500699 0.18182234],6,-1,-1,0,-1
57,[0.39717786 0.09581465],6,6,"[0.37365838646730226, 0.12970860027344008]",0,3
58,[0.21665784 0.914816  ],5,-1,-1,-1,0
59,[0.6475797  0.60077591],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
60,[0.60445211 0.58768259],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
61,[0.157603  0.7587695],5,4,"[0.18372636487625194, 0.8063448124719467]",1,0
62,[0.17942507 0.80638226],5,4,"[0.18372636487625194, 0.8063448124719467]",1,0
63,[0.35274731 0.12942425],6,6,"[0.37365838646730226, 0.12970860027344008]",0,3
64,[0.43160088 0.64797575],1,2,"[0.4230054471366286, 0.683551316145093]",3,4
65,[0.3325634  0.72143811],1,-1,-1,-1,-1
66,[0.23569844 0.86373474],5,-1,-1,1,0
67,[0.58774998 0.60843747],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
68,[0.55171718 0.52462443],4,3,"[0.5310512572732511, 0.5221881291873344]",3,-1
69,[0.28634711 0.39618603],2,9,"[0.30939338803600624, 0.34752916525168726]",0,-1
70,[0.68814007 0.86657893],7,7,"[0.6820128204554019, 0.8758602185889368]",2,1
71,[0.78334867 0.52129614],3,-1,-1,3,-1
72,[0.18146847 0.29692311],0,8,"[0.23045501040648525, 0.30272253287597495]",0,-1
73,[0.30757923 0.14234756],6,6,"[0.37365838646730226, 0.12970860027344008]",0,-1
74,[0.67492632 0.88759628],7,7,"[0.6820128204554019, 0.8758602185889368]",2,1
75,[0.48758646 0.64998483],1,-1,-1,3,4
76,[0.25344636 0.37735368],2,9,"[0.30939338803600624, 0.34752916525168726]",0,-1
77,[0.28512395 0.34960498],2,9,"[0.30939338803600624, 0.34752916525168726]",0,-1
78,[0.44142361 0.05812645],6,-1,-1,0,-1
79,[0.52724968 0.53381843],8,3,"[0.5310512572732511, 0.5221881291873344]",3,10
80,[0.20548526 0.83048459],5,4,"[0.18372636487625194, 0.8063448124719467]",1,0
81,[0.35647481 0.12542651],6,6,"[0.37365838646730226, 0.12970860027344008]",0,3
82,[0.68830939 0.62485535],9,0,"[0.7310314883083481, 0.6132260500243533]",3,7
83,[0.26549061 0.24783996],0,1,"[0.2595996995762076, 0.21026256563406034]",0,6
84,[0.6214523 0.6589676],9,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
85,[0.60910338 0.58846131],8,5,"[0.6174580700660175, 0.6063994809257732]",3,8
86,[0.38936123 0.07809201],6,6,"[0.37365838646730226, 0.12970860027344008]",0,3
87,[0.25149373 0.32927038],2,8,"[0.23045501040648525, 0.30272253287597495]",0,-1
88,[0.34187824 0.22937668],6,-1,-1,0,-1
89,[0.75365157 0.63415981],3,0,"[0.7310314883083481, 0.6132260500243533]",3,-1
90,[0.55304879 0.49296186],4,3,"[0.5310512572732511, 0.5221881291873344]",3,10
91,[0.25372264 0.8328559 ],5,-1,-1,1,0
92,[0.20225848 0.77617465],5,4,"[0.18372636487625194, 0.8063448124719467]",1,0
93,[0.25707088 0.29155025],0,8,"[0.23045501040648525, 0.30272253287597495]",0,5
94,[0.5433092  0.50539224],4,3,"[0.5310512572732511, 0.5221881291873344]",3,10
95,[0.40354543 0.68183166],1,2,"[0.4230054471366286, 0.683551316145093]",3,4
96,[0.58896799 0.72218835],9,-1,-1,-1,-1
97,[0.6402145  0.62918749],3,5,"[0.6174580700660175, 0.6063994809257732]",3,-1
98,[0.53363534 0.49875303],8,3,"[0.5310512572732511, 0.5221881291873344]",3,10
99,[0.49214333 0.54411197],8,3,"[0.5310512572732511, 0.5221881291873344]",3,-1
100,[0.56322121 0.43443147],4,-1,-1,3,-1
101,[0.71005631 0.65308549],3,0,"[0.7310314883083481, 0.6132260500243533]",3,-1
102,[0.24047033 0.20715008],0,1,"[0.2595996995762076, 0.21026256563406034]",0,6
103,[0.81515528 0.56400374],3,-1,-1,3,-1
104,[0.59693275 0.68017348],8,-1,-1,3,-1
105,[0.67773573 0.53579076],4,-1,-1,3,-1
106,[0.65402949 0.69787476],9,-1,-1,3,-1
